S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,3339876.0,PRAMOD KUMAR DASH,INR,"126,544",Finance,ok,Bidyut Prabha Padhy,22-Jan-2026 08:01 PM,,BOQ Comparative Chart,EXECUTIVE ENGINEER,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,22-Jan-2026 08:08 PM,finsummary_573295.pdf (488.74 KB),CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,2025_CERWI_123822_1,Online Tender 11/MOHANA/2025-26,Repair and Renovation of Residential Quarters Building of Sub-Jail at R.Udayagiri for the year 2025-26,EXECUTIVE ENGINEER,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,22-Jan-2026 08:05 PM,techsummary_573295.pdf (488.74 KB),1,3341762,ANIL KUMAR SETHI,01-Jan-2026 01:54 PM,Rejected-AOC,All documents submitted,22-Jan-2026 08:11 PM,22-Jan-2026,"INR 126,544",30.0,Bidyut Prabha Padhy,22-Jan-2026 08:11 PM,ID11SL2.pdf (489.00 KB),Successful Bidder,AOC,Repair and Renovation of Residential Quarters Building of Sub-Jail at R.Udayagiri for the year 2025-26,Repair and Renovation of Residential Quarters Building of Sub-Jail at R.Udayagiri for the year 2025-26,NA ,NA ,"1,48,858",Civil Works - Buildings,NA ,Tender,90.0,30.0,Mohana,761015.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MOHANA",No ,No,1.0,ICICI BANK,600.0,0.0,Nil,Nil,No,"1,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit,GSTIN,PAN,RC,other papers as per DTCN,BOQ",26-Dec-2025 11:00 AM,02-Jan-2026 11:00 AM,26-Dec-2025 11:00 AM,01-Jan-2026 05:00 PM,26-Dec-2025 11:00 AM ,30-Dec-2025 05:00 PM ,26-Dec-2025 11:00 AM,01-Jan-2026 05:00 PM,Executive Engineer,"RURAL WORKS DIVISION, MOHANA",CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,Online Tender 11/MOHANA/2025-26,2025_CERWI_123822_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3341873,BALARAM SAHU,01-Jan-2026 03:39 PM,Rejected-AOC,All documents submitted,22-Jan-2026 08:11 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3339410,KRUTIBAS PRADHAN,30-Dec-2025 11:40 AM,Rejected-AOC,All documents submitted,22-Jan-2026 08:11 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3339914,MAMATA KUMARI SATAPATHY,30-Dec-2025 01:39 PM,Rejected-AOC,All documents submitted,22-Jan-2026 08:11 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3339876,PRAMOD KUMAR DASH,30-Dec-2025 01:40 PM,Accepted-AOC,Successful Bidder,22-Jan-2026 08:11 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3341457,SANTOSH KUMAR PADHAN,31-Dec-2025 07:09 PM,Rejected-AOC,All documents submitted,22-Jan-2026 08:11 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3341326,Sukesh Chandra Ratha,01-Jan-2026 02:10 PM,Rejected-AOC,All documents submitted,22-Jan-2026 08:11 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
