S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
1.0,3248020.0,ANUP POWER INFRASTRUCTURE,INR,"9,291,676",Finance,Opened successfully,Dillip Kumar Das,05-Dec-2025 05:59 PM,finance_564615.pdf,BOQ Comparative Chart,"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,05-Jan-2026 05:58 PM,finsummary_564615.pdf (31.25 KB),Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2025_OLIC_121304_14,1501/06.11.2025,"Bandhakana-VI, Bandhakana-VII and Bandhakana-VIII","Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,05-Dec-2025 06:11 PM,techsummary_564615.pdf (29.21 KB),1.0,Revocation,Revocation due to wrongly rejected,05-Dec-2025 03:53 PM,corrigendum.pdf ,193.8,Technical Opening,05-Jan-2026,"INR 9,291,676",120.0,Dillip Kumar Das,10-Jan-2026 12:32 PM,Bandhakana_VI_VII_VIII.pdf (2931.00 KB),Work Order,1,3248020,ANUP POWER INFRASTRUCTURE,23-Nov-2025 01:38 PM,Accepted-AOC,9291676,10-Jan-2026 12:32 PM,AOC,"Executive Engineer, Lift irrigation Division, Naba","Executive Engineer, Lift irrigation Division, Nabarangpur, Odisha, Pin Code-764059","92,628",No,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License, PAN, GST, Joint Venture, Experience certificate, Affidavit","11,800",0.0,Nil,Nil,No,Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,1501/06.11.2025,2025_OLIC_121304_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Bandhakana-VI, Bandhakana-VII and Bandhakana-VIII","Installation, electrification and energization of L.I. Projects Bandhakana-VI, Bandhakana-VII and Bandhakana-VIII under Chandahandi Block of Nabarangpur District",As per DTCN ,NA ,"92,62,795",Civil Works - Lift Irrigation Schemes,Electrification ,Tender,180.0,120.0,Nabarangpur,764059.0,NA ,NA ,NA ,"Office of the Executive Engineer, Lift irrigation",No ,No,17-Nov-2025 10:00 AM,25-Nov-2025 11:00 AM,17-Nov-2025 10:00 AM,24-Nov-2025 05:00 PM,17-Nov-2025 10:00 AM ,21-Nov-2025 05:00 PM ,17-Nov-2025 10:00 AM,24-Nov-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3247570,BADAL PATTNAIK,23-Nov-2025 11:43 AM,Rejected-Finance,Disqualified,05-Jan-2026 05:58 PM,AOC,,,,,,,,,,,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3249850,DHARMENDRA KUMAR JOSHI,24-Nov-2025 02:18 PM,Rejected-Finance,Disqualified as surrendered bid,05-Jan-2026 05:58 PM,AOC,,,,,,,,,,,.pdf,TCN documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3249435,sangram keshari pradhan,24-Nov-2025 03:35 PM,Rejected-Finance,Disqualified as surrendered bid,05-Jan-2026 05:58 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
