S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,3316055.0,Santosh Kumar Agrawal,INR,"425,161.3",Municipal Bodies||Kuchinda NAC,2025_ORULB_123154_20,KCDA/NAC-6/2025-26,Const. of Drain from Shiva Shankar Dora house to Kashid house in W.No-5,1,3310392,BINAPANI PATEL,18-Dec-2025 09:18 PM,Rejected-AOC,Rejected,19-Jan-2026 12:37 PM,19-Jan-2026,"INR 425,161.3",30.0,Nilamadhab Nag,19-Jan-2026 12:36 PM,57.pdf (367.00 KB),Work Order Issued,Finance,ok,Nilamadhab Nag,22-Dec-2025 01:08 PM,finance_571589.pdf,BOQ Comparative Chart,Pradyut kumar Mohanty,Internal,"B K Sa,N Nag, M Suna",Nilamadhab Nag,31-Dec-2025 03:55 PM,finsummary_571589.pdf (923.50 KB),Pradyut Kumar Mohanty,Internal,"B K Sa,N Nag,Manaranjan Suna",Nilamadhab Nag,30-Dec-2025 04:26 PM,techsummary_571589.pdf (923.50 KB),AOC,"4,252",Yes,percentage,1.0%,Nil,Nil,"2,000",0.0,Nil,Nil,No,13-Dec-2025 10:00 AM,20-Dec-2025 10:00 AM,13-Dec-2025 10:00 AM,19-Dec-2025 06:30 PM,13-Dec-2025 10:00 AM ,19-Dec-2025 05:30 PM ,13-Dec-2025 10:00 AM,19-Dec-2025 06:30 PM,1.0,ICICI BANK,Const. of Drain from Shiva Shankar Dora house to Kashid house in W.No-5,Const. of Drain from Shiva Shankar Dora house to Kashid house in W.No-5,As per DTCN ,NA ,"4,25,161",Civil Works - Others,NA ,Tender,90.0,30.0,Ward No-5 NAC Kuchinda,768222.0,NA ,NA ,NA ,Office of the NAC Kuchinda,No ,No,Executive Officer,"NAC KUCHINDA,AT/PO-KUCHINDA , DIST-SAMBALPUR",1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Kuchinda NAC,KCDA/NAC-6/2025-26,2025_ORULB_123154_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,2,3317967,BISHAL AGRAWAL,19-Dec-2025 05:52 PM,Rejected-AOC,Rejected,19-Jan-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,3315958,GOVIND MEHER,19-Dec-2025 05:02 PM,Rejected-AOC,Rejected,19-Jan-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3312354,KULAMANI SAHANSIA,18-Dec-2025 10:34 AM,Rejected-AOC,Rejected,19-Jan-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3317239,LAXMI AGRAWAL,19-Dec-2025 03:01 PM,Rejected-AOC,Rejected,19-Jan-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,3314912,PRABIN PRATAP SINGH,19-Dec-2025 06:11 PM,Rejected-AOC,Rejected,19-Jan-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,3316055,Santosh Kumar Agrawal,19-Dec-2025 09:57 AM,Accepted-AOC,Awarded through lottery system,19-Jan-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,8,3315934,Sushanta Kumar Dwibedy,19-Dec-2025 06:56 AM,Rejected-AOC,Rejected,19-Jan-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
