Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN.pdfBOQ.xlsvalidPANGSTContractorlicenceetcasDTCN,17-Nov-2025 04:30 PM,29-Nov-2025 11:00 AM,17-Nov-2025 04:30 PM,28-Nov-2025 05:30 PM,17-Nov-2025 04:30 PM ,28-Nov-2025 05:30 PM ,17-Nov-2025 04:30 PM,28-Nov-2025 05:30 PM,1.0,ICICI BANK,"4,231",Yes,percentage,1.0%,Nil,Nil,S/R to R.I. office-cum- Residence building at Lathipada for the year 2025-26,S/R to R.I. office-cum- Residence building at Lathipada for the year 2025-26,NA ,NA ,"4,23,106",Civil Works - Buildings,NA ,Tender,90.0,60.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,"2,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH52526,2025_CERWI_121463_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH",AOC,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_121463_1,TENDERONLINEDNAYAGARH52526,S/R to R.I. office-cum- Residence building at Lathipada for the year 2025-26,EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,15-Jan-2026 04:28 PM,finsummary_565107.pdf (3883.35 KB),Finance,Technical Evaluation committee,Chittaranjan Mishra,15-Jan-2026 04:20 PM,finance_565107.pdf,BOQ Comparative Chart,1.0,3256604.0,BHAGIRATHI PRADHAN,INR,"359,683",1,3261829,AKSHAY KUMAR MANGARAJ,27-Nov-2025 09:45 PM,Rejected-AOC,L1,15-Jan-2026 04:33 PM,15-Jan-2026,"INR 359,683",60.0,Chittaranjan Mishra,15-Jan-2026 04:33 PM,259.pdf (454.00 KB),100P1 OF 2025-26,EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,15-Jan-2026 04:24 PM,techsummary_565107.pdf (3883.35 KB),AOC
,,.xls,Boq,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3258440,ASHOK KUMAR ROUT,27-Nov-2025 12:34 PM,Rejected-AOC,L1,15-Jan-2026 04:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3258919,BASANTI SWAIN,27-Nov-2025 05:26 AM,Rejected-AOC,L1,15-Jan-2026 04:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3256604,BHAGIRATHI PRADHAN,26-Nov-2025 08:03 PM,Accepted-AOC,AOC,15-Jan-2026 04:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3258980,Bidyadhar Barad,27-Nov-2025 08:52 AM,Rejected-AOC,L1,15-Jan-2026 04:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3251501,BIKASH PRADHAN,24-Nov-2025 05:31 PM,Rejected-AOC,L1,15-Jan-2026 04:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3247476,BINAYAK JENA,23-Nov-2025 10:07 AM,Rejected-AOC,L1,15-Jan-2026 04:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3247806,BISWOMBER SETHI,24-Nov-2025 01:55 PM,Rejected-AOC,L1,15-Jan-2026 04:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3244812,CHANDRAKANT MOHANTY,25-Nov-2025 04:19 PM,Rejected-AOC,L1,15-Jan-2026 04:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3255766,DEBASIS PAIKERA,25-Nov-2025 10:59 PM,Rejected-AOC,L1,15-Jan-2026 04:33 PM,,,,,,,,,,,,,,AOC
