EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"96,500",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,SUPERINTENDING ENGINEER,"O/o Superintending Engineer,M.I.Division, Gajapati","10,000",0.0,Nil,Nil,No,Improvement to Canal Lining from RD 00 M to RD 1868 M of Right Main Canal of Jagapa Tank MIP at Machamara in Gosani Block of Gajapati District under CAPEX Scheme-2025-26,Improvement to Canal Lining from RD 00 M to RD 1868 M of Right Main Canal of Jagapa Tank MIP at Machamara in Gosani Block of Gajapati District under CAPEX Scheme-2025-26,Please refer Tender documents. ,NA ,"96,44,228",Civil Works - Others,NA ,Tender,90.0,90.0,Gosani,761200.0,NA ,NA ,NA ,"O/o Superintending Engineer,M.I.Division,Gajapati",No ,No,28-Nov-2025 12:00 PM,08-Dec-2025 11:00 AM,28-Nov-2025 12:00 PM,08-Dec-2025 09:00 AM,28-Nov-2025 12:00 PM ,08-Dec-2025 09:00 AM ,28-Nov-2025 12:00 PM,08-Dec-2025 09:00 AM,15-Dec-2025 11:00 AM,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GAJAPATI",MIDGJP-05/2025-26,2025_CEMIB_122064_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Cost EMD (Online) RC, PAN,GSTIN, affidavit other documents and forms as per DTCN",AOC,1,3283010,Amit kumar raulo,05-Dec-2025 07:19 PM,Rejected-AOC,Un successful,09-Jan-2026 03:22 PM,09-Jan-2026,"INR 9,644,228.04",90.0,Simachala Satapathy,09-Jan-2026 03:22 PM,aoc8.PDF (184.00 KB),Finance,18 nos bidder are participated in this tender,Simachala Satapathy,09-Jan-2026 03:10 PM,,BOQ Comparative Chart,simachala satapathy,Internal,,Simachala Satapathy,13-Dec-2025 01:38 PM,15-Dec-2025 11:00 AM,techsummary_567671.pdf (1319.70 KB),SIMACHALA SATAPATHY,Internal,,Simachala Satapathy,09-Jan-2026 03:14 PM,finsummary_567671.pdf (42.21 KB),"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GAJAPATI",2025_CEMIB_122064_8,MIDGJP-05/2025-26,Improvement to Canal Lining from RD 00 M to RD 1868 M of Right Main Canal of Jagapa Tank MIP at Machamara in Gosani Block of Gajapati District under CAPEX Scheme-2025-26,Technical,18 nos bidder are participated in this tender,Simachala Satapathy,13-Dec-2025 01:35 PM,,1.0,3276510.0,D.HARISH KUMAR,INR,"8,198,558.26",AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other document,AOC,2,3286107,BALIA KUMAR PRADHAN,07-Dec-2025 04:59 PM,Rejected-AOC,Un successful,09-Jan-2026 03:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,3,3286925,BEJJIPURAPU VASU NAIDU,07-Dec-2025 09:06 PM,Rejected-AOC,Un successful,09-Jan-2026 03:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3287662,BISHNU GOUDA,08-Dec-2025 08:16 AM,Rejected-AOC,Un successful,09-Jan-2026 03:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3285598,Chinmaya Kumar Rana,07-Dec-2025 12:42 PM,Rejected-AOC,Un successful,09-Jan-2026 03:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3286317,DASARANKI CHANDU,07-Dec-2025 05:02 PM,Rejected-AOC,Un successful,09-Jan-2026 03:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3276510,D.HARISH KUMAR,04-Dec-2025 08:49 PM,Accepted-AOC,Selected through lottery system as 1st lowest successful,09-Jan-2026 03:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3286871,EASTERN COASTAL INFRATECH,07-Dec-2025 08:20 PM,Rejected-AOC,Un successful,09-Jan-2026 03:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3284605,GANESH SWAIN,06-Dec-2025 04:29 PM,Rejected-AOC,Un successful,09-Jan-2026 03:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3284692,LAKSHMI SAHU,06-Dec-2025 04:59 PM,Rejected-AOC,Un successful,09-Jan-2026 03:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
