Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,TCN No.13 of 25-26,2025_CERWI_119265_44,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,SE RWD BBSR,O/o the SE RWD BBSR,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,"6,000",0.0,Nil,Nil,No,GBC to Khajuriapada via Amabadiha Road,GBC to Khajuriapada via Amabadiha Road,Please refer tender documents ,NA ,"10,17,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Khordha,751013.0,NA ,NA ,NA ,O/o the SE RWD BBSR,No ,No,13-Oct-2025 06:55 PM,22-Oct-2025 11:00 AM,13-Oct-2025 06:55 PM,20-Oct-2025 05:00 PM,NA ,NA ,13-Oct-2025 06:55 PM,20-Oct-2025 05:00 PM,"10,170",Yes,percentage,1.0%,Nil,Nil,AOC,"SE RW, Bhubaneswar",Internal,"DAO, Estimator and Superintending Engineer",Shrabani Routray,17-Dec-2025 01:38 PM,techsummary_555506.pdf (495.44 KB),"SE RW, Bhubaneswar",Internal,"DAO, Estimator and Superintending Engineer",Shrabani Routray,17-Dec-2025 01:42 PM,finsummary_555506.pdf (495.44 KB),Finance,05 nos of bidder are participated,Sushree Behera,22-Oct-2025 06:51 PM,,BOQ Comparative Chart,30-Jan-2026,"INR 859,343",60.0,Nirmal Chandra Jena,30-Jan-2026 04:25 PM,Khajuriapada.pdf (371.00 KB),AOC,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_119265_44,TCN No.13 of 25-26,GBC to Khajuriapada via Amabadiha Road,1.0,3126885.0,DJ CONSTRUCTIONS,INR,"859,343",1,3137533,ASHOK KUMAR SENAPATY,20-Oct-2025 12:08 PM,Rejected-Technical,Technically not Qualified,17-Dec-2025 01:38 PM,AOC
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3134190,BIJAYA KUMAR SWAIN,19-Oct-2025 09:36 AM,Rejected-Technical,Technically not Qualified,17-Dec-2025 01:38 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3135474,DESABANDHU JENA,19-Oct-2025 12:26 PM,Rejected-Finance,Not Success in Lottery,17-Dec-2025 01:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3126885,DJ CONSTRUCTIONS,13-Oct-2025 09:13 PM,Accepted-AOC,L1 Bidder,30-Jan-2026 04:25 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3134087,GANESH CHANDRA PARIDA,18-Oct-2025 12:14 PM,Rejected-Finance,Not Success in Lottery,17-Dec-2025 01:42 PM,AOC
