Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,1501/06.11.2025,2025_OLIC_121304_60,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,17-Nov-2025 10:00 AM,25-Nov-2025 11:00 AM,17-Nov-2025 10:00 AM,24-Nov-2025 05:00 PM,17-Nov-2025 10:00 AM ,21-Nov-2025 05:00 PM ,17-Nov-2025 10:00 AM,24-Nov-2025 05:00 PM,"Nuapara-I, Udaypur-III (A) and Udaypur -III (B)","Installation, electrification and energization of L.I. Projects Nuapara-I, Udaypur-III (A) and Udaypur -III (B) under Raighar Block of Nabarangpur District",As per DTCN ,NA ,"96,82,018",Civil Works - Lift Irrigation Schemes,Electrification ,Tender,180.0,120.0,Nabarangpur,764059.0,NA ,NA ,NA ,"Office of the Executive Engineer, Lift irrigation",No ,No,"96,820",No,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"Executive Engineer, Lift irrigation Division, Naba","Executive Engineer, Lift irrigation Division, Nabarangpur, Odisha, Pin Code-764059",1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License, PAN, GST, Joint Venture, Experience certificate, Affidavit",AOC,"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,07-Jan-2026 01:14 PM,finsummary_564860.pdf (31.25 KB),Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2025_OLIC_121304_60,1501/06.11.2025,"Nuapara-I, Udaypur-III (A) and Udaypur -III (B)",1.0,3250119.0,MS NIRUPAMA ELECTRICALS,INR,"9,712,207",Finance,Opened successfully,Dillip Kumar Das,01-Dec-2025 10:36 AM,finance_564860.pdf,BOQ Comparative Chart,1,3248706,DAITARI SIA,23-Nov-2025 08:25 PM,Rejected-Finance,Disqualified,07-Jan-2026 01:14 PM,07-Jan-2026,"INR 9,712,207",120.0,Dillip Kumar Das,07-Jan-2026 01:19 PM,Nuapara_I_Udaypur_IIIAand_IIIB.pdf (3769.00 KB),Work Order,"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,01-Dec-2025 11:27 AM,techsummary_564860.pdf (31.25 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,Bill of quantities,AOC,,,,,,,,,,,,,,,,,,,,,,2,3250119,MS NIRUPAMA ELECTRICALS,24-Nov-2025 12:23 PM,Accepted-AOC,Qualified,07-Jan-2026 01:19 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TCN documents,AOC,,,,,,,,,,,,,,,,,,,,,,3,3248603,RABINDRA KUMAR SIA,23-Nov-2025 07:55 PM,Rejected-Finance,Disqualified,07-Jan-2026 01:14 PM,,,,,,,,,,,,,,AOC
