Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
09-Oct-2024 03:00 PM,25-Oct-2024 11:30 AM,09-Oct-2024 03:00 PM,24-Oct-2024 05:00 PM,09-Oct-2024 03:00 PM ,15-Oct-2024 02:00 PM ,09-Oct-2024 03:00 PM,24-Oct-2024 05:00 PM,"7,080",0.0,Nil,Nil,No,Municipal Bodies||Brahmapur Municipal Corporation,BeMC (BAM)/ 298/ 2024-2025,2024_ORULB_105443_340,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Commissioner,","Berhampur Municipal Corporation, Berhampur",1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GST, AFFIDAVIT, BID COST, EMD AND REGISTRATION ETC AS PER DTCN","10,148",Yes,fixed,,Nil,Nil,Improvement of Road at SriHari Nagar Lane-07in Ward no-40.,Improvement of Road at SriHari Nagar Lane-07in Ward no-40.,Please refer tender documents ,NA ,"10,14,831",Civil Works - Others,NA ,Tender,120.0,90.0,"Berhampur Municipal Corporation, Berhampur",760002.0,NA ,NA ,NA ,Berhampur Municipal Corporation,No ,No,AOC,1.0,2591469.0,KhadiJari Naresh Kumar,INR,"976,185",Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Susanta Dung Dung,20-Jan-2026 12:41 PM,finsummary_509119.pdf (837.77 KB),Municipal Bodies||Brahmapur Municipal Corporation,2024_ORULB_105443_340,BeMC (BAM)/ 298/ 2024-2025,Improvement of Road at SriHari Nagar Lane-07in Ward no-40.,1,2592544,KANHU CHARAN SETHI,24-Oct-2024 02:54 PM,Rejected-Finance,Rejected,20-Jan-2026 12:41 PM,20-Jan-2026,"INR 1,011,590.79",90.0,Susanta Dung Dung,20-Jan-2026 12:44 PM,298_340_1.pdf (749.00 KB),As per estimated rate,Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Susanta Dung Dung,20-Jan-2026 12:32 PM,techsummary_509119.pdf (955.30 KB),Finance,Admitted,Sanjukta Kumari Raipatro,30-Oct-2024 04:19 PM,finance_509119.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2591469,KhadiJari Naresh Kumar,24-Oct-2024 03:43 PM,Accepted-AOC,Accepted,20-Jan-2026 12:49 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2591504,Pabitra Kumar Muni,24-Oct-2024 03:42 PM,Rejected-Finance,Rejected,20-Jan-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2591219,YAVARI MADHAVA RAO,23-Oct-2024 07:12 PM,Rejected-Finance,Rejected,20-Jan-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,AOC
