Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
EXECUTIVE ENGINEER,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,02-Jan-2026 02:20 PM,techsummary_552704.pdf (1068.23 KB),1,3088768,AGRAWALLA POWER INFRASTRUCTURE,21-Sep-2025 06:26 PM,Rejected-Technical,Rejected,02-Jan-2026 02:20 PM,02-Jan-2026,"INR 1,130,938",60.0,SUJIT KUMAR MOHANTY,02-Jan-2026 02:23 PM,RAJESH.pdf (1068.00 KB),Work order and agreement completed,1.0,3090442.0,RAJESH KUMAR SAHOO,INR,"1,130,938",Finance,TENDER OPENED,SUJIT KUMAR MOHANTY,23-Sep-2025 04:08 PM,finance_552704.pdf,BOQ Comparative Chart,EXECUTIVE ENGINEER,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,02-Jan-2026 02:22 PM,finsummary_552704.pdf (1068.22 KB),"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",2025_OLIC_117999_21,BID NO-2170/2025-26 DT.08.09.2025,REVIVAL AND RE-ENERGISATION OF SUJANPUR-II LIP UNDER PURI SADAR BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,AOC,15-Sep-2025 12:00 PM,23-Sep-2025 11:00 AM,15-Sep-2025 12:00 PM,22-Sep-2025 05:00 PM,15-Sep-2025 12:00 PM ,20-Sep-2025 05:00 PM ,15-Sep-2025 12:00 PM,22-Sep-2025 05:00 PM,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",BID NO-2170/2025-26 DT.08.09.2025,2025_OLIC_117999_21,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD AND ALL OTHER DOCUMENTS AS PER DTCN,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,Yes,EE LI DIVISION BHUBANESWAR,EE LI DIVISION BHUBANESWAR,REVIVAL AND RE-ENERGISATION OF SUJANPUR-II LIP UNDER PURI SADAR BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,REVIVAL AND RE-ENERGISATION OF SUJANPUR-II LIP UNDER PURI SADAR BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,Please refer tender docuemnts ,NA ,"13,30,359",Civil Works - Lift Irrigation Schemes,NA ,Tender,60.0,60.0,PURI SADAR,752001.0,NA ,NA ,NA ,EE LI DIVISION BHUBANESWAR,No ,No,"13,304",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,2,3093514,ALOK KUMAR SETHY,22-Sep-2025 10:03 AM,Rejected-Technical,Rejected,02-Jan-2026 02:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3085559,BIJAYA KUMAR JENA,21-Sep-2025 01:54 PM,Rejected-Technical,Rejected,02-Jan-2026 02:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3091222,HAREKRUSHNA ROUT,20-Sep-2025 06:43 PM,Rejected-Technical,Rejected,02-Jan-2026 02:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3093450,JITENDRA SARANGI,22-Sep-2025 01:57 PM,Rejected-Technical,Rejected,02-Jan-2026 02:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3094471,MAA DRAUPADI ENTERPRISES PROP. PRIYAJEET BISWAL,22-Sep-2025 01:41 PM,Rejected-Technical,Rejected,02-Jan-2026 02:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3094973,M/S. BALIYARSINGH ELECTRICAL ENGINEERING & CONSTRUCTION,22-Sep-2025 03:28 PM,Rejected-Technical,Rejected,02-Jan-2026 02:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3090442,RAJESH KUMAR SAHOO,22-Sep-2025 03:49 PM,Accepted-AOC,Work order and agreement completed,02-Jan-2026 02:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3094673,S.R CONSTRUCTIONS PROP-SUJATA RAY,22-Sep-2025 02:03 PM,Rejected-Technical,Rejected,02-Jan-2026 02:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3094508,SUKANTA KUMAR SAHOO,22-Sep-2025 02:19 PM,Rejected-Technical,Rejected,02-Jan-2026 02:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
