Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
"Superintending Engineer, PHD Koraput",Internal,"AEE, DAO and AEE Estimator under this division",Chiranjibi Mahali,18-Nov-2025 05:42 PM,18-Nov-2025 05:50 PM,techsummary_557995.pdf (1363.61 KB),1.0,3189550.0,ABC CONSTRUCTIONS,INR,"7,366,650",PHEO||PH Circle Bhawanipatna||PH Division Koraput,2025_PHEO_119992_1,NIT No.6 of 2025-26,Procurement and commissioning of trolley mounted 500KVA and 250KVA DG set for Koraput Municipality under SP for the year 2025-26,1,3189550,ABC CONSTRUCTIONS,06-Nov-2025 04:15 PM,Accepted-AOC,AOC,08-Jan-2026 04:34 PM,Technical,3nos bidders have participated,Chiranjibi Mahali,07-Nov-2025 12:48 PM,technical_557995.pdf,Finance,Two bidders are admitted,Chiranjibi Mahali,20-Nov-2025 05:07 PM,finance_557995.pdf,BOQ Comparative Chart,08-Jan-2026,"INR 8,665,628",90.0,Chiranjibi Mahali,08-Jan-2026 04:34 PM,aoc.pdf (1751.00 KB),AOC,"Superintending Engineer, PHD Koraput",Internal,"SE, AEE, DAO and AEE Estimator",Chiranjibi Mahali,08-Jan-2026 04:31 PM,finsummary_557995.pdf (1363.61 KB),AOC,24-Oct-2025 02:00 PM,07-Nov-2025 11:00 AM,24-Oct-2025 02:00 PM,06-Nov-2025 05:00 PM,24-Oct-2025 02:00 PM ,04-Nov-2025 05:00 PM ,24-Oct-2025 02:00 PM,06-Nov-2025 05:00 PM,18-Nov-2025 05:50 PM,1.0,ICICI BANK,"86,656",Yes,percentage,1.0%,Nil,Nil,PHEO||PH Circle Bhawanipatna||PH Division Koraput,NIT No.6 of 2025-26,2025_PHEO_119992_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,Procurement and commissioning of trolley mounted 500KVA and 250KVA DG set for Koraput Municipality under SP for the year 2025-26,Procurement and commissioning of trolley mounted 500KVA and 250KVA DG set for Koraput Municipality,Please refer Tender documents. ,NA ,"86,65,628",Civil Works - Water Works,NA ,Rate Contract,120.0,90.0,Koraput,764020.0,NA ,NA ,NA ,"Superintending Engineer, PHD Koraput",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate- EMD- Paper cost- GSTIN- PAN- Affidavit, Experience cert. etc. as per DTCN","Superintending Engineer, PHD Koraput","Superintending Engineer, PHD Koraput",AOC
,,,,,,,,,,,,,,,,2,3185565,ANIL KUMAR SAHU,05-Nov-2025 06:47 PM,Rejected-Technical,Authorised dealer and experience certificate not furnished,18-Nov-2025 05:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC
,,,,,,,,,,,,,,,,3,3185389,CLAVAX POWER PRIVATE LIMITED,06-Nov-2025 10:17 AM,Rejected-Finance,Lottery lost,08-Jan-2026 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
