Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
10-Nov-2025 09:00 AM,17-Nov-2025 10:00 AM,10-Nov-2025 09:00 AM,15-Nov-2025 05:00 PM,10-Nov-2025 09:00 AM ,14-Nov-2025 01:00 PM ,10-Nov-2025 09:00 AM,15-Nov-2025 05:00 PM,1.0,1st Corrigendum,Date,,S.R to RI office cum Restshed at Benasur for the year 2025-26. (Building),S.R to RI office cum Restshed at Benasur for the year 2025-26. (Building),NA ,NA ,"4,97,999",Civil Works - Buildings,NA ,Tender,90.0,30.0,Koraput,764001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, JEYPORE",No ,No,Divisional Officer,"RURAL WORKS DIVISION, JEYPORE","4,980",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN, TCN, PAN, GST, AFFIDAVIT, LICENSE",1.0,ICICI BANK,CE RW I||RWCIRCLE-SUNABEDA||RW Division Jeypore,Online-04/2025-26/EE,2025_CERWI_121013_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",0.0,Nil,Nil,No,AOC,CE RW I||RWCIRCLE-SUNABEDA||RW Division Jeypore,2025_CERWI_121013_1,Online-04/2025-26/EE,S.R to RI office cum Restshed at Benasur for the year 2025-26. (Building),EE,Internal,,Jelin Sheela Kerkatta,29-Jan-2026 06:38 PM,finsummary_563031.pdf (1905.54 KB),Finance,12nos of valid tenderers,Debashis Mandal,18-Nov-2025 10:50 AM,finance_563031.pdf,BOQ Comparative Chart,1.0,3223926.0,AKASH BISSOI,INR,"423,348.78",1,3223926,AKASH BISSOI,14-Nov-2025 12:19 PM,Accepted-AOC,successfull,29-Jan-2026 06:42 PM,29-Jan-2026,"INR 423,348.78",30.0,Jelin Sheela Kerkatta,29-Jan-2026 06:42 PM,WoCSRIbenasur.pdf (1906.00 KB),Akash Bissoi,EE,Internal,,Jelin Sheela Kerkatta,29-Jan-2026 06:31 PM,techsummary_563031.pdf (1905.54 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3224369,ANANDA MAHAPATRA,14-Nov-2025 01:17 PM,Rejected-Finance,10,29-Jan-2026 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3225488,BHAIRABA PRADHANI,14-Nov-2025 04:59 PM,Rejected-Finance,12,29-Jan-2026 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3224859,BHUBANESWAR KHATI,14-Nov-2025 03:04 PM,Rejected-Finance,11,29-Jan-2026 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3222913,CHINMAYA RANJAN SAHU,14-Nov-2025 02:17 PM,Rejected-Finance,8,29-Jan-2026 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3221293,DAMBRU DHAR NAYAK,13-Nov-2025 06:36 PM,Rejected-Finance,5,29-Jan-2026 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3227165,FAHIM AKBAR KHAN,15-Nov-2025 01:52 PM,Rejected-Finance,13,29-Jan-2026 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3215192,JANHABI BISOI,11-Nov-2025 09:14 PM,Rejected-Finance,2,29-Jan-2026 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3222765,LOIS BAGH,14-Nov-2025 04:13 PM,Rejected-Finance,7,29-Jan-2026 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3220185,M.BHAGYA LAXMI,13-Nov-2025 10:34 AM,Rejected-Finance,4,29-Jan-2026 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3218935,MIHIR KUMAR SADANGI,12-Nov-2025 08:11 PM,Rejected-Finance,3,29-Jan-2026 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3222362,SHASHI BHUSAN PRAHARAJ,14-Nov-2025 11:58 AM,Rejected-Finance,6,29-Jan-2026 06:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,3223738,SURAMA ENTERPRISES,14-Nov-2025 11:26 AM,Rejected-Finance,9,29-Jan-2026 06:38 PM,,,,,,,,,,,,,,AOC
