Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"4,720",0.0,Nil,Nil,No,Municipal Bodies||Baripada Municipality,BPDM-9 OF 2025/2026,2025_ORULB_121073_39,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost,EMD remitted online mode,GST,PAN,Contractor Valid R.C, Labour License as per DTCN","Executive Officer,Baripada Municipality","Executive Officer, Baripada Municipality","6,800",Yes,fixed,,Nil,Nil,11-Nov-2025 01:20 PM,25-Nov-2025 11:30 AM,11-Nov-2025 01:20 PM,24-Nov-2025 05:00 PM,NA ,NA ,11-Nov-2025 01:20 PM,24-Nov-2025 05:00 PM,Construction of drain and slab from Rabindra Panda house towards Pratap Mallick house in Ward No.10,Construction of drain and slab from Rabindra Panda house towards Pratap Mallick house in Ward No.10,DTCN ,NA ,"6,77,966",Civil Works - Roads,NA ,Tender,120.0,60.0,Baripada Municipality,757001.0,NA ,NA ,NA ,Baripada Municipality,No ,No,AOC,"Executive Officer, Baripada Municipality",Internal,"Municipal Engineer, Baripada Municipality, Asst CT and GST Officer,Baripada Tahasildar Baripada Executive Officer, Baripada Municipality Chairperson, Baripada Municipality",Budhuram Singh,21-Jan-2026 08:11 AM,techsummary_563429.pdf (2303.68 KB),"Executive Officer, Baripada Municipality",Internal,"Municipal Engineer, Baripada Municipality, Asst CT and GST Officer,Baripada Tahasildar Baripada Executive Officer, Baripada Municipality Chairperson, Baripada Municipality",Budhuram Singh,21-Jan-2026 08:23 AM,finsummary_563429.pdf (383.04 KB),Finance,The 4 bidders have participated and the documents will be placed before the Tender Committee.,Debiprasad Rout,01-Dec-2025 09:15 PM,,BOQ Comparative Chart,21-Jan-2026,"INR 680,080",60.0,Budhuram Singh,21-Jan-2026 08:29 AM,Ag39.pdf (8792.00 KB),Municipal Bodies||Baripada Municipality,2025_ORULB_121073_39,BPDM-9 OF 2025/2026,Construction of drain and slab from Rabindra Panda house towards Pratap Mallick house in Ward No.10,1.0,3250869.0,LAXMI NARAYAN DAS,INR,"680,080",1,3250869,LAXMI NARAYAN DAS,24-Nov-2025 03:41 PM,Accepted-AOC,As L1 through Lottery process,21-Jan-2026 08:29 AM,AOC
,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Affidavits, Undertakings and any other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3248398,MD. ISLAM,23-Nov-2025 04:56 PM,Rejected-Finance,Through Lottery process,21-Jan-2026 08:23 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3249592,MOHOMOD SHADAB,24-Nov-2025 09:51 AM,Rejected-Finance,Through Lottery process,21-Jan-2026 08:23 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3249398,Saurav Gope,24-Nov-2025 05:58 AM,Rejected-Finance,Through Lottery process,21-Jan-2026 08:23 AM,AOC
