Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
12-Jan-2026,"INR 576,033",30.0,Bhagirathi Dash,12-Jan-2026 06:51 PM,5597.pdf (150.00 KB),Successful Qualify Bidder,1,3181108,Amiya Ranjan Mallick,04-Nov-2025 03:45 PM,Rejected-Finance,Did not Win the Lottery,12-Jan-2026 06:48 PM,1.0,3166927.0,PRASANTA KUMAR BARIK,INR,"576,033",CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION-KENDRAPARA,2025_CERWI_120016_53,RWD / KPD-07 of 2025-26,S/R to Bridge over Kendrapara Canal to Dhiabasapur Road in the District of Kendrapara for the year 2025-2026,Finance,Fourteen Numbers of Bidder Participated,Bhagirathi Dash,15-Nov-2025 04:23 PM,,BOQ Comparative Chart,"Executive Engineer R.W.Division, Kendrapara",Internal,"D.A.O, Junior Engineer(Estimator",Bhagirathi Dash,12-Jan-2026 06:48 PM,finsummary_559363.pdf (433.22 KB),"Executive Engineer R.W.Division, Kendrapara",Internal,"D.A.O, Junior Engineer(Estimator)",Bhagirathi Dash,12-Jan-2026 06:38 PM,techsummary_559363.pdf (433.22 KB),AOC,"4,000",0.0,Nil,Nil,No,S/R to Bridge over Kendrapara Canal to Dhiabasapur Road in the District of Kendrapara for the year 2025-2026,Road Work,Please refer Tender documents. ,NA ,"6,77,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Kendrapara,754211.0,NA ,NA ,NA ,"Executive Engineer R.W. Division, Kendrapara",No ,No,28-Oct-2025 05:30 PM,10-Nov-2025 11:00 AM,28-Oct-2025 05:30 PM,07-Nov-2025 05:00 PM,28-Oct-2025 05:30 PM ,06-Nov-2025 05:00 PM ,28-Oct-2025 05:30 PM,07-Nov-2025 05:00 PM,"Executive Engineer R.W. Division, Kendrapara","Executive Engineer R.W. Division, Kendrapara",1.0,ICICI BANK,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION-KENDRAPARA,RWD / KPD-07 of 2025-26,2025_CERWI_120016_53,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,800",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, Affidavit and other documents as per DTCN",AOC
,,,,,,,2,3183201,jagannath sahoo,05-Nov-2025 04:01 PM,Rejected-Finance,Did not Win the Lottery,12-Jan-2026 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,3,3191980,Jeetendra Kumar Jena,07-Nov-2025 01:26 PM,Rejected-Finance,Did not Win the Lottery,12-Jan-2026 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3182434,KSHIROD KUMAR NAYAK,05-Nov-2025 03:40 PM,Rejected-Finance,Did not Win the Lottery,12-Jan-2026 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3194119,MIR IFTEKHAR AHAMAD,07-Nov-2025 03:32 PM,Rejected-Finance,Did not Win the Lottery,12-Jan-2026 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3181657,M/s BISWORANJAN DASH,04-Nov-2025 05:26 PM,Rejected-Finance,Did not Win the Lottery,12-Jan-2026 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3166927,PRASANTA KUMAR BARIK,03-Nov-2025 01:09 PM,Accepted-AOC,Successful Qualify Bidder,12-Jan-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3178567,PRIYARANJAN DASH,03-Nov-2025 05:59 PM,Rejected-Finance,Did not Win the Lottery,12-Jan-2026 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3185167,RATIP KUMAR BHADRA,05-Nov-2025 06:03 PM,Rejected-Finance,Did not Win the Lottery,12-Jan-2026 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3181986,SHIBANI BEHERA,05-Nov-2025 07:07 PM,Rejected-Finance,Did not Win the Lottery,12-Jan-2026 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
