S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage
1.0,3278454.0,saumendu sutar,INR,"2,989,520.49",Technical,Opened,PRATYUSA KUMAR MALLA,14-Dec-2025 03:32 AM,,Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Dhenkanal,2025_OLIC_121931_54,EEDKL(OLIC)-03/2025-26,installation and Energisation of Mandanali L.I.P under Gondia Block in Dhenkanal District.,EE,Internal,DAO Estimator,BIJAY KUMAR TARAI,17-Jan-2026 01:47 PM,finsummary_567373.pdf (60.04 KB),EE,Internal,"Estimator, DA",BIJAY KUMAR TARAI,22-Dec-2025 06:44 PM,22-Dec-2025 06:55 PM,techsummary_567373.pdf (110.49 KB),Finance,Opened,PRATYUSA KUMAR MALLA,24-Dec-2025 04:46 PM,,BOQ Comparative Chart,17-Jan-2026,"INR 2,991,016",90.0,BIJAY KUMAR TARAI,17-Jan-2026 01:50 PM,Tech.pdf (60.00 KB),Awarded,1,3276994,Pinaki Mishra,04-Dec-2025 05:18 AM,Rejected-Finance,L2 Bidder,17-Jan-2026 01:47 PM,AOC,Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Dhenkanal,EEDKL(OLIC)-03/2025-26,2025_OLIC_121931_54,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,"29,910",Yes,fixed,,Nil,Nil,installation and Energisation of Mandanali L.I.P under Gondia Block in Dhenkanal District.,installation and Energisation of Mandanali L.I.P under Gondia Block in Dhenkanal District.,Please refer Tender documents. ,NA ,"29,91,016",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Dhenkanal,759001.0,NA ,NA ,NA ,"EE, LI Division, Dhenkanal",No ,No,1,Fee/PreQual/Technical,.pdf,"Paper Cost, EMD in online mode, RC, PAN, GST, Affidavit and others as per DTCN","EE, LI Division, Dhenkanal","EE, LI Division, Dhenkanal",27-Nov-2025 09:30 AM,05-Dec-2025 11:00 AM,27-Nov-2025 09:30 AM,04-Dec-2025 05:00 PM,NA ,NA ,27-Nov-2025 09:30 AM,04-Dec-2025 05:00 PM,22-Dec-2025 06:55 PM,1,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3278454,saumendu sutar,04-Dec-2025 02:58 PM,Accepted-AOC,Awarded,17-Jan-2026 01:50 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC
