Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"4,000",0.0,Nil,Nil,No,Repair to Govt. Homeopathic Dispensary at Gengutia for the year 2025-26,Repair to Govt. Homeopathic Dispensary at Gengutia for the year 2025-26,Please refer Tender documents. ,NA ,"5,04,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Dhenkanal,759001.0,NA ,NA ,NA ,"SE, RW Division, Dhenkanal",No ,No,18-Nov-2025 09:00 AM,24-Nov-2025 04:00 PM,18-Nov-2025 09:00 AM,24-Nov-2025 02:00 PM,NA ,NA ,18-Nov-2025 09:00 AM,24-Nov-2025 02:00 PM,"5,040",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"SE, RW Division, Dhenkanal","SE, RW Division, Dhenkanal",CE RW I||RWCIRCLE-ANGUL||RWDIVISION-DHENKANAL,Online DKL-08/2025-26,2025_CERWI_121438_50,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD in online mode, RC, PAN, GSTIN, Affidavit and others as per DTCN",AOC,SE,Internal,DAO estimator,Sonali Sucharita Rout,19-Jan-2026 08:30 PM,techsummary_565251.pdf (83.63 KB),SE,Internal,DAo Estimator,Sonali Sucharita Rout,19-Jan-2026 08:34 PM,finsummary_565251.pdf (83.63 KB),Finance,opened,Swarnalata Dhal,30-Nov-2025 12:13 PM,,BOQ Comparative Chart,1,3249653,Ajoy Kumar Baisak,24-Nov-2025 12:40 PM,Rejected-Finance,Not Awarded,19-Jan-2026 08:34 PM,CE RW I||RWCIRCLE-ANGUL||RWDIVISION-DHENKANAL,2025_CERWI_121438_50,Online DKL-08/2025-26,Repair to Govt. Homeopathic Dispensary at Gengutia for the year 2025-26,1.0,3244068.0,DILLIP KUMAR DAS,INR,"428,564.89",19-Jan-2026,"INR 504,134.68",60.0,Sonali Sucharita Rout,19-Jan-2026 08:37 PM,Tender_Comm.pdf (84.00 KB),Awarded,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,2,3247056,ANGADA KUMAR NAYAK,23-Nov-2025 01:59 PM,Rejected-Finance,Not Awarded,19-Jan-2026 08:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3244068,DILLIP KUMAR DAS,21-Nov-2025 01:15 PM,Accepted-AOC,Awarded,19-Jan-2026 08:37 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3247362,DILLIP KUMAR JENA,23-Nov-2025 01:27 AM,Rejected-Finance,Not Awarded,19-Jan-2026 08:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3250365,Jagadananda Rout,24-Nov-2025 12:50 PM,Rejected-Finance,Not Awarded,19-Jan-2026 08:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3247860,M/S. RAJ RIYANSH CONSTRUCTIONS,23-Nov-2025 02:24 PM,Rejected-Finance,Not Awarded,19-Jan-2026 08:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3248646,"M/S SAI SHREE CONSTRUCTIONS, PROP. SANGYASENI ROUT",23-Nov-2025 06:50 PM,Rejected-Finance,Not Awarded,19-Jan-2026 08:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3248206,NIMAIN CHARAN TARAI,23-Nov-2025 03:30 PM,Rejected-Finance,Not Awarded,19-Jan-2026 08:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3247120,RANJITA NAYAK,22-Nov-2025 10:46 PM,Rejected-Finance,Not Awarded,19-Jan-2026 08:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3248064,Sandip Kumar Pattanaik,23-Nov-2025 01:53 PM,Rejected-Finance,Not Awarded,19-Jan-2026 08:34 PM,,,,,,,,,,,,,,,,,AOC
