Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Upkeeping and Cleaning of Chiplima PH,"Upkeeping and Cleaning of Chiplima Power House and Connected Areas under CHEP, Chiplima",As per DTCN ,NA ,"17,78,048",Civil Works - Others,NA ,Tender,120.0,365.0,Chiplima Power House,768025.0,NA ,NA ,NA ,"O/o the General Manager (El.), CHEP, Chiplima",No ,No,"Unit Head, CHEP, Chiplima","O/o the General Manager (El.), OHPC Ltd., At/PO-Chiplima, Via-C.A. Chiplima, Dist.-Sambalpur-768025","6,000","1,080",Nil,Nil,No,Odisha Hydro Power Corporation Ltd||Chiplima H.E. Project Chiplima,CHEP-37/2025-26,2025_OHPCL_119954_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,28-Oct-2025 11:00 AM,12-Nov-2025 11:30 AM,28-Oct-2025 11:00 AM,11-Nov-2025 05:00 PM,28-Oct-2025 11:00 AM ,03-Nov-2025 05:00 PM ,28-Oct-2025 11:00 AM,11-Nov-2025 05:00 PM,11-Dec-2025 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cover I Technical Bid,"17,800",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC,"Er. B. Ramasankar Subudhi, Unit Head, CHEP, Chiplima",Internal,"Er. Bhikari Charan Mallick, Divisional Head, Generation Division, Mr. Suman Kumar Malik, Finance Wing Head, Er. Bibhu Prasad Gantayat, Technical Wing Head",Suman Kumar Malik,05-Jan-2026 04:47 PM,finsummary_557812.pdf (466.68 KB),Odisha Hydro Power Corporation Ltd||Chiplima H.E. Project Chiplima,2025_OHPCL_119954_1,CHEP-37/2025-26,Upkeeping and Cleaning of Chiplima PH,Technical,The Cover I Technical Bids of the participated bidders are opened.,Suman Kumar Malik,14-Nov-2025 03:54 PM,technical_557812.pdf,1.0,3197522.0,SANTOSH KUMAR SATAPATHY,INR,"1,511,518",1,3213309,BHABISHYAT JENA,11-Nov-2025 03:37 PM,Rejected-Finance,Not Selected in Transparent Lottery System,05-Jan-2026 04:47 PM,07-Jan-2026,"INR 1,511,518",365.0,Suman Kumar Malik,22-Jan-2026 12:30 PM,126.pdf (5401.00 KB),"Work Order is awarded to M/s Santosh Ku. Satapathy, Angul",Finance,The Cover II Financial Bids of the technically qualified bidders are opened.,Suman Kumar Malik,16-Dec-2025 12:52 PM,finance_557812.pdf,BOQ Comparative Chart,"Er. B. Ramasankar Subudhi, Unit Head, CHEP, Chiplima",Internal,"Er. Bhikari Charan Mallick, Divisional Head, GDC, Mr. Suman Kumar Malik, Finance Wing Head, Er. Bibhu Prasad Gantayat, Technical Wing Head",Suman Kumar Malik,06-Dec-2025 11:43 AM,11-Dec-2025 11:30 AM,techsummary_557812.pdf (438.34 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Cover II Financial Bid,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,2,3207746,M/s Shree Sai Electrical,11-Nov-2025 02:00 PM,Rejected-Finance,Not Selected in Transparent Lottery System,05-Jan-2026 04:47 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3193241,N GOPAL KRISHNA,09-Nov-2025 01:36 AM,Rejected-Finance,Not Selected in Transparent Lottery System,05-Jan-2026 04:47 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3206607,SANJAY KUMAR PUJARI,10-Nov-2025 10:39 PM,Rejected-Finance,Not Selected in Transparent Lottery System,05-Jan-2026 04:47 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3197522,SANTOSH KUMAR SATAPATHY,10-Nov-2025 09:27 PM,Accepted-AOC,Selected in Transparent Lottery System,22-Jan-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
