S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",e-Procurement Notice No.- 03 of 2025-26,2025_CELBB_118453_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,NID-118- Improvement to Brahmanapada Minor Ex-Kuanrpur Distry. from RD 150Mtr. to 500Mtr. Biswalapada to Kalabuna Bazar.,Improvement to Brahmanapada Minor Ex-Kuanrpur Distry. from RD 150Mtr. to 500Mtr. Biswalapada to Kalabuna Bazar.,Please refer Tender Documents ,NA ,"16,32,612",Civil Works - Roads,Road and Bridge ,Tender,90.0,120.0,Nimapara,752106.0,NA ,NA ,NA ,"S.E., Nimapara Irr Divn. Nimapara",No ,No,"Superintending Engineer., Nimapara Irr Divn.",Office of the Superintending Engineer Nimapara Irrigation Division Puri Odisha,24-Sep-2025 11:00 AM,14-Oct-2025 11:00 AM,24-Sep-2025 11:00 AM,13-Oct-2025 05:30 PM,24-Sep-2025 11:00 AM ,08-Oct-2025 05:30 PM ,24-Sep-2025 11:00 AM,13-Oct-2025 05:30 PM,"16,400",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,GSTIN PAN Contractor R.C Affidavits undertakings No Relation Certificate,AOC,"Superintending Engineer, Nimapara Irrigation Division, Nimapara",Internal,"S.E, Nimapara Irrigation Division, Nimapara, DAO, Nimapara Irr. Division, AEE (Estimator),Nimapara Irr.Division, Nimapara",BISHAL KESHARI SINGH,25-Nov-2025 08:07 PM,finsummary_553645.pdf (1591.36 KB),"Superintending Engineer, Nimapara Irrigation Division, Nimapara",Internal,"S.E, Nimapara Irrigation Division, Nimapara, DAO, Nimapara Irr. Division, AEE (Estimator),Nimapara Irr.Division, Nimapara",SATYENDRA PARIDA,25-Nov-2025 04:19 PM,techsummary_553645.pdf (23.58 KB),11-Jan-2026,"INR 1,387,884",120.0,Pritam Pothal,11-Jan-2026 06:32 PM,NID118.pdf (979.00 KB),"L1 bid of Sri PABITRA MOHAN SAHOO selected through transparent lottery system accepted by the S.E., Nimapara Irrigation Division for award of contract.",1.0,3106013.0,PABITRA MOHAN SAHOO,INR,"1,387,884","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",2025_CELBB_118453_17,e-Procurement Notice No.- 03 of 2025-26,NID-118- Improvement to Brahmanapada Minor Ex-Kuanrpur Distry. from RD 150Mtr. to 500Mtr. Biswalapada to Kalabuna Bazar.,1,3119644,ARUNDHATI PAL,09-Oct-2025 01:55 PM,Rejected-Finance,Not won in the transparent Lottery,25-Nov-2025 08:07 PM,Finance,All the bids are downloaded successfully.,BISHAL KESHARI SINGH,18-Oct-2025 04:21 PM,finance_553645.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,and any other document as per SBD/DTCN,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3121528,Ashok Kumar Pati,10-Oct-2025 08:26 PM,Rejected-Finance,Not won in the transparent Lottery,25-Nov-2025 08:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3126165,BASANTA PRADHAN,13-Oct-2025 03:48 PM,Rejected-Finance,Not won in the transparent Lottery,25-Nov-2025 08:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3121165,BATA KRUSHNA PATRA,09-Oct-2025 11:20 PM,Rejected-Finance,Not won in the transparent Lottery,25-Nov-2025 08:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3121354,DILLIP KUMAR JENA,13-Oct-2025 07:54 AM,Rejected-Finance,Not won in the transparent Lottery,25-Nov-2025 08:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3112052,KABITA SAHOO,09-Oct-2025 09:02 AM,Rejected-Finance,Not won in the transparent Lottery,25-Nov-2025 08:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3119481,KEDAR CHANDRA MOHANTY,12-Oct-2025 05:49 PM,Rejected-Finance,Not won in the transparent Lottery,25-Nov-2025 08:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3120764,KRUSHNA CHANDRA SWAIN,09-Oct-2025 06:59 PM,Rejected-Finance,Not won in the transparent Lottery,25-Nov-2025 08:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3120229,"MAA DAKHINAKALI SUPPLIER, PROP-AKSHAY KUMAR MAHARATHA",11-Oct-2025 05:44 PM,Rejected-Finance,Not won in the transparent Lottery,25-Nov-2025 08:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3119647,NIRANJAN SWAIN,11-Oct-2025 09:22 AM,Rejected-Finance,Not won in the transparent Lottery,25-Nov-2025 08:07 PM,,,,,,,AOC
