Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
08-May-2025 11:00 AM,20-May-2025 09:00 AM,08-May-2025 11:00 AM,19-May-2025 01:00 PM,NA ,NA ,08-May-2025 11:00 AM,19-May-2025 01:00 PM,"20,800",Yes,fixed,,Nil,Nil,Ground Water Survey and Investigation,05/GWDBPD/CHHATA/2025-26,2025_GWSI_113212_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Construction of 08 Nos. RRHS in Government buildings of Baliapal and Jaleswar Block of Balasore District Under CHHATA Scheme for the FY 2025-26,Construction of 08 Nos. RRHS in Government buildings of Baliapal and Jaleswar Block of Balasore District Under CHHATA Scheme for the FY 2025-26,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,60.0,BALIAPAL and JALESWAR,756026.0,NA ,NA ,NA ,"O/O the Deputy Director, Geology, GWD, Baripada",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER DOCUMENT,Deputy Director Geology,"O/O the Deputy Director Geology, GWD Division, Baripada, At/Po- Takatpur, Baripada, Mayurbhanj-757003",AOC,Ground Water Survey and Investigation,2025_GWSI_113212_1,05/GWDBPD/CHHATA/2025-26,Construction of 08 Nos. RRHS in Government buildings of Baliapal and Jaleswar Block of Balasore District Under CHHATA Scheme for the FY 2025-26,1.0,2919612.0,"RENUBALA NAYAK,PROP.-GLOBAL TRADERS",INR,"1,763,312.753",DINESH KUMAR NAYAK,Internal,DINESH KUMAR NAYAK JYOTI RANJAN MISHRA KHELARAM SOREN LAXMIPRIYA TUDU DIBYAKANTA DAS,Dinesh Kumar Nayak,22-May-2025 05:58 PM,techsummary_538796.pdf (890.40 KB),DINESH KUMAR NAYAK,Internal,DINESH KUMAR NAYAK LAXMIPRIYA TUDU KHELARAM SOREN LAXMIPRIYA TUDU DIBYKANTA DAS JYOTI RANJAN MISHRA,Dinesh Kumar Nayak,22-May-2025 06:11 PM,finsummary_538796.pdf (890.40 KB),Finance,The bids received against the above bid reference was opened online on dt-20.05.2025 at 09.00 hours. No bidder/ bidder representative was present during the bid opening. 26 (Twenty Six) bidders have participated in the bid.,Dinesh Kumar Nayak,21-May-2025 11:30 AM,finance_538796.pdf,BOQ Comparative Chart,05-Jun-2025,"INR 1,763,312.753",60.0,Dinesh Kumar Nayak,17-Sep-2025 05:11 PM,05GWDBPDCHHATA.pdf (475.00 KB),1,2924339,ABANTI DAS ADHIKARI,19-May-2025 11:20 AM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2923977,AMRUT CONSTRUCTION & ENGINEERING SERVICES,18-May-2025 11:30 PM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2918877,ANUSUYA NAYAK,17-May-2025 09:03 PM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2922928,BALABHADRA NARAYAN DASH,17-May-2025 04:29 PM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2924375,BHARATA LAXMI BISWAL,19-May-2025 11:35 AM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2923682,BIBEKANANDA PRADHAN,19-May-2025 09:24 AM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2923717,Chinmaya Mohanty,18-May-2025 06:05 PM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2918778,HRUSIKESH ROUT,15-May-2025 12:40 PM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2923897,Jagadish Swain,18-May-2025 09:28 PM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2924244,JHARANA DAS,19-May-2025 10:33 AM,Rejected-AOC,"REJECTED IN TRANSPARENT LOTTERRY SYSTEM HELD IN DATE 30.05.2025 AT OFFICE OF DEPUTY DIRECTOR GEOLOGY,GWD DIVISION BARIPADA",17-Sep-2025 05:11 PM,AOC
