Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,15,3027804,DIPAK KUMAR DAS Prop. M/S RENUKA CONSTRUCTION,07-Aug-2025 10:00 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,16,3029284,GAGAN BIHARI DASH,10-Aug-2025 10:36 AM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,17,3029899,JAGABANDHU MOHANTY,10-Aug-2025 12:32 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,18,3031905,KALPANA PRADHAN,11-Aug-2025 04:46 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,19,3030621,KAPILENDRA SWAIN,11-Aug-2025 09:03 AM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,20,3029654,LITU KUMAR ROUT,10-Aug-2025 10:33 AM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,21,3031882,MAA TARINI CONSTRUCTION,11-Aug-2025 04:51 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,22,3030310,MAMALI MADHUSMITA,10-Aug-2025 07:52 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,23,3026617,MANOJ KUMAR KANUNGO,07-Aug-2025 10:05 AM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,24,3029286,M/S DAYAL TRADERS,10-Aug-2025 10:43 AM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,25,3030892,MUKTAMAYEE DALEI,11-Aug-2025 11:32 AM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,26,3029478,NIBEDITA SWAIN,09-Aug-2025 05:21 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,27,3029282,NIRAJA DAS,10-Aug-2025 10:47 AM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,28,3031932,PAYAL CONSTRUCTION PROP. SMT PRAMODINI ROUT,11-Aug-2025 04:47 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,29,3031819,PRABHUPADA NAYAK,11-Aug-2025 04:22 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,30,3031791,PRAKSH KUMAR NAYAK,11-Aug-2025 04:29 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,31,3030308,PRASANNAJIT CHOUDHURY,11-Aug-2025 04:10 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,32,3029969,PRATIK NAYAK,10-Aug-2025 01:26 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,33,3030200,PRATYUSA KUMAR DAS,10-Aug-2025 05:57 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,34,3026605,PRAVABATI ROUT,07-Aug-2025 09:55 AM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,35,3029368,PRIYATOSH NAYAK,09-Aug-2025 01:23 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,36,3029395,RAJENDRA NARAYAN NAYAK,09-Aug-2025 01:50 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,37,3029916,Rajiv Ratan Mishra,10-Aug-2025 01:12 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,38,3031687,RASHMI RANJAN SAHOO,11-Aug-2025 04:02 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,39,3031185,RATIKANTA KARAN,11-Aug-2025 01:38 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,40,3031833,SABITA NAYAK,11-Aug-2025 04:56 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,41,3030211,SUBHA PRAKASH MALLIK,10-Aug-2025 06:08 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,42,3025495,SUJATA PRUSTY,06-Aug-2025 11:44 AM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,43,3027502,SUJIT NAYAK,07-Aug-2025 05:26 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,44,3031149,SURENDRA KUMAR SATAPATHY,11-Aug-2025 01:23 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,45,3031714,Suroja Kumar Pradhan,11-Aug-2025 04:07 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,46,3026765,SUVENDU SUTAR,07-Aug-2025 12:33 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,47,3027819,UTTAMA CHARAN PRADHAN,07-Aug-2025 10:08 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,48,3027554,UTTAM KUMAR BISWAL,07-Aug-2025 05:58 PM,Rejected-AOC,Not Qualified,16-Sep-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
