Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Rourkela Municipal Corporation,MC/RMC/25/2025,2025_RMC_114629_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN","Construction of Paver block road and drain, from Solace Hotel to Subham Medial in Ward No 25 under RMC, Rourkela.",Works,Please refer Tender documents. ,NA ,"28,87,000",Civil Works - Others,NA ,Tender,90.0,90.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,"28,870",Yes,fixed,,Nil,Nil,20-Jun-2025 06:00 PM,02-Jul-2025 11:00 AM,20-Jun-2025 06:00 PM,01-Jul-2025 05:00 PM,NA ,NA ,20-Jun-2025 06:00 PM,01-Jul-2025 05:00 PM,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",1.0,ICICI BANK,AOC,1.0,2985129.0,ANNAPURNA HITEKSHA ENTERPRISES,INR,"2,454,205.92",04-Sep-2025,"INR 2,454,205.92",90.0,Manas Biswal,04-Sep-2025 03:34 PM,BID25.pdf (2713.00 KB),Awarded to Annapurna Hiteksha,Rourkela Municipal Corporation,2025_RMC_114629_1,MC/RMC/25/2025,"Construction of Paver block road and drain, from Solace Hotel to Subham Medial in Ward No 25 under RMC, Rourkela.",Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,04-Sep-2025 11:44 AM,finsummary_543686.pdf (2713.48 KB),Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,04-Sep-2025 11:02 AM,techsummary_543686.pdf (2713.48 KB),1,2984525,ANIL BEHERA (S.C),30-Jun-2025 09:44 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:02 AM,Finance,EMD refund,Manas Biswal,03-Sep-2025 04:40 PM,finance_543686.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2985129,ANNAPURNA HITEKSHA ENTERPRISES,01-Jul-2025 12:58 PM,Accepted-AOC,By The Tender Committee,04-Sep-2025 03:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2980163,ARADHYA CONSTRUCTION,25-Jun-2025 05:52 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:02 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2979360,ARATI TRIPATHY,24-Jun-2025 06:04 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:02 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2984852,BIJAY KUMAR SAHOO,01-Jul-2025 10:23 AM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:02 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2979338,HEMA MINZ,24-Jun-2025 05:26 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:02 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2977545,MANOJ CONSTRUCTION,22-Jun-2025 01:10 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:02 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2979409,MANOJ KUMAR NAYAK,24-Jun-2025 06:59 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:02 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2983849,S B ENTERPRISES,30-Jun-2025 01:59 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:02 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2980511,SUBHALAGNA CONSTRUCTION,26-Jun-2025 05:38 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:02 AM,,,,,,,AOC
