S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Experience,Bid security and other documents as per DTCN","10,000",0.0,Nil,Nil,No,05-Apr-2025 09:00 AM,15-Apr-2025 11:00 AM,05-Apr-2025 09:00 AM,11-Apr-2025 05:30 PM,05-Apr-2025 09:00 AM ,09-Apr-2025 05:30 PM ,05-Apr-2025 09:00 AM,11-Apr-2025 05:30 PM,15-May-2025 11:00 AM,CE RW I||RWCIRCLE-BERHAMPUR,Online Tender/31-2024-25/BPR,2025_CERWI_112183_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of DIET as centre of excellence of Kandhamal at Phulbani in the District of Kandhamal for the year 2024-25,Construction of DIET as centre of excellence of Kandhamal at Phulbani in the District of Kandhamal for the year 2024-25,Please refer Tender documents. ,NA ,"6,21,82,000",Civil Works - Buildings,NA ,Tender,90.0,540.0,Phulbani,760011.0,NA ,NA ,NA ,"O/O Chief Construction Engineer, R.W.Circle, BAM,",No ,No,"Chief Construction Engineer, R.W.Circle, BAM,","O/O Chief Construction Engineer, RWC, BAM Near Income Tax Office Ambapua-11","6,21,900",Yes,fixed,,Nil,Nil,AOC,1,2878250,JOGENDRA KUMAR MOHANTY,11-Apr-2025 11:51 AM,Rejected-AOC,1st Lowest,17-Sep-2025 03:20 PM,11-Sep-2025,"INR 52,724,958",540.0,Lopamudra Dalai,17-Sep-2025 03:20 PM,DIET_PLB.pdf (562.00 KB),Finance,Documents to be verified,Lopamudra Dalai,16-May-2025 12:53 PM,finance_535283.pdf,BOQ Comparative Chart,"Er. N.K.Das, CCE, RWC, BAM",Internal,"Junior Engineer,R.W.Circle,BAM P.A. to CCE,R.W.Circle, BAM SE,R.W.Divn-II,Gm,BAM",Lopamudra Dalai,09-May-2025 07:06 PM,15-May-2025 11:00 AM,techsummary_535283.pdf (303.79 KB),"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,,Lopamudra Dalai,31-May-2025 06:07 PM,finsummary_535283.pdf (788.38 KB),Technical,Documents to be verified,Swagatika Rauto,19-Apr-2025 01:00 PM,technical_535283.pdf,CE RW I||RWCIRCLE-BERHAMPUR,2025_CERWI_112183_2,Online Tender/31-2024-25/BPR,Construction of DIET as centre of excellence of Kandhamal at Phulbani in the District of Kandhamal for the year 2024-25,1.0,2882211.0,Rajendra Kumar Panda,INR,"52,724,958",AOC
2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2878209,KAILASH CHANDRA LENKA,07-Apr-2025 04:22 PM,Rejected-AOC,2nd Lowest,17-Sep-2025 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2882211,Rajendra Kumar Panda,11-Apr-2025 04:27 PM,Accepted-AOC,Successful bidders after lottery system,17-Sep-2025 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2882626,SILADITYA BEHERA,11-Apr-2025 05:10 PM,Rejected-AOC,2nd Lowest,17-Sep-2025 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2880519,SUBHASHKUMAR S JENA,10-Apr-2025 11:37 AM,Rejected-AOC,3rd Lowest,17-Sep-2025 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2880780,Swadhin Kumar sahu,10-Apr-2025 02:05 PM,Rejected-Technical,DIS-QUALIFIED,09-May-2025 07:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
