EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"1,53,032",Yes,percentage,1.0%,Nil,Nil,Odisha State Co. Milk Producers Federation Ltd.,PROJ/229/TIRTOLDAIRY/23,2025_OMFED_111597_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,"Design, Construction and Renovation of Civil, Structural, Internal Electrification, landscaping work at Tirtol, Dist. Jagatsinghpur","Design, Construction and Renovation of Civil, Structural, Internal Electrification, landscaping work at Tirtol, Dist. Jagatsinghpur",Please refer Tender documents. ,NA ,"1,53,03,209",Civil Works - Buildings,NA ,Tender,120.0,180.0,"Tirtol Dairy, Nuapada",754133.0,NA ,NA ,NA ,"D-2, Sahidnagar, BBSR",No ,No,13-Mar-2025 10:00 AM,03-Apr-2025 03:00 PM,13-Mar-2025 10:00 AM,02-Apr-2025 05:00 PM,NA ,NA ,13-Mar-2025 10:00 AM,02-Apr-2025 05:00 PM,16-Apr-2025 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,"tender paper cost / EMD and Photo Copy of GST, PAN, Registration Certificate, Turnover",1.0,Technical Bid,Technical Bid,,Managing Director,"D-2, Sahidnagar, BBSR",AOC,Odisha State Co. Milk Producers Federation Ltd.,2025_OMFED_111597_1,PROJ/229/TIRTOLDAIRY/23,"Design, Construction and Renovation of Civil, Structural, Internal Electrification, landscaping work at Tirtol, Dist. Jagatsinghpur",Technical,The tender is process for Technical Evaluation.,Suresh Chandra Altia,03-Apr-2025 03:32 PM,,MANAGER PROJECT AND DO,Internal,"GM FIN, GM CMU,DGM HR P AND I, MANAGER PROJ AND DO, DY. MANAGER CSS AND MM, INCHRAGE MKTG.",Jitendra Barada,03-Sep-2025 01:43 PM,finsummary_532995.pdf (631.66 KB),1.0,2874620.0,M/S M S INTERIOR,INR,"13,800,341.2",03-Sep-2025,"INR 13,800,341.2",180.0,Jitendra Barada,03-Sep-2025 01:47 PM,aoctirtol.pdf (823.00 KB),WORK ORDER,1,2874212,BIRANCHI KISHOR MULIA,01-Apr-2025 05:13 PM,Rejected-Technical,Document not found inline with tender norms,16-Apr-2025 01:42 PM,General Manager (ProjandDO),Internal,"GM PROJ AND DO, GM FIN, DGM HR,P AND I, DY. MANAGER MM AND CSS, IN CHARGE MKTG.",Suresh Chandra Altia,16-Apr-2025 01:42 PM,16-Apr-2025 03:00 PM,techsummary_532995.pdf (232.85 KB),Finance,Tender is process for financial Evaluation.,Jitendra Barada,23-Jul-2025 12:13 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,other documents as per DTCN,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2874688,LEO POWER CONSTRUCTION,02-Apr-2025 02:58 PM,Rejected-Technical,Document not found inline with tender norms,16-Apr-2025 01:42 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUNATITY,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2874620,M/S M S INTERIOR,02-Apr-2025 01:33 PM,Accepted-AOC,QUOTED LOWEST RATE,03-Sep-2025 01:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2874811,M VENKET RAO,02-Apr-2025 03:54 PM,Rejected-Finance,not quoted lowest rate.,03-Sep-2025 01:43 PM,,,,,,,,,,,,,,AOC
