Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"GST,PANCARD,VALID REGN,AFFIDEVIT CORRECTNESS,REGARDING NO RELATION CERTIFICATE","47,670",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,"01/RWD-I,MKG/2025-26",2025_CERWI_114789_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Divisional Officer,"RURAL WORKS DIVISION, MALKANGIRI",24-Jun-2025 01:00 PM,08-Jul-2025 11:00 AM,24-Jun-2025 01:00 PM,07-Jul-2025 05:00 PM,24-Jun-2025 01:00 PM ,05-Jul-2025 05:00 PM ,24-Jun-2025 01:00 PM,07-Jul-2025 05:00 PM,Construction of D Type 1 No and E Type 1 No Staff Quarters Building and Boundary Wall of Govt. Homoeopathy Dispensary at Tamasa in the District of Malkangiri for the year 2024-25,Construction of D Type 1 No and E Type 1 No Staff Quarters Building and Boundary Wall of Govt. Homoeopathy Dispensary at Tamasa in the District of Malkangiri for the year 2024-25,NA ,NA ,"47,65,951",Civil Works - Buildings,NA ,Tender,90.0,180.0,Malkangiri,764048.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MALKANGIRI",No ,No,1.0,ICICI BANK,AOC,1,2991118,Aryan Tawari,06-Jul-2025 11:42 AM,Rejected-Technical,Not selected in Lottery,09-Sep-2025 10:23 AM,09-Sep-2025,"INR 4,051,535.078",180.0,Sujata Dishari,09-Sep-2025 10:32 AM,5721.PDF (1813.00 KB),Work Order,Executive Engineer,Internal,"Sujata Dishari,EE,Braj Bhushan Kumar,DAO,Satyanarayan Behera,Estimator",Sujata Dishari,09-Sep-2025 10:23 AM,techsummary_544191.pdf (1611.58 KB),Executive Engineer,Internal,"Sujata Dishari,EE,Braj Bhushan Kumar,DAO,Satyanarayan Behera,Estimator",Sujata Dishari,09-Sep-2025 10:28 AM,finsummary_544191.pdf (1611.58 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,2025_CERWI_114789_1,"01/RWD-I,MKG/2025-26",Construction of D Type 1 No and E Type 1 No Staff Quarters Building and Boundary Wall of Govt. Homoeopathy Dispensary at Tamasa in the District of Malkangiri for the year 2024-25,1.0,2987041.0,Himanshu Sekhar Nayak,INR,"4,051,535.078",Finance,Summary,Sujata Dishari,09-Sep-2025 10:17 AM,finance_544191.pdf,BOQ Comparative Chart,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,2991694,BHAGABATI SWAR,06-Jul-2025 11:13 PM,Rejected-Technical,Not Selected in Lottery,09-Sep-2025 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2991651,BISWAJIT ROUT,06-Jul-2025 09:30 PM,Rejected-Technical,Not selected in Lottery,09-Sep-2025 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2984830,CHITTA RANJAN SARKAR,04-Jul-2025 09:21 PM,Rejected-Technical,Not selected in Lottery,09-Sep-2025 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2988447,GEETANJALI BEHERA,06-Jul-2025 09:11 PM,Rejected-Technical,Not selected in Lottery,09-Sep-2025 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2987041,Himanshu Sekhar Nayak,02-Jul-2025 07:49 PM,Accepted-AOC,Selected in Lottery,09-Sep-2025 10:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2991450,JAYANTA MANDAL,06-Jul-2025 06:54 PM,Rejected-Technical,Not selected in Lottery,09-Sep-2025 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2986381,Jayanti Bhadra (S.C.),06-Jul-2025 05:17 PM,Rejected-Technical,Not selected in Lottery,09-Sep-2025 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2991290,Pinninti Sai,07-Jul-2025 11:45 AM,Rejected-Technical,Not selected in Lottery,09-Sep-2025 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2988788,RAJENDRA KOTHIA,04-Jul-2025 12:38 PM,Rejected-Technical,Not selected in Lottery,09-Sep-2025 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2991863,Rajesh Mistry,07-Jul-2025 12:12 PM,Rejected-Technical,Not selected in Lottery,09-Sep-2025 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2989579,Ranjan Kumar Panda,04-Jul-2025 09:28 PM,Rejected-Technical,Not selected in Lottery,09-Sep-2025 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,2990548,RATAN BISHWAS,05-Jul-2025 04:38 PM,Rejected-Technical,Not selected in Lottery,09-Sep-2025 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,2988106,Simanchal Sabat,03-Jul-2025 07:28 PM,Rejected-Technical,Not selected in Lottery,09-Sep-2025 10:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
