Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
22-Apr-2025 10:00 AM,01-May-2025 10:00 AM,22-Apr-2025 10:00 AM,30-Apr-2025 05:00 PM,22-Apr-2025 10:00 AM ,30-Apr-2025 05:00 PM ,22-Apr-2025 10:00 AM,30-Apr-2025 05:00 PM,Revival of Banpur Banpur-III L.I. Project under Maneswar Block in Sambalpur District,Revival of Banpur Banpur-III L.I. Project under Maneswar Block in Sambalpur District,Please refer Tender documents. ,NA ,"20,18,383",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Maneswar,768005.0,NA ,NA ,NA ,"O/o E.E. L.I. Division, Sambalpur",No ,No,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,EEOLICSBP-01/2025-26,2025_OLIC_112623_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, Registration Certificate, PAN,Affidavits,Undertaking,other documets","20,184",Yes,percentage,1.0%,Nil,Nil,"7,080",0.0,Nil,Nil,No,1.0,ICICI BANK,"E.E. L.I. Division, Sambalpur","E.E. L.I. Division, Sambalpur, Binakhandi",AOC,Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Bag",CHITARANJAN PRADHAN,25-Sep-2025 11:58 AM,finsummary_537063.pdf (881.05 KB),Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,2025_OLIC_112623_15,EEOLICSBP-01/2025-26,Revival of Banpur Banpur-III L.I. Project under Maneswar Block in Sambalpur District,1.0,2901924.0,M/S OJAS TRADERS AND CONTRACTORS,INR,"1,715,827.04",Finance,Tender Open,Pradeep Kumar Swain,01-May-2025 12:05 PM,finance_537063.pdf,BOQ Comparative Chart,1,2901185,Abinash Swain,29-Apr-2025 09:16 PM,Rejected-AOC,Not Award of Contract,26-Sep-2025 11:35 AM,26-Sep-2025,"INR 1,715,827.04",90.0,CHITARANJAN PRADHAN,26-Sep-2025 11:35 AM,PKG15.pdf (545.00 KB),Agreement Done,Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Kumar Bag",CHITARANJAN PRADHAN,08-Aug-2025 04:29 PM,techsummary_537063.pdf (252.18 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2900950,Bolli Shyam Babu,29-Apr-2025 06:23 PM,Rejected-AOC,Not Award of Contract,26-Sep-2025 11:35 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2901560,DEEPIKA NEPAK,30-Apr-2025 04:20 PM,Rejected-Technical,Due to his bidding capacity exceeding 40.00 Lakh for C class Licenses as per DTCN special condition clause No. 02,08-Aug-2025 04:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2897294,DIPAK RANJAN BEHERA,28-Apr-2025 08:17 PM,Rejected-AOC,Not Award of Contract,26-Sep-2025 11:35 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2897052,JAYAJIT KUMAR SAHOO,27-Apr-2025 08:27 PM,Rejected-AOC,Not Award of Contract,26-Sep-2025 11:35 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2897145,KESHAB CHANDRA SAHU,28-Apr-2025 06:34 PM,Rejected-AOC,Not Award of Contract,26-Sep-2025 11:35 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2898799,MADHUSMITA PANIGRAHI,29-Apr-2025 06:37 PM,Rejected-AOC,Not Award of Contract,26-Sep-2025 11:35 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2901924,M/S OJAS TRADERS AND CONTRACTORS,30-Apr-2025 01:48 PM,Accepted-AOC,Award of Contract,26-Sep-2025 11:35 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2899162,"OJAS CIVCON, PROPRIETOR-BIJAN MOHANTY",28-Apr-2025 10:55 PM,Rejected-AOC,Not Award of Contract,26-Sep-2025 11:35 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2898852,PRAKASH KUMAR SWAIN,28-Apr-2025 07:52 PM,Rejected-AOC,Not Award of Contract,26-Sep-2025 11:35 AM,,,,,,,,,,,,,,AOC
