Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
18-Jun-2025 10:00 AM,02-Jul-2025 11:00 AM,18-Jun-2025 10:00 AM,01-Jul-2025 05:00 PM,NA ,NA ,18-Jun-2025 10:00 AM,01-Jul-2025 05:00 PM,"19,900",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Active GSTIN, PAN, Bid Security (EMD), Bid Cost",1.0,ICICI BANK,"O/O SE, PID, BALIMELA","O/O SE, PID, BALIMELA","CCE Potteru Irr.Project,Balimela||CCE Potteru Irr.Project||Potteru Canal Divn-III,MV79,Bhubanapali",SE-PID-BML-01/2025-26,2025_CCEBA_114498_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of slope protection wall within RD 1.240 km to RD 1.450 km, RD 2.400 km to RD 2.550 km and construction of new Vertical Fall at RD 1.550 km and construction of VRB at RD 2.850 km of Kangarukonda Minor","Construction of slope protection wall within RD 1.240 km to RD 1.450 km, RD 2.400 km to RD 2.550 km and construction of new Vertical Fall at RD 1.550 km and construction of VRB at RD 2.850 km of Kangarukonda Minor",Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,150.0,BALIMELA,764051.0,NA ,NA ,NA ,"O/O SE, PID, BALIMELA",No ,No,AOC,"Er.Karuna Sagar Behera, S.E., P.I.D, Balimela",Internal,"Er.Karuna Sagar Behera, S.E., P.I.D, Balimela, Er.Abhishek Sahu, A.E.E (Estimator), P.I.D, Balimela, Sri Vijay Singh Meena, D.A., P.I.D, Balimela",SANOJ SAHU,25-Aug-2025 11:08 AM,techsummary_543269.pdf (1161.28 KB),"Er.Karuna Sagar Behera, S.E., P.I.D, Balimela",Internal,"Er.Karuna Sagar Behera, S.E., P.I.D, Balimela, Er.Abhishek Sahu, A.E.E (Estimator), P.I.D, Balimela, Sri Vijay Singh Meena, D.A., P.I.D, Balimela",SANOJ SAHU,25-Aug-2025 10:32 PM,finsummary_543269.pdf (534.04 KB),Finance,BID OPENING SUMMARY,SANOJ SAHU,24-Aug-2025 10:09 PM,finance_543269.pdf,BOQ Comparative Chart,1.0,2984980.0,BIJAY KUMAR RAY,INR,"1,690,990","CCE Potteru Irr.Project,Balimela||CCE Potteru Irr.Project||Potteru Canal Divn-III,MV79,Bhubanapali",2025_CCEBA_114498_20,SE-PID-BML-01/2025-26,"Construction of slope protection wall within RD 1.240 km to RD 1.450 km, RD 2.400 km to RD 2.550 km and construction of new Vertical Fall at RD 1.550 km and construction of VRB at RD 2.850 km of Kangarukonda Minor",1,2982413,ARUN KUMAR SAHA,28-Jun-2025 09:17 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,25-Aug-2025 10:32 PM,04-Sep-2025,"INR 1,690,990",150.0,SANOJ SAHU,18-Sep-2025 09:35 PM,WORK_ORDER_20.pdf (282.00 KB),Agreement Drawn Vide Agreement No.79P1/2025-26 dtd.04.09.2025,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit, No Relation Certificate, No Litigation Certificate and other Documents as per DTCN",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2983065,BADAL MAHAJAN,30-Jun-2025 09:47 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,25-Aug-2025 10:32 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2981868,BELLANA SRADHANJALI PATRA,28-Jun-2025 08:08 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,25-Aug-2025 10:32 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2984683,Bhabesh Dhali,30-Jun-2025 10:12 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,25-Aug-2025 10:32 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2982595,BIBEK KUMAR DEURI,30-Jun-2025 11:41 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,25-Aug-2025 10:32 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2984980,BIJAY KUMAR RAY,01-Jul-2025 11:52 AM,Accepted-AOC,Lowest Valid Responsive Successful Bidder,18-Sep-2025 09:35 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2985261,BIKASH HALDAR,01-Jul-2025 02:08 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,25-Aug-2025 10:32 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2982610,BISWAJIT DHALI,30-Jun-2025 07:12 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,25-Aug-2025 10:32 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2981170,BISWAJIT SARDAR,27-Jun-2025 11:20 AM,Rejected-Finance,Not Selected through Transparent Lottery Process,25-Aug-2025 10:32 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2983093,CHAMPA RANI BISWAS,30-Jun-2025 12:35 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,25-Aug-2025 10:32 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2979893,CHITTA BISWAS (S.C),25-Jun-2025 03:22 PM,Rejected-Finance,Not Selected through Transparent Lottery Process,25-Aug-2025 10:32 PM,,,,,,,,AOC
