Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"4,000",0.0,Nil,Nil,No,1,ICICI BANK,"8,057",Yes,percentage,1.0%,Nil,Nil,Construction of Paver Block road and repairing of Road from Mesh road towards Souchalaya at Panchghochia Ward No-19,Construction of Paver Block road and repairing of Road from Mesh road towards Souchalaya at Panchghochia Ward No-19,Please refer Tender documents. ,NA ,"8,05,686",Civil Works - Others,NA ,Tender,120.0,60.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,"COMMISSIONER, SMC","SMC Office, Durgapali, Sambalpur, 768006",Municipal Bodies||Sambalpur Municipal Corporation,24/SMC_SBP/2024-25,2025_ORULB_109463_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN",21-Jan-2025 11:00 AM,31-Jan-2025 11:00 AM,21-Jan-2025 11:00 AM,30-Jan-2025 05:00 PM,NA ,NA ,21-Jan-2025 11:00 AM,30-Jan-2025 05:00 PM,AOC,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,19-Sep-2025 10:51 AM,finsummary_526564.pdf (512.30 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,19-Sep-2025 10:50 AM,techsummary_526564.pdf (512.30 KB),Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_109463_10,24/SMC_SBP/2024-25,Construction of Paver Block road and repairing of Road from Mesh road towards Souchalaya at Panchghochia Ward No-19,1.0,2787527.0,DEEP KUMAR AGRAWAL,INR,"805,686.36",1.0,2787527.0,DEEP KUMAR AGRAWAL,29-Jan-2025 11:28 PM,Accepted-AOC,successfu,19-Sep-2025 10:54 AM,19-Sep-2025,"INR 805,686.36",60.0,PADMINI MEHER,19-Sep-2025 10:54 AM,24smc10.pdf (512.00 KB),successful,Finance,TENDER OPENED,Vedbhushan .,04-Feb-2025 12:13 PM,finance_526564.pdf,BOQ Comparative Chart,AOC
,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
