Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Executive Engineer,Div-II","Bikash Bhawan,Jagannath Lane,Badambadi-753012","10,300",Yes,fixed,,Nil,Nil,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-II_No33/2024-25,2024_ORULB_108393_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,1ST Corrigendum Notice,Date,,"7,080",0.0,Nil,Nil,No,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",Construction of drain with cover slab from Chuna bhati lane to Railway Underpass in Ward No.38.,Construction of drain with cover slab from Chuna bhati lane to Railway Underpass in Ward No.38.,Please refer Tender documents. ,NA ,"10,26,618",Civil Works - Others,NA ,Tender,75.0,60.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,22-Jan-2025 04:45 PM,04-Feb-2025 10:00 AM,22-Jan-2025 04:45 PM,31-Jan-2025 05:30 PM,NA ,NA ,22-Jan-2025 04:45 PM,31-Jan-2025 05:30 PM,AOC,Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,21-Sep-2025 12:42 PM,finsummary_526997.pdf (403.53 KB),Municipal Bodies||Cuttack Municipal Corporation,2024_ORULB_108393_8,MC(CMC)CTC_Div-II_No33/2024-25,Construction of drain with cover slab from Chuna bhati lane to Railway Underpass in Ward No.38.,1.0,2787426.0,BICHITRA NANDA BEHERA,INR,"902,397",Finance,Two bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Bharat Kumar Sethi,05-Feb-2025 12:11 PM,finance_526997.pdf,BOQ Comparative Chart,1,2787426,BICHITRA NANDA BEHERA,29-Jan-2025 06:54 PM,Accepted-AOC,Accepted,21-Sep-2025 01:18 PM,22-Sep-2025,"INR 902,397",60.0,Antarjyamee Patra,21-Sep-2025 01:18 PM,chat.pdf (404.00 KB),wo,Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,21-Sep-2025 12:12 PM,techsummary_526997.pdf (403.53 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2787417,Rajat Bastia,29-Jan-2025 06:46 PM,Rejected-AOC,Rejected,21-Sep-2025 01:18 PM,,,,,,,,,,,,,,AOC
