Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
15-Sep-2025,"INR 25,047,289.41",60.0,Indrajit Sahu,15-Sep-2025 01:33 PM,wo.pdf (3392.00 KB),L1 bidder has respond,Superitendng Engineer,Internal,"Superintending Engineer, Divisional Accounts Officer, EE Estimator",Indrajit Sahu,17-Apr-2025 01:41 PM,finsummary_520351.pdf (1601.62 KB),1,2709469,Electrosteel Castings Limited,27-Dec-2024 10:13 AM,Rejected-Finance,Reject,17-Apr-2025 01:41 PM,Technical,Opening Summary,Indrajit Sahu,30-Dec-2024 11:34 AM,technical_520351.pdf,Finance,Bid has opened,Indrajit Sahu,03-Jan-2025 01:14 PM,finance_520351.pdf,BOQ Comparative Chart,PHEO||PH Circle Bhawanipatna||PH Division Balangir,2024_PHEO_108241_1,SEPHBGR 29/2024-25,Procurement of DI pipe for the work Augmentation of water supply system along with ancillary work for Subanapur Town Amrut 2.0 and Shifting of water supply pipe line at PWD Roads under Tusura NAC under deposit work.,1.0,2701824.0,Welspun DI Pipes Limited,INR,"27,536,112",Superintending Engineer,Internal,"Superintending Engineer, Divisional Accounts officer, EE Estimator",Indrajit Sahu,03-Jan-2025 12:39 PM,03-Jan-2025 12:45 PM,techsummary_520351.pdf (73.36 KB),AOC,Superintending Engineer,"Superintending Engineer, P.H. Division, Balangir",PHEO||PH Circle Bhawanipatna||PH Division Balangir,SEPHBGR 29/2024-25,2024_PHEO_108241_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"2,50,473",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,13-Dec-2024 11:00 AM,30-Dec-2024 11:00 AM,13-Dec-2024 11:00 AM,27-Dec-2024 05:00 PM,13-Dec-2024 11:00 AM ,23-Dec-2024 05:00 PM ,13-Dec-2024 11:00 AM,27-Dec-2024 05:00 PM,03-Jan-2025 12:45 PM,Procurement of DI pipe for the work Augmentation of water supply system along with ancillary work for Subanapur Town Amrut 2.0 and Shifting of water supply pipe line at PWD Roads under Tusura NAC under deposit work.,Procurement of DI pipe for the work Augmentation of water supply system along with ancillary work for Subanapur Town Amrut 2.0 and Shifting of water supply pipe line at PWD Roads under Tusura NAC under deposit work.,Please refer DTCN ,NA ,"2,50,47,289",Civil Works - Water Works,NA ,Tender,120.0,60.0,Subarnapur and Tusura,767017.0,NA ,NA ,NA ,"Superintending Engineer, P.H. Division, Balangir",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Tender paper cost, EMD, PAN, GSTIN, Contractor registration certificate, Experience Certificate, etc","10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,2,2698678,JINDAL SAW LIMITED,26-Dec-2024 02:05 PM,Rejected-Finance,Reject,17-Apr-2025 01:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,AOC
,,,,,,,,,,,,,3,2702115,Tata Steel Limited,27-Dec-2024 12:27 PM,Rejected-Finance,Reject,17-Apr-2025 01:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,AOC
,,,,,,,,,,,,,4,2701824,Welspun DI Pipes Limited,27-Dec-2024 11:44 AM,Accepted-AOC,Awarded as per OPWD code,15-Sep-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
