Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
SE,Internal,"SE,DAO,AEE,AE",Basanta Soren,19-Sep-2025 06:38 PM,techsummary_545730.pdf (319.18 KB),1,3009254,ADYASHA PAL,22-Jul-2025 08:41 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY,19-Sep-2025 06:46 PM,19-Sep-2025,"INR 1,180,283.07",90.0,Basanta Soren,19-Sep-2025 06:53 PM,Bramhanijhara.pdf (1933.00 KB),Agreement,Finance,ALL ARE ACCEPTED,Basanta Soren,29-Jul-2025 04:26 PM,finance_545730.pdf,BOQ Comparative Chart,1.0,3004788.0,Narahari Pradhan,INR,"1,180,283.07","CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||CUTTACK",2025_CEMIB_115409_5,SECMID_06/2025-26,Renovation to Brahmanijhar MIP in Banki-II Block of Cuttack District under Critical grant for the year 2025-26.,SE,Internal,"SE,DAO,AEE,AE",Basanta Soren,19-Sep-2025 06:46 PM,finsummary_545730.pdf (319.18 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||CUTTACK",SECMID_06/2025-26,2025_CEMIB_115409_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,11-Jul-2025 10:00 AM,24-Jul-2025 11:00 AM,11-Jul-2025 10:00 AM,23-Jul-2025 05:00 PM,NA ,NA ,11-Jul-2025 10:00 AM,23-Jul-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,Renovation to Brahmanijhar MIP in Banki-II Block of Cuttack District under Critical grant for the year 2025-26.,Renovation to Brahmanijhar MIP in Banki-II Block of Cuttack District under Critical grant for the year 2025-26.,Please refer Tender documents. ,NA ,"13,88,405",Civil Works - Canal,NA ,Tender,90.0,90.0,Banki-II,754007.0,NA ,NA ,NA ,"SE, MID CUTTACK",No ,No,"13,900",Yes,fixed,,Nil,Nil,"SE, MID CUTTACK","SE, MID CUTTACK",AOC
,,,,,,2,3004282,BHARAT KHATUA,19-Jul-2025 04:26 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY,19-Sep-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"PAN, AFFIDAVIT, LICENSE, GSTIN, NRC",,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3010028,BIMAL KUMAR BARAL,23-Jul-2025 03:04 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY,19-Sep-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3004443,BISWANATH KHATUA,19-Jul-2025 06:24 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY,19-Sep-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3009896,devi prasad sahoo,23-Jul-2025 01:43 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY,19-Sep-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3009091,GURUDEV SAHOO,22-Jul-2025 06:07 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY,19-Sep-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3005663,ISRAEL KHAN,21-Jul-2025 09:25 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY,19-Sep-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3010083,JAGANNATH SWAIN,23-Jul-2025 03:28 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY,19-Sep-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3007697,KALASHREE CHANDANA ACHARYA,21-Jul-2025 08:06 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY,19-Sep-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3009234,KASHINATH PRADHAN,22-Jul-2025 08:33 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY,19-Sep-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
