Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Construction of paver road from Lalit Pasayat house to Sanjeev Naik house in Ward No-9,Construction of paver road from Lalit Pasayat house to Sanjeev Naik house in Ward No-9,As per DTCN ,NA ,"3,07,979",Civil Works - Roads,NA ,Tender,90.0,30.0,Ward No-9,768222.0,NA ,NA ,NA ,OFFICE OF THE NAC KUCHINDA,No ,No,"3,079",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,"2,000",0.0,Nil,Nil,No,07-Aug-2025 10:00 AM,18-Aug-2025 10:00 AM,07-Aug-2025 10:00 AM,16-Aug-2025 05:30 PM,07-Aug-2025 10:00 AM ,16-Aug-2025 05:30 PM ,07-Aug-2025 10:00 AM,16-Aug-2025 05:30 PM,Municipal Bodies||Kuchinda NAC,KCDA/NAC-4/2025-26,2025_ORULB_116518_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICER NAC KUCHINDA,"NAC KUCHINDA,AT/PO-KUCHINDA,DIST-SAMBALPUR",AOC,Pradyut Kumar Mohanty,Internal,"Sushanta Gajendrasingh,Barun Kumar Sa,Nilamadhab Nag,Manaranjan Suna",Barun Kumar Sa,16-Sep-2025 05:20 PM,techsummary_548391.pdf (449.28 KB),Pradyut Kumar Mohanty,Internal,"Sushanta Gajendrasingh,Barun Kumar Sa,Nilamadhab Nag,Manaranjan Suna",Barun Kumar Sa,19-Sep-2025 01:00 PM,finsummary_548391.pdf (351.11 KB),Finance,Admitted,Sushanta Gajendrasingh,01-Sep-2025 07:12 PM,finance_548391.pdf,BOQ Comparative Chart,1.0,3037754.0,PRANABANDHU NATH,INR,"307,979",Municipal Bodies||Kuchinda NAC,2025_ORULB_116518_10,KCDA/NAC-4/2025-26,Construction of paver road from Lalit Pasayat house to Sanjeev Naik house in Ward No-9,1,3036570,AMIT AGRAWAL,15-Aug-2025 01:17 AM,Rejected-AOC,Rejected,23-Sep-2025 03:22 PM,23-Sep-2025,"INR 307,979",30.0,Barun Kumar Sa,23-Sep-2025 03:21 PM,2700.pdf (893.00 KB),Work order Issued,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3037713,ANGAD KUMAR RAY,16-Aug-2025 03:14 PM,Rejected-AOC,Rejected,23-Sep-2025 03:22 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3037079,ATISH KUMAR AGARWAL,15-Aug-2025 06:50 PM,Rejected-AOC,Rejected,23-Sep-2025 03:22 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3037351,BIKASH KUMAR NAYAK,16-Aug-2025 09:51 AM,Rejected-AOC,Rejected,23-Sep-2025 03:22 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3037644,BISHAL AGRAWAL,16-Aug-2025 05:15 PM,Rejected-AOC,Rejected,23-Sep-2025 03:22 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3038517,GOBINDA SAHOO,16-Aug-2025 04:20 PM,Rejected-AOC,Rejected,23-Sep-2025 03:22 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3035406,KALPANA BEHERA,15-Aug-2025 02:10 PM,Rejected-AOC,Rejected,23-Sep-2025 03:22 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3036325,KULAMANI SAHANSIA,16-Aug-2025 11:46 AM,Rejected-AOC,Rejected,23-Sep-2025 03:22 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3037565,PRAKASH RUDRA SINGH,16-Aug-2025 12:32 PM,Rejected-AOC,Rejected,23-Sep-2025 03:22 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3037754,PRANABANDHU NATH,16-Aug-2025 07:06 AM,Accepted-AOC,Awarded through lottery system,23-Sep-2025 03:22 PM,,,,,,,,AOC
