Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Orissa State Police Housing and Welfare Corporation Ltd,05/OPHWC/2025-26,2025_OSPHW_114352_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,CHIEF ENGINEER OPHWC,CHIEF ENGINEER OPHWC,11-Jun-2025 06:55 PM,30-Jun-2025 10:30 AM,11-Jun-2025 06:55 PM,26-Jun-2025 05:00 PM,NA ,NA ,11-Jun-2025 06:55 PM,26-Jun-2025 05:00 PM,25-Jul-2025 10:30 AM,Constn. of 100 Men Barrack at RO Nuapada.,Building Work,Please refer Tender documents ,NA ,"4,16,34,903",Civil Works - Buildings,NA ,Tender,90.0,365.0,Nuapada,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","4,16,300",Yes,fixed,,Nil,Nil,AOC,AS PER AS ACCEPTANCE LETTER,Internal,AS PER AS ACCEPTANCE LETTER,Bikram Keshari Malla,03-Sep-2025 04:02 PM,finsummary_542864.pdf (329.24 KB),Technical,5 Nos. of bidder have been participated,Bikram Keshari Malla,30-Jun-2025 02:01 PM,,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_114352_5,05/OPHWC/2025-26,Constn. of 100 Men Barrack at RO Nuapada.,1.0,2980536.0,AJAY KUMAR JAIN,INR,"36,934,322",03-Sep-2025,"INR 36,934,322",365.0,Bikram Keshari Malla,03-Sep-2025 04:04 PM,WORKORDER.pdf (569.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 26.08.2025,1,2980536,AJAY KUMAR JAIN,26-Jun-2025 03:37 PM,Accepted-AOC,QUALIFIED BIDDER,03-Sep-2025 04:04 PM,Finance,financial bid opened,Bikram Keshari Malla,25-Jul-2025 12:09 PM,,BOQ Comparative Chart,AS PER TC MINUTES,Internal,AS PER TC MINUTES,Srikanta Samal,24-Jul-2025 07:25 PM,25-Jul-2025 10:30 AM,techsummary_542864.pdf (358.86 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Other Document as per DTCN,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2970124,BINAYA KUMAR ROUT,25-Jun-2025 09:45 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,24-Jul-2025 07:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2980709,SANJAYA MOHANTY,26-Jun-2025 01:56 PM,Rejected-Finance,DUE TO L2 BIDDER,03-Sep-2025 04:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2980483,SOURAV AGRAWAL,26-Jun-2025 11:12 AM,Rejected-Technical,Non submission of valid adequate documents to secure qualifying marks in Sch-C as per DTCN Cl. No. 13 and 110(f).,24-Jul-2025 07:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2978781,YUBRAJ JAIN,25-Jun-2025 02:00 PM,Rejected-Technical,Non submission of valid adequate documents to secure qualifying marks in Sch-C as per DTCN Cl. No. 13 and 110(f).,24-Jul-2025 07:25 PM,,,,,,,,,,,,,,AOC
