Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
16-Sep-2025,"INR 469,894.59",60.0,PADMINI MEHER,16-Sep-2025 10:48 AM,33SMC27.pdf (2183.00 KB),"DEE,EE,AO,DC,COMMISSIONER,SMC",1.0,2871511.0,Bipin Bihari Banchhor,INR,"469,894.59",Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_111711_27,33/SMC_SBP/2024-25,construction of paver block road from MD Fatik house to MD imtiyaz gali in ward no. 33,1,2871511,Bipin Bihari Banchhor,28-Mar-2025 09:32 AM,Accepted-AOC,successful,16-Sep-2025 10:48 AM,Finance,TENDER OPENED,Vedbhushan .,05-Apr-2025 01:50 PM,finance_533545.pdf,BOQ Comparative Chart,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,16-Sep-2025 10:32 AM,finsummary_533545.pdf (2182.93 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,15-Sep-2025 01:20 PM,techsummary_533545.pdf (2182.93 KB),AOC,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN","COMMISSIONER, SMC","New Office Building, SMC Durgapali,Sambalpur",construction of paver block road from MD Fatik house to MD imtiyaz gali in ward no. 33,construction of paver block road from MD Fatik house to MD imtiyaz gali in ward no. 33,Please refer Tender documents. ,NA ,"4,69,895",Civil Works - Others,NA ,Tender,120.0,60.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,"2,000",0.0,Nil,Nil,No,Municipal Bodies||Sambalpur Municipal Corporation,33/SMC_SBP/2024-25,2025_ORULB_111711_27,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,699",Yes,percentage,1.0%,Nil,Nil,20-Mar-2025 11:00 AM,02-Apr-2025 11:00 AM,20-Mar-2025 11:00 AM,29-Mar-2025 05:00 PM,NA ,NA ,20-Mar-2025 11:00 AM,29-Mar-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,2,2873062,NANDA KISHORE BAG (S.C),29-Mar-2025 12:54 PM,Rejected-Technical,UNSUCCESSFUL,15-Sep-2025 01:20 PM,,,,,,,,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
