Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
EE RW Electrical Division Sambalpur,Internal,"EE, DA, AEE ESTIMATOR, JE ESTIMATOR",Soumen Sahu,24-Sep-2025 12:00 PM,techsummary_549404.pdf (456.65 KB),1,3059574,M/S KUMAR ELECTRICALS,01-Sep-2025 04:25 PM,Rejected-Technical,not submitted No relation certificate in schedule A and Information regarding Litigation in Schedule E,24-Sep-2025 12:00 PM,24-Sep-2025,"INR 674,814",90.0,Soumen Sahu,25-Sep-2025 06:28 PM,work_order.pdf (617.00 KB),Finance,3 nos bidder participated.,Soumen Sahu,24-Sep-2025 11:43 AM,finance_549404.pdf,BOQ Comparative Chart,1.0,3045924.0,PNP CONSTRUCTION,INR,"674,814",CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Sambalpur,2025_CERWI_116948_1,EE/RWELECT/SBP/07/2025-26,Shifting of Electrical infrastructure for construction of bridge over river Sonegarhat 1.2Km on Dangapathar to Sandhijore P.S. Road under RWES Balangir,EE RW Electrical Division Sambalpur,Internal,"EE, DA, AEE ESTIMATOR, JE ESTIMATOR",Soumen Sahu,24-Sep-2025 12:07 PM,finsummary_549404.pdf (456.65 KB),AOC,"4,000",0.0,Nil,Nil,No,Shifting of Electrical infrastructure for construction of bridge over river Sonegarhat 1.2Km on Dangapathar to Sandhijore P.S. Road under RWES Balangir,Shifting of Electrical infrastructure for construction of bridge over river Sonegarhat 1.2Km on Dangapathar to Sandhijore P.S. Road under RWES Balangir,Please refer Tender documents. ,NA ,"7,93,806",Electrical Works,NA ,Tender,90.0,90.0,Dangapathar,767030.0,NA ,NA ,NA ,RW Electrical Division Sambalpur,No ,No,18-Aug-2025 11:30 AM,02-Sep-2025 11:30 AM,18-Aug-2025 11:30 AM,01-Sep-2025 05:00 PM,NA ,NA ,18-Aug-2025 11:30 AM,01-Sep-2025 05:00 PM,EE RW Electrical Division Sambalpur,Sakhipada,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper cost, GST, EMD, GSTIN , PAN, Affidavit, Valid HT Electrical License",1.0,ICICI BANK,"7,938",No,fixed,,Nil,Nil,CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Sambalpur,EE/RWELECT/SBP/07/2025-26,2025_CERWI_116948_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,3059039,M/S SAMBEET SUPPLIERS,01-Sep-2025 01:49 PM,Rejected-AOC,not selected through transparent lottery system,25-Sep-2025 06:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3045924,PNP CONSTRUCTION,23-Aug-2025 07:51 PM,Accepted-AOC,selected through transparent lottery system,25-Sep-2025 06:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
