Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
EE RW Electrical Division Sambalpur,Internal,"EE, DA, AEE ESTIMATOR, JE ESTIMATOR",Soumen Sahu,16-Aug-2025 01:40 PM,techsummary_545844.pdf (1146.33 KB),1,3008978,AKARSHAN JHA,22-Jul-2025 05:28 PM,Accepted-AOC,selected through transparent lottery sytem,19-Sep-2025 05:40 PM,13-Sep-2025,"INR 1,854,567",90.0,Soumen Sahu,19-Sep-2025 05:40 PM,work_order2.pdf (176.00 KB),AOC,1.0,3008978.0,AKARSHAN JHA,INR,"1,854,567",Finance,27 nos bidders participated.,Soumen Sahu,14-Aug-2025 05:24 PM,finance_545844.pdf,BOQ Comparative Chart,EE RW Electrical Division Sambalpur,Internal,"EE, DA, AEE ESTIMATOR, JE ESTIMATOR",Soumen Sahu,16-Aug-2025 02:07 PM,finsummary_545844.pdf (1146.33 KB),CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Sambalpur,2025_CERWI_115450_2,EE/RWELECT/SBP/06/2025-26,Area lighting to Maa Bayani Pitha at Patrapada under RWES Angul,AOC,1.0,ICICI BANK,Area lighting to Maa Bayani Pitha at Patrapada under RWES Angul,Area lighting to Maa Bayani Pitha at Patrapada under RWES Angul,Please refer Tender documents. ,NA ,"21,81,587",Electrical Works,NA ,Tender,90.0,60.0,Patrapada,759141.0,NA ,NA ,NA ,RW Electrical Division Sambalpur,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost,GST,EMD,GST IN,PAN ,Affidavit, Valid MV Electrical Licence","21,816",No,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,15-Jul-2025 11:30 AM,28-Jul-2025 11:30 AM,15-Jul-2025 11:30 AM,25-Jul-2025 05:00 PM,NA ,NA ,15-Jul-2025 11:30 AM,25-Jul-2025 05:00 PM,EE RW Electrical Division Sambalpur,Sakhipara,CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Sambalpur,EE/RWELECT/SBP/06/2025-26,2025_CERWI_115450_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,3011632,Ampere india associates,25-Jul-2025 02:05 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3011158,ANIL KUMAR SAHU,24-Jul-2025 05:53 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3011729,BHUBAN ENGINEERING PVT LTD,25-Jul-2025 03:48 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3010283,CHAKADOLA ELECTRICAL,23-Jul-2025 06:13 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3011520,DIVINE ENTERPRISES,25-Jul-2025 11:21 AM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3008880,ECO ELECTRIC POWER SOLUTIONS,22-Jul-2025 09:23 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3009820,ELEPOWER,24-Jul-2025 03:51 PM,Rejected-Finance,HIGHESTBIDDER,16-Aug-2025 02:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3009207,JAYANTA KUMAR JENA,22-Jul-2025 08:10 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3011238,Jay Maa Engineering,24-Jul-2025 08:07 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
