Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Municipal Bodies||Brajrajnagar Municipality,BRJNRM -04/2024-25,2024_ORULB_106646_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Officer Brajrajnagar Municipality,Brajrajnagar Municipality At-Lamtibahal PO-Brajrajnagar Dist-Jharsuguda,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor License, T.P., E.M.D. copy, PAN, GST, Affidavit and other relevant documents of this DTCN","6,000",0.0,Nil,Nil,No,Construction of class rooms at Vivekanand Sikhyashram UP School.,Building,Please refer Tender documents ,NA ,"26,86,000",Civil Works - Buildings,NA ,Tender,90.0,120.0,Brajrajnagar Municipal Area,768216.0,NA ,NA ,NA ,Brajrajnagar Municipality,No ,No,11-Nov-2024 05:00 PM,21-Nov-2024 11:00 AM,11-Nov-2024 05:00 PM,20-Nov-2024 05:00 PM,NA ,NA ,11-Nov-2024 05:00 PM,20-Nov-2024 05:00 PM,1,ICICI BANK,"26,860",Yes,fixed,,Nil,Nil,AOC,"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,10-Sep-2025 11:15 AM,techsummary_515366.pdf (308.84 KB),"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,10-Sep-2025 11:18 AM,finsummary_515366.pdf (308.84 KB),Finance,ok,Chandramani Swain,22-Nov-2024 04:21 PM,finance_515366.pdf,BOQ Comparative Chart,10-Sep-2025,"INR 2,686,000",120.0,Chandramani Swain,10-Sep-2025 11:39 AM,18.pdf (309.00 KB),1,2655800,SUMAN MANHAR,20-Nov-2024 01:23 PM,Rejected-AOC,Rejected,10-Sep-2025 11:39 AM,1.0,2655983.0,SUMITRA AGARWALLA,INR,"2,003,150",Municipal Bodies||Brajrajnagar Municipality,2024_ORULB_106646_18,BRJNRM -04/2024-25,Construction of class rooms at Vivekanand Sikhyashram UP School.,AOC
,,,,,,,,,,,,,,,,,,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2655983,SUMITRA AGARWALLA,20-Nov-2024 02:04 PM,Accepted-AOC,Accepted,10-Sep-2025 11:39 AM,,,,,,,,,,AOC
