Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
Chairman,Internal,"Accountant, Secretary, Junior Engineer, Asst. Engineer, CT GST Officer",Arjya Kumar Muduli,28-Sep-2025 09:05 PM,techsummary_536465.pdf (6112.72 KB),03-Oct-2025,"INR 2,858,523",180.0,Arjya Kumar Muduli,28-Sep-2025 09:32 PM,JitendraBarihaBBargaon.pdf (938.00 KB),Selected as L-1 bidder through transparency lottery system.,1,2897959,ANJANA MAHANA,28-Apr-2025 01:14 PM,Rejected-Finance,As per transparency lottery system.,28-Sep-2025 09:20 PM,Finance,Bids were opened in the presence of all the committee members.,Arjya Kumar Muduli,28-Sep-2025 09:00 PM,,BOQ Comparative Chart,1.0,2900700.0,JITENDRA BARIHA,INR,"2,858,523",Odisha State Agricultural Marketing Board||RMC Khariarroad,2025_OSAMB_112472_1,01/RMCKHROAD/2025-26,Construction of 50 MT Godown and Office building at B. Bargaon PACS under RMC Khariar Road,Chairman,Internal,"Accountant, Secretary, Junior Engineer, Asst Engineer, CT GST Officer, ADM",Arjya Kumar Muduli,28-Sep-2025 09:20 PM,finsummary_536465.pdf (3335.69 KB),AOC,"6,000",Nil,Nil,No,"33,626",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Construction of 50 MT Godown and Office building at B. Bargaon PACS under RMC Khariar Road,Construction of 50 MT Godown and Office building at B. Bargaon PACS under RMC Khariar Road,Please refer DTCN ,NA ,"33,62,573",Civil Works - Buildings,NA ,Tender,90.0,180.0,NUAPADA,766105.0,NA ,NA ,NA ,"RMC, KHARIAR ROAD",No ,No,15-Apr-2025 10:00 AM,02-May-2025 10:00 AM,15-Apr-2025 10:00 AM,01-May-2025 05:00 PM,15-Apr-2025 10:00 AM ,30-Apr-2025 05:00 PM ,15-Apr-2025 10:00 AM,01-May-2025 05:00 PM,"Collector, Nuapada-cum-Chairman, RMC, Khariar Road","O/o the Collector, Nuapada-cum-Chairman, RMC, Khariar Road",Odisha State Agricultural Marketing Board||RMC Khariarroad,01/RMCKHROAD/2025-26,2025_OSAMB_112472_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, BID security, RC, GSTN, PAN, Affidavit and other documents as per DTCN",AOC
,,,,,,,,,,,,,2,2902948,CHAITAN HARPAL,01-May-2025 01:02 PM,Rejected-Finance,As per transparency lottery system.,28-Sep-2025 09:20 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantities,AOC
,,,,,,,,,,,,,3,2902598,GUD TREND PRIVATE LIMITED,30-Apr-2025 06:18 PM,Rejected-Technical,The firm did not submitted the EMD amount.,28-Sep-2025 09:05 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2900567,HEMAKANTI BEHERA,29-Apr-2025 05:27 PM,Rejected-Finance,As per transparency lottery system.,28-Sep-2025 09:20 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2900700,JITENDRA BARIHA,30-Apr-2025 04:11 PM,Accepted-AOC,Selected as L-1 bidder through transparency lottery system.,28-Sep-2025 09:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2901795,JYOTI PRAKASH BISHI,30-Apr-2025 01:14 PM,Rejected-Finance,As per transparency lottery system.,28-Sep-2025 09:20 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2902830,KL INFRAPROJECTS,01-May-2025 01:21 PM,Rejected-Finance,As per transparency lottery system.,28-Sep-2025 09:20 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2901015,MAKARDHWAJ BEHERA,29-Apr-2025 07:28 PM,Rejected-Finance,As per transparency lottery system.,28-Sep-2025 09:20 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2900900,M/S SHREE SHYAM REALCON,29-Apr-2025 07:46 PM,Rejected-Finance,As per transparency lottery system.,28-Sep-2025 09:20 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2903211,NATHURAM AGRAWAL,01-May-2025 02:48 PM,Rejected-Finance,As per transparency lottery system.,28-Sep-2025 09:20 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
