Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,After due approval the single bid has been opened which was received in 2nd time.,MINAKETAN DAS,18-Apr-2022 04:12 PM,,BOQ Comparative Chart,1.0,1818799.0,Green Circle Environment Pvt. Ltd.,31-Mar-2022 04:12 PM,Accepted-AOC,L1,03-Sep-2025 03:05 PM,AGM(Finance),Internal,"AGM(Civil), DGM(Mech), Manager(Persnl) Legal",JAYANTA KUMAR MEKAP,12-Apr-2022 04:38 PM,12-Apr-2022 05:00 PM,techsummary_394206.pdf (324.60 KB),Technical,2nd time single tender received subjected to evaluation by committee and approval of Management.,MINAKETAN DAS,02-Apr-2022 10:35 AM,,R K PANDA,Internal,S K SWAIN S K BISWAL S P MEHER,Satyajit Jena,22-Jul-2024 03:43 PM,finsummary_394206.pdf (53.84 KB),1.0,1818799.0,Green Circle Environment Pvt. Ltd.,INR,"4,500,742.9",22-Jul-2024,"INR 4,500,742.9",180.0,Sidharth Pattnaik,03-Sep-2025 03:05 PM,2022_OMC_76393_3.pdf (420.00 KB),Construction of VT Centre and extension of Canteen building at Guali Mines in the dist of Keonjhar.,Orissa Mining Corporation,2022_OMC_76393_3,NIT No. 12/OMC/CIVIL/2022,Construction of VT Centre and extension of Canteen building at Guali Mines in the dist of Keonjhar.,AOC,"7,080",0.0,Nil,Nil,No,Construction of VT Centre and extension of Canteen building at Guali Mines in the dist of Keonjhar.,Construction of VT Centre and extension of Canteen building at Guali Mines in the dist of Keonjhar.,"RC, EPF Regd., GSTN, PAN, Registration in CDMS portal, Affidavits, experience, etc. as per DTCN requirements. ",NA ,"52,95,000",Civil Works - Others,NA ,Tender,180.0,180.0,GUALI MINES,758035.0,NA ,NA ,NA ,"OMC Ltd., Bhubaneswar",No ,No,0.0,No,fixed,,Nil,Nil,1,ICICI BANK,"CGM(C), OMC Ltd., Bhubaneswar","Office of the CGM(C), OMC Ltd., Bhubaneswar",1,Fee/PreQual/Technical,.pdf,"RC, EPF Regd., GSTN, PAN, Registration in CDMS portal, Affidavits, experience, etc. as per DTCN",16-Mar-2022 06:00 PM,01-Apr-2022 11:00 AM,16-Mar-2022 06:00 PM,31-Mar-2022 05:00 PM,NA ,NA ,16-Mar-2022 06:00 PM,31-Mar-2022 05:00 PM,12-Apr-2022 05:00 PM,1,Due Date Extended,Admin Corrigendum Date Extend,,Orissa Mining Corporation,NIT No. 12/OMC/CIVIL/2022,2022_OMC_76393_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,2,Finance,.xls,FINANCIAL,,,,,,,,,,2,Fee,Fee,,,,,,,,,,,,,,,,AOC
