Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
07-May-2025 02:00 PM,22-May-2025 11:00 AM,07-May-2025 02:00 PM,21-May-2025 05:00 PM,07-May-2025 02:00 PM ,21-May-2025 11:00 AM ,07-May-2025 02:00 PM,21-May-2025 05:00 PM,02-Jun-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Tender paper cost, EMD, GSTIN, PAN, Contractor RC",Providing Sanitation facilities to each house at Dhoblabeda (Daduan) R and R Colony for the DPs of village Daduan of KIP,Providing Sanitation facilities to each house at Dhoblabeda (Daduan) R and R Colony for the DPs of village Daduan of KIP,please refer tender documents ,NA ,"65,56,299",Civil Works - Buildings,NA ,Tender,90.0,240.0,SE Kanupur Reh. C and B Division Basudevpur,758047.0,NA ,NA ,NA ,O/o SE Kanupur Reh. C and B Division Basudevpur,No ,No,1.0,ICICI BANK,SE Kanupur Reh. C and B Division Basudevpur,O/o SE Kanupur Reh. C and B Division Basudevpur,"65,600",Yes,fixed,,Nil,Nil,Kanupur Irrigation Project||CCE-Kanupur||Kanupur R C AND B,"SE,KRC AND BD-04 (2025-26)",2025_KPRIP_113179_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,AOC,18-Sep-2025,"INR 5,854,745",240.0,Ajay Kumar Nayak,18-Sep-2025 02:04 PM,AOCdaduan.pdf (592.00 KB),1,2926927,Laxmikant Rout,21-May-2025 03:51 PM,Rejected-AOC,2nd lowest bidder,18-Sep-2025 02:04 PM,Finance,The financial bid of the 05 nos of bidder are downloaded successfully and taken into further evaluation.,Ajay Kumar Nayak,02-Jun-2025 03:41 PM,,BOQ Comparative Chart,Superintending Engineer Kanupur Rehabilitation camps and Building Division Basudevpur,Internal,,Ajay Kumar Nayak,02-Jun-2025 09:31 AM,02-Jun-2025 11:00 AM,techsummary_538714.pdf (379.98 KB),Superintending Engineer,Internal,,Ajay Kumar Nayak,18-Sep-2025 01:59 PM,finsummary_538714.pdf (628.87 KB),Kanupur Irrigation Project||CCE-Kanupur||Kanupur R C AND B,2025_KPRIP_113179_1,"SE,KRC AND BD-04 (2025-26)",Providing Sanitation facilities to each house at Dhoblabeda (Daduan) R and R Colony for the DPs of village Daduan of KIP,Technical,All the technical Bid Documents of 05(Five) nos of bidders are downloaded successfully and taken into further evaluation.,Ajay Kumar Nayak,22-May-2025 11:13 AM,,1.0,2925614.0,Pabitra Kumar Sahoo,INR,"5,854,745",AOC
,,,,,,,,,,,.pdf,"Affidavits, No Relation Certificate, Labour undertakings and any other documents as per DTCN",,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2926416,NIRANJAN BAG,20-May-2025 04:09 PM,Rejected-AOC,3rd lowest bidder,18-Sep-2025 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2925614,Pabitra Kumar Sahoo,21-May-2025 03:00 PM,Accepted-AOC,1st lowest successful bidder,18-Sep-2025 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2927455,SWAGAT KUMAR SAHOO,21-May-2025 03:58 PM,Rejected-AOC,2nd lowest bidder,18-Sep-2025 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2926967,Tapas Ranjan Dalai,21-May-2025 03:55 PM,Rejected-AOC,2nd lowest bidder,18-Sep-2025 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
