Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,GSTIN PAN Contractor R.C Affidavits Undertakings and any other document as per SBD/DTCN,"2,000",0.0,Nil,Nil,No,"3,200",Yes,fixed,,Nil,Nil,"NID-62- Improvement to Purohitpur Distry RD. 0.00Km. to 1.307Km., Purohitpur minor RD. 0.00Km. to 1.279Km., Jhinti Minor RD. 0.00Km. to 1.600Km., Alishibindha Minor RD. 0.00Km. to 1.400Km., Rajas Distry RD. 0.00Km. to 3.000Km., Garia Left Minor RD. 0","Improvement to Purohitpur Distry RD. 0.00Km. to 1.307Km., Purohitpur minor RD. 0.00Km. to 1.279Km., Jhinti Minor RD. 0.00Km. to 1.600Km., Alishibindha Minor RD. 0.00Km. to 1.400Km., Rajas Distry RD. 0.00Km. to 3.000Km., Garia Left Minor RD. 0.00Km. t",Please refer Tender Documents ,NA ,"3,14,769",Civil Works - Canal,Canal ,Tender,90.0,120.0,Nimapara,752106.0,NA ,NA ,NA ,"S.E., Nimapara Irr Divn. Nimapara",No ,No,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",e-Procurement Notice No.- 01 of 2025-26,2025_CELBB_113941_62,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,02-Jun-2025 11:00 AM,16-Jun-2025 11:00 AM,02-Jun-2025 11:00 AM,13-Jun-2025 05:30 PM,02-Jun-2025 11:00 AM ,10-Jun-2025 05:30 PM ,02-Jun-2025 11:00 AM,13-Jun-2025 05:30 PM,1.0,ICICI BANK,"Superintending Engineer., Nimapara Irr Divn.","Office of the Superintending Engineer Nimapara Irrigation Division, Nimapara Dist- Puri",AOC,"Superintending Engineer, Nimapara Irrigation Division, Nimapara",Internal,"S.E, Nimapara Irrigation Division, Nimapara, DAO, Nimapara Irr. Division, AEE (Estimator),Nimapara Irr.Division, Nimapara",Baikuntha Dalai,28-Jul-2025 06:24 PM,finsummary_541732.pdf (3046.59 KB),"Superintending Engineer, Nimapara Irrigation Division, Nimapara",Internal,"S.E, Nimapara Irrigation Division, Nimapara, DAO, Nimapara Irr. Division, AEE (Estimator),Nimapara Irr.Division, Nimapara",Baikuntha Dalai,28-Jul-2025 06:15 PM,techsummary_541732.pdf (24.12 KB),1.0,2965614.0,NARAYAN PATTANAYAK,INR,"267,585","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",2025_CELBB_113941_62,e-Procurement Notice No.- 01 of 2025-26,"NID-62- Improvement to Purohitpur Distry RD. 0.00Km. to 1.307Km., Purohitpur minor RD. 0.00Km. to 1.279Km., Jhinti Minor RD. 0.00Km. to 1.600Km., Alishibindha Minor RD. 0.00Km. to 1.400Km., Rajas Distry RD. 0.00Km. to 3.000Km., Garia Left Minor RD. 0",1,2963655,ARUNDHATI PAL,12-Jun-2025 01:08 PM,Rejected-Finance,Not won in the transparent Lottery,28-Jul-2025 06:24 PM,10-Sep-2025,"INR 267,585",120.0,Pritam Pothal,10-Sep-2025 11:07 AM,NID62.pdf (1066.00 KB),"L1 bid of Sri NARAYAN PATTANAYAK selected through transparent lottery system accepted by the S.E., Nimapara Irrigation Division for award of contract.",Finance,All the bids are downloaded successfully.,Sangram Keshari Mohanty,25-Jun-2025 05:35 PM,finance_541732.pdf,BOQ Comparative Chart,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2965707,ASHOK KUMAR SENAPATY,13-Jun-2025 03:16 PM,Rejected-Finance,Not won in the transparent Lottery,28-Jul-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2960034,BAPINA SAHOO,13-Jun-2025 05:06 PM,Rejected-Finance,Not won in the transparent Lottery,28-Jul-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2964971,DD Enterprisers,13-Jun-2025 01:17 PM,Rejected-Finance,Not won in the transparent Lottery,28-Jul-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2957633,DIPTI RANJAN JENA,09-Jun-2025 01:31 PM,Rejected-Finance,Not won in the transparent Lottery,28-Jul-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2961872,HEMANTA KUMAR MOHANTY,12-Jun-2025 10:20 PM,Rejected-Finance,Not won in the transparent Lottery,28-Jul-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2965116,JAY MAHADEV CONSTRUCTION,13-Jun-2025 01:37 PM,Rejected-Finance,Not won in the transparent Lottery,28-Jul-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2965866,JYOTIRMAI PATRA,13-Jun-2025 04:35 PM,Rejected-Finance,Not won in the transparent Lottery,28-Jul-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2965906,KABI CHANDRA SETHI,13-Jun-2025 04:58 PM,Rejected-Finance,Not won in the transparent Lottery,28-Jul-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2956532,KRUSHNA CHANDRA SWAIN,11-Jun-2025 01:53 PM,Rejected-Finance,Not won in the transparent Lottery,28-Jul-2025 06:24 PM,,,,,,,,,,,,,,AOC
