Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Superintending Engineer,Internal,"Superintending Engineer, Accountant, AEE Estimator",Umakant Nayak,18-Sep-2025 01:25 PM,techsummary_547448.pdf (426.69 KB),1,3023170,ABHIJEET MISHRA,04-Aug-2025 10:00 PM,Rejected-AOC,Not selected.,26-Sep-2025 04:25 PM,26-Sep-2025,"INR 3,582,273",180.0,Umakant Nayak,26-Sep-2025 04:25 PM,WO_05.pdf (644.00 KB),Sri Arun Kumar Sukla is selected as winner of this tender through transparent lottery system. So the work order may be issued in favour of Sri Arun Kumar Sukla.,1.0,3028113.0,Arun Kumar Sukla,INR,"3,582,273",Finance,Tender Bid Opening,Umakant Nayak,12-Sep-2025 01:20 PM,finance_547448.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,"Superintending Engineer, Accountant, AEE Estimator",Umakant Nayak,18-Sep-2025 03:38 PM,finsummary_547448.pdf (426.69 KB),"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Sambalpur Irrigation Division Sambalpur",2025_CEBBU_116108_1,SESID-02(05)/2025-26,Flood Works,AOC,Flood Works,Flood Protection to Left Bank of Ambira Nagar Nallah near Village Nuapali of Sambalpur for the year 2025-26.,As per DTCN ,NA ,"42,13,943",Civil Works - Others,NA ,Tender,90.0,180.0,Sambalpur,768004.0,NA ,NA ,NA ,"O/o the SE, SID, Sambalpur",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, GST, PAN, Contractor RC, Affidavit, Undertakings, Other document as per DTCN","6,000",0.0,Nil,Nil,No,Superintending Engineer,"Office of the Superintending Engineer, Sambalpur Irrigation Division, Sambalpur",1.0,ICICI BANK,29-Jul-2025 11:00 AM,11-Aug-2025 11:00 AM,29-Jul-2025 11:00 AM,08-Aug-2025 05:00 PM,29-Jul-2025 11:00 AM ,08-Aug-2025 05:00 PM ,29-Jul-2025 11:00 AM,08-Aug-2025 05:00 PM,"42,140",Yes,fixed,,Nil,Nil,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Sambalpur Irrigation Division Sambalpur",SESID-02(05)/2025-26,2025_CEBBU_116108_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,3022500,ABHILASH SAMAL,05-Aug-2025 11:45 AM,Rejected-AOC,Not selected.,26-Sep-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3028113,Arun Kumar Sukla,08-Aug-2025 11:52 AM,Accepted-AOC,Selected as winner through transparent lottery system.,26-Sep-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3025250,BHARAT SAHU,06-Aug-2025 11:39 PM,Rejected-AOC,Not selected.,26-Sep-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3026441,BIJAN KUMAR PRUSETH,07-Aug-2025 12:51 AM,Rejected-AOC,Not selected.,26-Sep-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3026551,GAGAN BIHARI DASH,07-Aug-2025 07:31 PM,Rejected-AOC,Not selected.,26-Sep-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3027226,GURSIMRAN SALUJA,07-Aug-2025 04:44 PM,Rejected-AOC,Not selected.,26-Sep-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3022623,GURUDEB ROUTIA,05-Aug-2025 07:34 PM,Rejected-AOC,Not selected.,26-Sep-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3028644,JHUNALATA BISWAL,08-Aug-2025 03:59 PM,Rejected-AOC,Not selected.,26-Sep-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3026396,JHUNI BEHERA,07-Aug-2025 01:10 AM,Rejected-AOC,Not selected.,26-Sep-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
