Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Chairman,Internal,"Accountant, Secretary, Junior Engineer, Asst. Engineer, CT GST Officer, ADM",Arjya Kumar Muduli,29-Sep-2025 12:23 AM,techsummary_536406.pdf (6112.72 KB),1,2902930,CHAITAN HARPAL,01-May-2025 12:38 PM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 12:31 AM,03-Oct-2025,"INR 2,791,884",180.0,Arjya Kumar Muduli,29-Sep-2025 12:35 AM,HemakantiBeheraPendrawan.pdf (706.00 KB),Selected as L-1 bidder through transparency lottery system.,Finance,All members of the tender committee were present at the time of opening of the bids.,Arjya Kumar Muduli,28-Sep-2025 11:56 PM,,BOQ Comparative Chart,1.0,2900865.0,HEMAKANTI BEHERA,INR,"2,791,884",Odisha State Agricultural Marketing Board||RMC Khariarroad,2025_OSAMB_112454_1,01/RMCKHROAD/2025-26,Construction of 50 MT Godown and Office building at Pendrawan PACS under RMC Khariar Road,Chairman,Internal,"Accountant, Secretary, Junior Engineer, Asst. Engineer, CT GST Officer, ADM",Arjya Kumar Muduli,29-Sep-2025 12:31 AM,finsummary_536406.pdf (3335.69 KB),AOC,15-Apr-2025 10:00 AM,02-May-2025 10:00 AM,15-Apr-2025 10:00 AM,01-May-2025 05:00 PM,15-Apr-2025 10:00 AM ,30-Apr-2025 05:00 PM ,15-Apr-2025 10:00 AM,01-May-2025 05:00 PM,"32,842",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, BID security, RC, GSTN, PAN, Affidavit and other documents as per DTCN",Construction of 50 MT Godown and Office building at Pendrawan PACS under RMC Khariar Road,Construction of 50 MT Godown and Office building at Pendrawan PACS under RMC Khariar Road,Please refer DTCN ,NA ,"32,84,183",Civil Works - Buildings,NA ,Tender,90.0,180.0,NUAPADA,766105.0,NA ,NA ,NA ,"RMC, KHARIAR ROAD",No ,No,"Collector, Nuapada-cum-Chairman, RMC, Khariar Road","O/o the Collector, Nuapada-cum-Chairman, RMC, Khariar Road",Odisha State Agricultural Marketing Board||RMC Khariarroad,01/RMCKHROAD/2025-26,2025_OSAMB_112454_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,2900654,CH SUBASH CHANDRA PATRO,29-Apr-2025 05:49 PM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 12:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,2902548,GUD TREND PRIVATE LIMITED,30-Apr-2025 05:43 PM,Rejected-Technical,The firm did not submitted the EMD amount.,29-Sep-2025 12:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2900865,HEMAKANTI BEHERA,29-Apr-2025 05:24 PM,Accepted-AOC,Selected as L-1 bidder through transparency lottery system,29-Sep-2025 12:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2900930,JITENDRA BARIHA,30-Apr-2025 04:07 PM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 12:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2902821,JITENDRA KUMAR SAHU,01-May-2025 09:28 AM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 12:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2901553,KARTIK DEEP,30-Apr-2025 10:45 AM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 12:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2902586,KL INFRAPROJECTS,30-Apr-2025 05:47 PM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 12:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2895974,Prasanna Kumar Mahana,26-Apr-2025 06:05 PM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 12:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2902625,ROHAN KUMAR NAG,30-Apr-2025 07:35 PM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 12:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,11,2903319,SANJIB KUMAR HOTA,01-May-2025 04:33 PM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 12:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,12,2899940,SHASHIRAM MANGARAJ,29-Apr-2025 05:03 PM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 12:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,13,2898185,SUNITA AGRAWAL,29-Apr-2025 11:16 AM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 12:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,14,2903303,TUSHAR RANJAN SALMA,01-May-2025 03:47 PM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 12:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
