Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"4,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN, PAN, RC, No Relation Certificate, Affidavit regarding authenticity","SE, Jaraka Irrigation Division, Jaraka","Superintending Engineer, Jaraka Irrigation Division",10-Weeds clearance HLC Range-I from RD 15.490 Km to 17.490 Km and 17.490 Km to 20.950 Km,Weeds clearance HLC Range-I from RD 15.490 Km to 17.490 Km and 17.490 Km to 20.950 Km (Weed Clearance),Please refer Tender documents. ,NA ,"6,29,794",Civil Works - Others,NA ,Tender,90.0,150.0,Jaraka,755050.0,NA ,NA ,NA ,"Superintending Engineer,Jaraka Irrigation Division",No ,No,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,JKID-02 OF 2025-26,2025_JIRR_114251_10,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,09-Jun-2025 11:00 AM,19-Jun-2025 11:00 AM,09-Jun-2025 11:00 AM,18-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM ,13-Jun-2025 05:00 PM ,09-Jun-2025 11:00 AM,18-Jun-2025 05:00 PM,1.0,ICICI BANK,"6,300",Yes,fixed,,Nil,Nil,AOC,"Superintending Engineer, Jaraka Irrigation Division, Jaraka",Internal,"S.E., Jaraka Irrigation Division, Jaraka, DAO, Jaraka Irrigation Division, Jaraka AEE(Estimator), Jaraka Irrigation Division, Jaraka",Suman Satabdi Behera,07-Jul-2025 05:39 PM,finsummary_542358.pdf (4247.84 KB),CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,2025_JIRR_114251_10,JKID-02 OF 2025-26,10-Weeds clearance HLC Range-I from RD 15.490 Km to 17.490 Km and 17.490 Km to 20.950 Km,1.0,2972155.0,JYOTI MOHAN MOHANTY,INR,"535,387.87",Finance,Document of all the bidders downloaded,Sisira Kumar Das,20-Jun-2025 12:14 PM,,BOQ Comparative Chart,22-Aug-2025,"INR 535,387.67",150.0,Sisira Kumar Das,16-Sep-2025 12:39 PM,10.pdf (588.00 KB),The work has been awarded to Sri Jyoti Mohan Mohanty,1,2972080,Alekha Chandra Bastia,18-Jun-2025 01:27 PM,Rejected-Finance,Other than L1,07-Jul-2025 05:39 PM,"Superintending Engineer, Jaraka Irrigation Division, Jaraka",Internal,"S.E., Jaraka Irrigation Division, Jaraka, DAO, Jaraka Irrigation Division, Jaraka AEE(Estimator), Jaraka Irrigation Division, Jaraka",Suman Satabdi Behera,07-Jul-2025 04:34 PM,techsummary_542358.pdf (4247.84 KB),AOC
,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2972338,AMINA CHARAN NAYAK,18-Jun-2025 04:21 PM,Rejected-Finance,Other than L1,07-Jul-2025 05:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2971873,ANIL KUMAR MOHANTY,18-Jun-2025 03:37 PM,Rejected-Finance,Other than L1,07-Jul-2025 05:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2970061,DEBADATTA MOHANTY,16-Jun-2025 09:51 PM,Rejected-Finance,Other than L1,07-Jul-2025 05:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2972155,JYOTI MOHAN MOHANTY,18-Jun-2025 02:05 PM,Accepted-AOC,The work has been awarded to Sri Jyoti Mohan Mohanty,16-Sep-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2965989,KISHORE KUMAR MOHANTY,18-Jun-2025 02:00 PM,Rejected-Finance,Other than L1,07-Jul-2025 05:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2971522,MAHESHWAR BEHERA,18-Jun-2025 09:30 AM,Rejected-Finance,Other than L1,07-Jul-2025 05:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2971551,PABITRA KUMAR ROUT,18-Jun-2025 09:37 AM,Rejected-Finance,Other than L1,07-Jul-2025 05:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2971324,RABI SETHI,17-Jun-2025 08:57 PM,Rejected-Finance,Other than L1,07-Jul-2025 05:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2966342,RITA MALLIK,17-Jun-2025 09:36 PM,Rejected-Finance,Other than L1,07-Jul-2025 05:39 PM,,,,,,,AOC
