Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"24,930",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,TCN,22-Jul-2025 03:00 PM,31-Jul-2025 10:00 AM,22-Jul-2025 03:00 PM,30-Jul-2025 05:30 PM,22-Jul-2025 03:00 PM ,29-Jul-2025 05:30 PM ,22-Jul-2025 03:00 PM,30-Jul-2025 05:30 PM,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||EE M.I. Division Jharsuguda",TCN-02/2025-26,2025_CEMIB_115798_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer,"O/o the Superintending Engineer,M.I. Division, Jharsuguda",Improvement to Nuamundakata MIP (Res.) in KolabiraBlock under Critical schemein Jharsuguda District for the year 2025-26.,Improvement to Nuamundakata MIP (Res.) in Kolabira Block under Critical scheme in Jharsuguda District for the year 2025-26.,Please refer Tender documents. ,NA ,"24,93,000",Civil Works - Others,NA ,Tender,90.0,120.0,Jharsuguda,768202.0,NA ,NA ,NA ,Jharsuguda,No ,No,AOC,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||EE M.I. Division Jharsuguda",2025_CEMIB_115798_2,TCN-02/2025-26,Improvement to Nuamundakata MIP (Res.) in KolabiraBlock under Critical schemein Jharsuguda District for the year 2025-26.,superintending engineer,Internal,,DEBADATTA DAS,20-Sep-2025 12:12 PM,finsummary_546673.pdf (668.33 KB),Finance,all documents are furnished,DEBADATTA DAS,20-Sep-2025 12:03 PM,,BOQ Comparative Chart,1.0,3018213.0,RAJESH PRASAD SHAH,INR,"2,118,955",20-Sep-2025,"INR 2,118,955",120.0,DEBADATTA DAS,20-Sep-2025 12:16 PM,673.pdf (668.00 KB),1,3017563,BHAGABANA BHOL,30-Jul-2025 12:55 PM,Rejected-AOC,rejected,20-Sep-2025 12:16 PM,superintending engineer,Internal,,DEBADATTA DAS,20-Sep-2025 12:08 PM,techsummary_546673.pdf (668.33 KB),AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3015779,GYANCHAND BEHERA,29-Jul-2025 01:18 PM,Rejected-AOC,rejected,20-Sep-2025 12:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3017829,HEMANTA SAHU,30-Jul-2025 12:59 PM,Rejected-AOC,rejected,20-Sep-2025 12:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3017713,NAROTTAM SAHU,30-Jul-2025 01:55 PM,Rejected-AOC,rejected,20-Sep-2025 12:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3018213,RAJESH PRASAD SHAH,30-Jul-2025 03:16 PM,Accepted-AOC,accepted,20-Sep-2025 12:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3016879,SUBRAT KUMAR PANDEY,29-Jul-2025 04:59 PM,Rejected-AOC,rejected,20-Sep-2025 12:16 PM,,,,,,,AOC
