Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage
Executive Engineer,Internal,,Lambodar Naik,08-Sep-2025 10:31 AM,techsummary_522248.pdf (278.65 KB),08-Sep-2025,"INR 428,660",60.0,Lambodar Naik,08-Sep-2025 10:39 AM,556.pdf (607.00 KB),1,2727270,ABINASH BEHERA,03-Jan-2025 09:32 PM,Rejected-AOC,rejected,08-Sep-2025 10:39 AM,Finance,total 14 bidders accepted,Lambodar Naik,06-Jan-2025 11:11 AM,,BOQ Comparative Chart,1.0,2724590.0,BIPLABA KUMAR PANDA,INR,"428,660",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,2024_CERWI_108808_6,SE/BDK-II/TCN-07/2024-25,Special Repair to R.I. Office Chudakuti for the year 2024-25,Executive Engineer,Internal,,Lambodar Naik,08-Sep-2025 10:35 AM,finsummary_522248.pdf (400.86 KB),AOC,Special Repair to R.I. Office Chudakuti for the year 2024-25,Special Repair to R.I. Office Chudakuti for the year 2024-25,Please refer Tender documents. ,NA ,"5,04,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The EE R.W.DIVISION-II,BHADRAK",No ,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,SE/BDK-II/TCN-07/2024-25,2024_CERWI_108808_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,040",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD,,CONTRACTOR REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVIT,ETC",27-Dec-2024 04:00 PM,04-Jan-2025 04:00 PM,27-Dec-2024 04:00 PM,04-Jan-2025 02:00 PM,27-Dec-2024 04:00 PM ,03-Jan-2025 03:00 PM ,27-Dec-2024 04:00 PM,04-Jan-2025 02:00 PM,"O/o EE R.W.DIVISION-II,BHADRAK","O/o The EE R.W.DIVISION-II,BHADRAK",AOC
,,,,,,,,,,,,2,2724251,ANNAPURNA GHOSH,03-Jan-2025 06:26 AM,Rejected-AOC,rejected,08-Sep-2025 10:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,AOC
,,,,,,,,,,,,3,2723275,BAIDHAR BHARATI,02-Jan-2025 08:35 PM,Rejected-AOC,rejected,08-Sep-2025 10:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2724590,BIPLABA KUMAR PANDA,03-Jan-2025 10:13 AM,Accepted-AOC,selected through transparent lottery system,08-Sep-2025 10:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2720871,BISHNU CHARAN MOHAPATRA,01-Jan-2025 05:44 PM,Rejected-AOC,rejected,08-Sep-2025 10:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2726091,Debakanta Sahoo,04-Jan-2025 01:07 AM,Rejected-AOC,rejected,08-Sep-2025 10:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2726772,KAILASH CHANDRA SAHOO,03-Jan-2025 06:45 PM,Rejected-AOC,rejected,08-Sep-2025 10:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2724612,Nanda Kishore Sahoo,03-Jan-2025 10:30 AM,Rejected-AOC,rejected,08-Sep-2025 10:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2727438,PRASANTA KUMAR ROUT,03-Jan-2025 10:28 PM,Rejected-AOC,rejected,08-Sep-2025 10:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2717013,RAJESH KUMAR MOHANTY,30-Dec-2024 03:24 PM,Rejected-AOC,rejected,08-Sep-2025 10:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,11,2720439,RANJIT KUMAR LAHA,01-Jan-2025 01:55 PM,Rejected-AOC,rejected,08-Sep-2025 10:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,12,2718288,SK JABID ALI,31-Dec-2024 10:56 AM,Rejected-AOC,rejected,08-Sep-2025 10:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,13,2726974,SUMATI MISHRA,03-Jan-2025 08:05 PM,Rejected-AOC,rejected,08-Sep-2025 10:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,14,2720344,Swapnarani Nath,01-Jan-2025 01:26 PM,Rejected-AOC,rejected,08-Sep-2025 10:39 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
