Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
09-Jul-2024,INR 0.9,720.0,Sidharth Pattnaik,03-Sep-2025 03:15 PM,2022_OMC_77568_1.pdf (157.00 KB),Selection of Consultant for Providing Comprehensive Architectural Services and Project Management Services for Construction of New building infrastructure at Rayagada RO in the district of Rayagada an,Orissa Mining Corporation,2022_OMC_77568_1,RfP-08/OMC/CIVIL/2022,Selection of Consultant for Providing Comprehensive Architectural Services and Project Management Services for Construction of New building infrastructure at Rayagada RO in the district of Rayagada and Laxmipur in the district of Koraput,Finance,Financial bid of 02 (Two) qualified bidders had been open,MINAKETAN DAS,21-Jun-2022 05:35 PM,,BOQ Comparative Chart,1,1849759,creative studio,24-May-2022 04:51 PM,Accepted-AOC,L1,03-Sep-2025 03:15 PM,R K PANDA,Internal,P K MISHRA S K BISWAL S P MEHER,JAYANTA KUMAR MEKAP,21-Jun-2022 05:27 PM,21-Jun-2022 05:30 PM,techsummary_398113.pdf (944.42 KB),1.0,1849759.0,creative studio,INR,0.9,R K PANDA,Internal,P K MISHRA S K BISWAL S P MEHER,Satyajit Jena,09-Jul-2024 10:20 AM,finsummary_398113.pdf (483.88 KB),Technical,02 (Two) bids has been received subjected to evaluation by committee,MINAKETAN DAS,31-May-2022 05:19 PM,,AOC,0.0,No,fixed,,Nil,Nil,10-May-2022 12:00 PM,31-May-2022 11:00 AM,10-May-2022 12:00 PM,30-May-2022 05:00 PM,NA ,NA ,10-May-2022 12:00 PM,30-May-2022 05:00 PM,21-Jun-2022 05:30 PM,Selection of Consultant for Providing Comprehensive Architectural Services and Project Management Services for Construction of New building infrastructure at Rayagada RO in the district of Rayagada and Laxmipur in the district of Koraput,Selection of Consultant for Providing Comprehensive Architectural Services and Project Management Services for Construction of New building infrastructure at Rayagada RO in the district of Rayagada and Laxmipur in the district of Koraput,"EPF Regd., GSTN, PAN, Registration, Affidavits, experience, etc. as per RfP and Empanelled Architect of OMC Category-B. ",NA ,,Miscellaneous Services,NA ,Tender,180.0,720.0,RAYAGADA AND LAXMIPUR,765001.0,NA ,NA ,NA ,"OMC Ltd., Bhubaneswar",No ,No,Orissa Mining Corporation,RfP-08/OMC/CIVIL/2022,2022_OMC_77568_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,1,ICICI BANK,1.0,EXTENSION OF DATE,Date,,"11,800",0.0,Nil,Nil,No,"CGM(C), OMC Ltd., Bhubaneswar","Office of the CGM(C), OMC Ltd., Bhubaneswar",1,Fee/PreQual/Technical,.pdf,"EPF Regd., GSTN, PAN, Registration, Affidavits, experience, etc. as per RfP N Empanelled Architect B",AOC
,,,,,,,,,,,,,,,,,2,1847216,DEBENDRA KUMAR PARIDA,21-May-2022 12:49 PM,Rejected-Finance,NOT BEING L1,09-Jul-2024 10:20 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,2,Finance,.xls,FINANCIAL,AOC
