Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Floor Tiling Work of E and F Type Quarters,"Floor Tiling Work of 10 Nos. E-Type and 5 Nos. F-type Quarters of OHPC Colony, CHEP, Chiplima",As per DTCN ,NA ,"16,20,480",Civil Works - Others,NA ,Tender,120.0,60.0,"E and F Type Quarters, OHPC Colony",768025.0,NA ,NA ,NA ,"O/o the GM (El.), CHEP, Chiplima",No ,No,"6,000","1,080",Nil,Nil,No,09-Jun-2025 11:00 AM,23-Jun-2025 11:30 AM,09-Jun-2025 11:00 AM,21-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM ,16-Jun-2025 05:00 PM ,09-Jun-2025 11:00 AM,21-Jun-2025 05:00 PM,16-Jul-2025 12:00 PM,"16,210",Yes,fixed,,Nil,Nil,Odisha Hydro Power Corporation Ltd||Chiplima H.E. Project Chiplima,CHEP-15/2025-26,2025_OHPCL_114225_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cover I Technical Bid,1.0,ICICI BANK,"Unit Head, CHEP, Chiplima","O/o the GM (El.), OHPC Ltd., At/PO-Chiplima, Via-C.A. Chiplima, Dist.-Sambalpur-768025",AOC,07-Aug-2025,"INR 1,377,570",60.0,Suman Kumar Malik,11-Sep-2025 03:51 PM,3045.pdf (6833.00 KB),"Work Order is awarded to M/s Amarendra Ku. Panda, Burla, Sambalpur",1,2974632,Amarendra Kumar Panda,20-Jun-2025 08:27 AM,Accepted-AOC,Selected in Transparent Lottery System,11-Sep-2025 03:53 PM,Finance,The Cover II Financial Bids of the technically qualified bidders are opened.,BAIJAYANTIMALA BEHERA,16-Jul-2025 04:59 PM,finance_542226.pdf,BOQ Comparative Chart,"Er. B. Ramasankar Subudhi, Unit Head, CHEP",Internal,"Er. Niranjan Mahapatra, Divisional Head, UDC, Mr. Suman Malik, Finance Wing Head, Er. B. P. Gantayat, Technical Wing Head",Suman Kumar Malik,14-Jul-2025 11:33 AM,16-Jul-2025 12:00 PM,techsummary_542226.pdf (456.86 KB),"Er. B. Ramasankar Subudhi, Unit Head, CHEP, Chiplima",Internal,"Er. Niranjan Mahapatra, Divisional Head, Utility Division, Mr. Suman Kumar Malik, Finance Wing Head, Er. Bibhu Prasad Gantayat, Technical Wing Head",Suman Kumar Malik,07-Aug-2025 01:32 PM,finsummary_542226.pdf (476.66 KB),Odisha Hydro Power Corporation Ltd||Chiplima H.E. Project Chiplima,2025_OHPCL_114225_1,CHEP-15/2025-26,Floor Tiling Work of E and F Type Quarters,Technical,The Cover I Technical Bids of the participated bidders are opened.,BAIJAYANTIMALA BEHERA,26-Jun-2025 11:07 AM,technical_542226.pdf,1.0,2974632.0,Amarendra Kumar Panda,INR,"1,377,570",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Cover II Financial Bid,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,2,2975365,BHOJRAJ SINGH,20-Jun-2025 02:40 PM,Rejected-Finance,Not Selected in Transparent Lottery System,07-Aug-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2966790,GEETANJALI SAHU,14-Jun-2025 06:09 PM,Rejected-Finance,Not Selected in Transparent Lottery System,07-Aug-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2974657,Laba Mahananda,20-Jun-2025 08:56 AM,Rejected-Technical,Technically Not Qualified,14-Jul-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2967407,M/s Nutan Mohapatra,15-Jun-2025 12:58 PM,Rejected-Finance,Not Selected in Transparent Lottery System,07-Aug-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2976125,M/s Shree Sai Electrical,20-Jun-2025 11:18 PM,Rejected-Finance,Not Selected in Transparent Lottery System,07-Aug-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2964771,N GOPAL KRISHNA,20-Jun-2025 07:58 PM,Rejected-Finance,Not Selected in Transparent Lottery System,07-Aug-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2967381,Parameswar Das,20-Jun-2025 02:28 PM,Rejected-Finance,Not Selected in Transparent Lottery System,07-Aug-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2976683,SANJAY KUMAR PUJARI,21-Jun-2025 01:11 PM,Rejected-Finance,Not Selected in Transparent Lottery System,07-Aug-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2975409,SHIV PRASAD SINGH,20-Jun-2025 03:14 PM,Rejected-Finance,Not Selected in Transparent Lottery System,07-Aug-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
