Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage
Finance,All the six bids have been admitted,Abhishek Panda,21-Jun-2025 04:54 PM,,BOQ Comparative Chart,1.0,2936642.0,SABITA BEHERA,INR,"1,697,300",Municipal Bodies||Paradeep Municipality,2025_ORULB_113460_94,EO/PDPM/W_1/2025-26,Construction of Bed for C and D waste near MRF Bangalipada in ward no 13,1,2933446,M/S KANTHAMANI SETHY,28-May-2025 09:29 PM,Rejected-Finance,L4,03-Sep-2025 06:40 PM,03-Sep-2025,"INR 1,697,300",90.0,Bibhuti Tripathy,03-Sep-2025 06:42 PM,94.pdf (732.00 KB),Contract value includes GST.,Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Bibhuti Tripathy,03-Sep-2025 06:35 PM,techsummary_539984.pdf (731.92 KB),Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Bibhuti Tripathy,03-Sep-2025 06:40 PM,finsummary_539984.pdf (731.92 KB),AOC,Municipal Bodies||Paradeep Municipality,EO/PDPM/W_1/2025-26,2025_ORULB_113460_94,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Construction of Bed for C and D waste near MRF Bangalipada in ward no 13,Construction of Bed for C and D waste near MRF Bangalipada in ward no 13,Please refer Tender documents. ,NA ,"16,92,042",Civil Works - Others,NA ,Tender,120.0,90.0,PARADEEP MUNICIPALITY,754142.0,NA ,NA ,NA ,PARADEEP MUNICIPALITY,No ,No,"EO, PARADEEP MUNICIPALITY",PARADEEP MUNICIPALITY,"16,920",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,19-May-2025 10:00 AM,02-Jun-2025 11:00 AM,19-May-2025 10:00 AM,31-May-2025 05:00 PM,19-May-2025 10:00 AM ,31-May-2025 05:00 PM ,19-May-2025 10:00 AM,31-May-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents,AOC
,,,,,,,,,,,,,,,2,2934200,M/s.PABITRA MOHAN NAYAK,29-May-2025 11:23 AM,Rejected-Finance,L3,03-Sep-2025 06:40 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,AOC
,,,,,,,,,,,,,,,3,2940227,M/S. SABITA BEHERA,31-May-2025 02:00 PM,Rejected-Finance,L6,03-Sep-2025 06:40 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2936642,SABITA BEHERA,30-May-2025 07:35 AM,Accepted-AOC,Contract value includes GST.,03-Sep-2025 06:43 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2942143,SANJAYA MOHANTY,30-May-2025 09:32 AM,Rejected-Finance,L2,03-Sep-2025 06:40 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2934613,VISSION ENTERPRISES PROP. MAMALI PATRA,27-May-2025 10:06 PM,Rejected-Finance,L5,03-Sep-2025 06:40 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
