S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,Construction of C.C. Road with provision of slab over drain from Dutta Babu house to Prusty Babu house at w.no.24,Construction of C.C. road with slab over drain,Please refer tender documents ,NA ,"1,33,929",Civil Works - Roads,NA ,Tender,120.0,45.0,"Baripada Municipality, Baripada",757001.0,NA ,NA ,NA ,"Office of the Baripada Municipality, Baripada",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TPCOST and EMD TOBE REMITTED ONLINE, PAN,GST,REG.CERTIFICATE,LABOUR LICENSE,AFFIDAVIT AND ASPER DTCN",Municipal Bodies||Baripada Municipality,BPDM- 13 of 2017/2018,2018_ORULB_44445_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,19-Feb-2018 11:00 AM,08-Mar-2018 04:00 PM,19-Feb-2018 11:00 AM,03-Mar-2018 05:00 PM,NA ,NA ,19-Feb-2018 11:00 AM,03-Mar-2018 05:00 PM,600.0,0.0,"Executive Officer, Baripada Municipality, Baripada",Baripada,No,"Executive Officer, Baripada Municipality, Baripada","Executive Officer, Baripada Municipality, Baripada","1,350",Yes,fixed,,"Executive Officer, Baripada Municipality, Baripada",Baripada,AOC,1,833730,BISWAJIT HABODA,03-Mar-2018 12:40 PM,Rejected-Finance,As L3,24-Sep-2025 08:41 AM,24-Sep-2025,"INR 150,000",45.0,Debiprasad Rout,24-Sep-2025 08:43 AM,WO20.pdf (293.00 KB),"Executive Officer, Baripada Municipality",Internal,"Municipal Engineer, Baripada Municipality, Asst CT and GST Officer,Baripada Tahasilda Baripada Executive Officer, Baripada Municipality Chairperson, Baripada Municipality",Debiprasad Rout,24-Sep-2025 08:35 AM,techsummary_246581.pdf (456.88 KB),"Executive Officer, Baripada Municipality",Internal,"Municipal Engineer, Baripada Municipality, Asst CT and GST Officer,Baripada Tahasilda Baripada Executive Officer, Baripada Municipality Chairperson, Baripada Municipality",Debiprasad Rout,24-Sep-2025 08:41 AM,finsummary_246581.pdf (462.54 KB),Municipal Bodies||Baripada Municipality,2018_ORULB_44445_20,BPDM- 13 of 2017/2018,Construction of C.C. Road with provision of slab over drain from Dutta Babu house to Prusty Babu house at w.no.24,1.0,833684.0,RAJESH KUMAR ROUT,INR,"150,000",Finance,"THREE BIDDERS HAVE PARTICIPATED. BISWAJIT HABODA L3, BISWARANJAN DAS L2 AND RAJESH KUMAR ROUT L1. HENCE RAJESH KUMAR ROUT FIRST LOWEST BIDDER IS ACCEPTED.",Subashis Mansingh,09-Apr-2018 11:53 AM,finance_246581.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,834280,BISWARANJAN DAS,02-Mar-2018 07:55 PM,Rejected-Finance,As L2,24-Sep-2025 08:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,833684,RAJESH KUMAR ROUT,03-Mar-2018 01:48 PM,Accepted-AOC,As L1,24-Sep-2025 08:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
