Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,Two Bidders are participated and all are accepted,Chinmayee Rekha Behera,31-Jan-2025 09:02 PM,,BOQ Comparative Chart,1,2758838,Sankara Mohanty,17-Jan-2025 12:27 PM,Accepted-AOC,Work not awarded,25-Sep-2025 02:13 PM,CE RW I||RWCIRCLE-BERHAMPUR||RW Division Bhanjanagar,2025_CERWI_109234_23,open tender/10/RWDBNJ/2024-2025,SR to SH-7 to Jagadalpur Road under Periodcal Maintainnance for the year 2024-25,1,2758838,Sankara Mohanty,INR,"2,224,471",25-Sep-2025,"INR 2,107,951",60.0,Tribhuban Kanhar,25-Sep-2025 02:13 PM,SH7JAGADALPURROADSR.pdf (2644.00 KB),Work awarded to Smt Swapna Sahu vide agreement no 147P1202425 date 15022025,Chinmayee Behera,Internal,,Chinmayee Rekha Behera,05-Jun-2025 08:53 PM,techsummary_525331.pdf (220.25 KB),Chinmayee Behera,Internal,,Chinmayee Rekha Behera,05-Jun-2025 09:27 PM,finsummary_525331.pdf (313.34 KB),AOC,CE RW I||RWCIRCLE-BERHAMPUR||RW Division Bhanjanagar,open tender/10/RWDBNJ/2024-2025,2025_CERWI_109234_23,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit,GSTIN,Pan,Reg. Certificate,Tender Paper cost, EMD and other Documents as per DTCN","21,200",Yes,fixed,,Nil,Nil,11-Jan-2025 11:00 AM,20-Jan-2025 12:30 PM,11-Jan-2025 11:00 AM,18-Jan-2025 03:00 PM,NA ,NA ,11-Jan-2025 11:00 AM,18-Jan-2025 03:00 PM,1,ICICI BANK,"Superintending Engineer, Rural Work Division, Bhan","Superintending Engineer, Rural Work Division, Bhanjanagar",SR to SH-7 to Jagadalpur Road under Periodcal Maintainnance for the year 2024-25,SR to SH-7 to Jagadalpur Road under Periodcal Maintainnance for the year 2024-25,Please refer Tender documents. ,NA ,"21,19,000",Civil Works - Roads,NA ,Tender,60.0,NA ,Aska,761111.0,NA ,NA ,NA ,"RW Division, Bhanjanagar",No ,No,AOC
,,,,,,2,2758950,Swapna Sahu,17-Jan-2025 12:34 PM,Accepted-AOC,Work awarded,25-Sep-2025 02:13 PM,,,,,2,2758950,Swapna Sahu,INR,"2,107,961",,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC
