Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Stage
22-Jul-2024,"INR 139,132,947.53",270.0,Sidharth Pattnaik,03-Sep-2025 02:56 PM,2022_OMC_76043_1.pdf (292.00 KB),Construction of 6 Lane road with vehicle underpass and 4 Lane road from boundary pillar No. 05 of OMC lease line up to Jharana Stockyard From CH-0/000 KM to 2/562 KM of Gandhamardan Iron Ore Mines in,Orissa Mining Corporation,2022_OMC_76043_1,NIT No. 07/OMC/CIVIL/2022,Construction of 6 Lane road with vehicle underpass and 4 Lane road from boundary pillar No. 05 of OMC lease line up to Jharana Stockyard From CH-0/000 KM to 2/562 KM of Gandhamardan Iron Ore Mines in the district of Keonjhar.,A K PAL,Internal,L D BEHERA R K DASH DEBENDU MOHAPATRA S R PATTANAIK,JAYANTA KUMAR MEKAP,04-Apr-2022 03:52 PM,04-Apr-2022 05:00 PM,techsummary_393050.pdf (1385.18 KB),1.0,1808074.0,KALINGA COMMERCIAL CORPORATION LIMITED,INR,"139,132,947.53",BALWANT SINGH,Internal,SJ MOHANTY S MOHANTY KK BRAHMA BB PANI SR PATTNAIK L D BEHERA,Satyajit Jena,22-Jul-2024 03:20 PM,finsummary_393050.pdf (176.99 KB),Technical,05 (Five) bids have been received subjected to evaluation by committee,NIBEDITA SAHOO,04-Mar-2022 11:37 AM,,Finance,Financial bid of 04 (Four) qualified bidders had been open out of 05 (Five) bids.,MINAKETAN DAS,04-Apr-2022 05:02 PM,,BOQ Comparative Chart,1,1808074,KALINGA COMMERCIAL CORPORATION LIMITED,03-Mar-2022 02:34 PM,Accepted-AOC,L1,03-Sep-2025 02:56 PM,AOC,Construction of 6 Lane road with vehicle underpass and 4 Lane road from boundary pillar No. 05 of OMC lease line up to Jharana Stockyard From CH-0/000 KM to 2/562 KM of Gandhamardan Iron Ore Mines in the district of Keonjhar.,Construction of 6 Lane road with vehicle underpass and 4 Lane road from boundary pillar No. 05 of OMC lease line up to Jharana Stockyard From CH-0/000 KM to 2/562 KM of Gandhamardan Iron Ore Mines in the district of Keonjhar.,"RC, EPF Regd., GSTN, PAN, Registration in CDMS portal, Affidavits, experience, etc. as per DTCN requirements. ",NA ,"16,36,67,000",Civil Works - Roads,NA ,Tender,180.0,270.0,GANDHAMARDAN,758018.0,NA ,NA ,NA ,"OMC Ltd., Bhubaneswar",No ,No,1.0,Fee/PreQual/Technical,.pdf,"RC, EPF Regd., GSTN, PAN, Registration in CDMS portal, Affidavits, experience, etc. as per DTCN",17-Feb-2022 12:30 PM,04-Mar-2022 11:00 AM,17-Feb-2022 12:30 PM,03-Mar-2022 05:00 PM,NA ,NA ,17-Feb-2022 12:30 PM,03-Mar-2022 05:00 PM,04-Apr-2022 05:00 PM,"11,800",0.0,Nil,Nil,No,Orissa Mining Corporation,NIT No. 07/OMC/CIVIL/2022,2022_OMC_76043_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,0.0,No,fixed,,Nil,Nil,1.0,ICICI BANK,"CGM(C), OMC Ltd., Bhubaneswar","Office of the CGM(C), OMC Ltd., Bhubaneswar",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1807850,M/S KALINGA COMBINES PRIVATE LIMITED,03-Mar-2022 03:05 PM,Rejected-Finance,NOT BEING L1,22-Jul-2024 03:20 PM,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1808075,M/S KBM CONSTRUCTION,03-Mar-2022 02:44 PM,Rejected-Finance,NOT BEING L1,22-Jul-2024 03:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1808036,PRADEEP KUMAR MOHANTY,03-Mar-2022 12:18 PM,Rejected-Finance,NOT BEING L1,22-Jul-2024 03:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1807859,SAMAL BUILDERS PVT. LTD,03-Mar-2022 04:35 PM,Rejected-Technical,Disqualified due to lack of required work execution experience.,04-Apr-2022 03:52 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
