EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"28,278",Yes,percentage,1.0%,Nil,Nil,"7,080",0.0,Nil,Nil,No,Revival of Telenpali-II and III defunct L.I.Projects under Agalpur Block (State Plan Fund),Revival of Telenpali-II and III defunct L.I.Projects under Agalpur Block (State Plan Fund),Please refer Tender documents. ,NA ,"28,27,783",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,BALANGIR,767002.0,NA ,NA ,NA ,"O/O. the E.E., L.I. Division, Balangir",No ,No,"E.E., L.I. Division, Balangir","O/O. the E.E., L.I. Division, Balangir",1.0,ICICI BANK,17-Jun-2025 11:00 AM,25-Jun-2025 11:00 AM,17-Jun-2025 11:00 AM,24-Jun-2025 05:00 PM,17-Jun-2025 11:00 AM ,23-Jun-2025 05:00 PM ,17-Jun-2025 11:00 AM,24-Jun-2025 05:00 PM,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bolangir,OLIC-BLGR-01/2025-26,2025_OLIC_114438_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, AFFIDAVIT, EMD, PAPER COST, NO RELATION CERTIFICATE AND OTHER DOCUMENTS AS PER DTCN",AOC,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bolangir,2025_OLIC_114438_4,OLIC-BLGR-01/2025-26,Revival of Telenpali-II and III defunct L.I.Projects under Agalpur Block (State Plan Fund),1.0,2978242.0,PRASANTA KUMAR RATH,INR,"2,403,898",EE,Internal,EE and others,APARNA MISHRA,27-Sep-2025 05:49 PM,techsummary_543037.pdf (199.25 KB),27-Sep-2025,"INR 2,827,783",90.0,APARNA MISHRA,27-Sep-2025 05:56 PM,4.pdf (1003.00 KB),Success on Lottery System,EE,Internal,EE and others,APARNA MISHRA,27-Sep-2025 05:53 PM,finsummary_543037.pdf (199.25 KB),Finance,11 nOS. bIDDERS OPENED,APARNA MISHRA,27-Sep-2025 05:45 PM,,BOQ Comparative Chart,1,2978945,ACHYUTANAND RAUT,24-Jun-2025 11:51 AM,Rejected-Finance,Unuccess on Lottery Sysetm,27-Sep-2025 05:53 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2977762,BIJAYA KUMAR JAIN,24-Jun-2025 02:14 PM,Rejected-Finance,Unuccess on Lottery Sysetm,27-Sep-2025 05:53 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2978172,DEBADATTA KHAMARI,24-Jun-2025 12:34 PM,Rejected-Finance,Unuccess on Lottery Sysetm,27-Sep-2025 05:53 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2976297,MS Shree Shyam and Co,23-Jun-2025 11:54 AM,Rejected-Finance,Unuccess on Lottery Sysetm,27-Sep-2025 05:53 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2978572,NILESH KUMAR JAIN,23-Jun-2025 09:00 PM,Rejected-Finance,Unuccess on Lottery Sysetm,27-Sep-2025 05:53 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2978242,PRASANTA KUMAR RATH,23-Jun-2025 04:07 PM,Accepted-AOC,Success on Lottery System,27-Sep-2025 05:56 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2978965,RATHA MEHER,24-Jun-2025 12:32 PM,Rejected-Finance,Unuccess on Lottery Sysetm,27-Sep-2025 05:53 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2978107,REBATI RAMAN SAHU,23-Jun-2025 01:09 PM,Rejected-Finance,Unuccess on Lottery Sysetm,27-Sep-2025 05:53 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2979205,SARAT CHANDRA MAHAPATRA,24-Jun-2025 03:20 PM,Rejected-Finance,Unuccess on Lottery Sysetm,27-Sep-2025 05:53 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2973313,Softech Systems,19-Jun-2025 01:07 PM,Rejected-Finance,Unuccess on Lottery Sysetm,27-Sep-2025 05:53 PM,AOC
