Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Improvement to RFB of river Rushikulya near village Tanhara,Improvement to RFB of river Rushikulya near village Tanhara,Please refer Tender documents. ,NA ,"5,46,21,772",Civil Works - Others,NA ,Tender,90.0,330.0,Hinjili,761102.0,NA ,NA ,NA ,"Office of the Additional CE, RB Basin, Berhampur",No ,No,"Additional CE, RB Basin, Berhampur","Office of the Additional CE, RB Basin Berhampur PIN 760004",1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,06-Mar-2025 10:00 AM,24-Mar-2025 11:30 AM,06-Mar-2025 10:00 AM,21-Mar-2025 05:00 PM,06-Mar-2025 10:00 AM ,17-Mar-2025 05:00 PM ,06-Mar-2025 10:00 AM,21-Mar-2025 05:00 PM,07-May-2025 11:30 AM,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","ACE,RBB-14/2024-25",2025_CEBMB_111285_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Contractor RC","5,46,500",Yes,fixed,,Nil,Nil,AOC,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur",2025_CEBMB_111285_2,"ACE,RBB-14/2024-25",Improvement to RFB of river Rushikulya near village Tanhara,Technical,Downloaded successfully.,Subhasree Patro,06-May-2025 01:17 PM,,"Rajib Kumar Pandit, Addl.CE",Internal,,Rajib Kumar Pandit,03-Jul-2025 04:21 PM,finsummary_532058.pdf (1558.06 KB),1.0,2863390.0,SUKESH KUMAR PANDA,INR,"46,433,968",01-Aug-2025,"INR 46,433,968",330.0,Rajib Kumar Pandit,09-Sep-2025 01:31 PM,Tahanra.pdf (5578.00 KB),"Awarded to Sri.Sukesh Kumar panda vide Agt No.336P1 of 2025-26 of Bhanjanagar Irr. Division, Bhanjanagar",1,2863049,ASISH KUMAR MOHANTY,20-Mar-2025 06:47 PM,Rejected-Finance,Loser of the lottery,03-Jul-2025 04:21 PM,"Ajaya Kumar Biswal, CE",Internal,,Rajib Kumar Pandit,06-May-2025 07:06 PM,07-May-2025 11:30 AM,techsummary_532058.pdf (681.54 KB),Finance,Downloaded Successfully.,Rajib Kumar Pandit,03-Jul-2025 02:11 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit under taking, declaring no Relationship with Department officials",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2863862,BASANTA NAHAK,21-Mar-2025 04:18 PM,Rejected-Finance,Loser of the lottery,03-Jul-2025 04:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,And any other documents as per SBD and DTCN,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2862090,BAURI BANDHU KHATAI,19-Mar-2025 11:17 AM,Rejected-Finance,Loser of the lottery,03-Jul-2025 04:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2861774,Bikash Das,19-Mar-2025 09:47 AM,Rejected-Finance,Loser of the lottery,03-Jul-2025 04:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2863540,BINAPANI PRADHAN,21-Mar-2025 12:43 PM,Rejected-Finance,Loser of the lottery,03-Jul-2025 04:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2862044,BIRUPAKHYA CHOUDHURY,19-Mar-2025 10:28 AM,Rejected-Finance,Loser of the lottery,03-Jul-2025 04:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2861997,CHANDAN PRASAD PADHY,19-Mar-2025 08:11 AM,Rejected-Finance,Loser of the lottery,03-Jul-2025 04:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2863788,CHIMAN KUMAR SAHU,21-Mar-2025 03:01 PM,Rejected-Finance,Loser of the lottery,03-Jul-2025 04:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2862940,Debendra Chandra Mohanty,21-Mar-2025 12:41 PM,Rejected-Finance,Loser of the lottery,03-Jul-2025 04:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2860256,Girish Kumar Tripathy,18-Mar-2025 08:42 AM,Rejected-Finance,Loser of the lottery,03-Jul-2025 04:21 PM,,,,,,,,,,,,,,AOC
