Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"5,900",0.0,Nil,Nil,No,"CSO-cum-DM, Jajpur","O/o the CSO-cum-DM., Jajpur At/Po/Dist-Jajpur 755001","3,73,328",No,fixed,,Nil,Nil,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Jajpur,2485/ 04.07.2025,2025_OSCSC_115182_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,09-Jul-2025 11:00 AM,29-Jul-2025 11:00 AM,09-Jul-2025 11:00 AM,28-Jul-2025 09:00 AM,NA ,NA ,09-Jul-2025 11:00 AM,28-Jul-2025 09:00 AM,08-Aug-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Tender Document,Selection and appointment of Leve-II Transport Contractor for transportation of CMR from RRCs to FPSs of Bari Block for the Year 2025-26 and 2026-27.,Selection and appointment of Leve-II Transport Contractor for transportation of CMR from RRCs to FPSs of Bari Block for the Year 2025-26 and 2026-27.,Please refer Tender documents. ,NA ,"74,66,551",Handling and Transportation,NA ,Tender,180.0,NA ,FPSs of Bari Block,755001.0,"O/o the CSO-cum-DM., Jajpur ","O/o the CSO-cum-DM., Jajpur At/Po/Dist-Jajpur 755001 ",18-Jul-2025 11:00 AM ,"Collectorate, Jajpur",No ,No,1.0,Modification of clauses,Other,,1.0,ICICI BANK,AOC,"Collector, Jajpur.",Internal,"CSO,Jajpur,RTO,Jajpur,DSWO,Jajpur,DLO,Jajpur",SK MOHAMMED IZHARUL HAQUE,12-Sep-2025 12:28 PM,finsummary_545265.pdf (947.93 KB),Technical,Opening of Technical Bid.,SK MOHAMMED IZHARUL HAQUE,30-Jul-2025 12:40 PM,technical_545265.pdf,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Jajpur,2025_OSCSC_115182_1,2485/ 04.07.2025,Selection and appointment of Leve-II Transport Contractor for transportation of CMR from RRCs to FPSs of Bari Block for the Year 2025-26 and 2026-27.,1.0,3009560.0,DILLIP KUMAR GHADAI,INR,0.85,12-Sep-2025,"INR 7,466,551",560.0,SK MOHAMMED IZHARUL HAQUE,12-Sep-2025 01:24 PM,negotiatedproceedingfinance2527.pdf (1197.00 KB),Below 14.99% of SOR,1,3011416,BIDUSH KUMAR DHAL,28-Jul-2025 07:58 AM,Rejected-Technical,As per Proceedings of the District Level Tender Committee.,07-Aug-2025 06:54 PM,Finance,Opening of Financial Bid.,SK MOHAMMED IZHARUL HAQUE,08-Aug-2025 03:27 PM,finance_545265.pdf,BOQ Comparative Chart,"Collector,Jajpur",Internal,"CSO-cum-DM,Jajpur,R.T.O,Jajpur,D.S.W.O,Jajpur,D.L.O,Jajpur,A.D.M.,Jajpur",SK MOHAMMED IZHARUL HAQUE,07-Aug-2025 06:54 PM,08-Aug-2025 11:00 AM,techsummary_545265.pdf (3259.68 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,Technical Bid,Technical Bid,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3013863,DEBI PRASANNA SAHOO,28-Jul-2025 08:26 AM,Rejected-Technical,As per Proceedings of the District Level Tender Committee.,07-Aug-2025 06:54 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3009560,DILLIP KUMAR GHADAI,27-Jul-2025 05:14 PM,Accepted-AOC,Below 14.99 Percentage of SOR,12-Sep-2025 01:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3005408,SATYABRATA JENA,27-Jul-2025 05:02 PM,Rejected-Finance,At SOR i.e 0.00 Percentage,12-Sep-2025 12:28 PM,,,,,,,,,,,,,,AOC
