Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"PAN, GSTIN, Contractor RC, Affidavits, Undertakings and Other documents as per DTCN.","10,000",0.0,Nil,Nil,No,"CE,Drainage,Cuttack||SE,Drainage,Balasore",ACEDCBLS/DDJPR-02-02/2025-26,2025_CEDC_112299_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Renovation of Namtikiri Nallah with its System of Jajpur District in Brahmani-Baitarani DOAB No-XIV under D.I.P.,IMPROVEMENT WORKS TO DRAINAGE CHANNEL,Please refer Tender documents. ,NA ,"2,53,82,801",Civil Works - Others,NA ,Tender,90.0,330.0,Panikoili,755043.0,NA ,NA ,NA ,"Add. Chief Engineer, Drainage Circle, Balasore",No ,No,1.0,ICICI BANK,"2,53,829",Yes,fixed,,Nil,Nil,"Add. Chief Engineer, Drainage Circle, Balasore","Office of the Additional Chief Engineer, Drainage Circle, Balasore-756001",09-Apr-2025 10:00 AM,24-Apr-2025 11:30 AM,09-Apr-2025 10:00 AM,23-Apr-2025 05:00 PM,09-Apr-2025 10:00 AM ,17-Apr-2025 05:00 PM ,09-Apr-2025 10:00 AM,23-Apr-2025 05:00 PM,21-May-2025 11:30 AM,AOC,1.0,2887846.0,BISWAJIT DAS,INR,"21,577,919","CE,Drainage,Cuttack||SE,Drainage,Balasore",2025_CEDC_112299_1,ACEDCBLS/DDJPR-02-02/2025-26,Renovation of Namtikiri Nallah with its System of Jajpur District in Brahmani-Baitarani DOAB No-XIV under D.I.P.,Dipak ranjan behera ACE,Internal,Mayadhar parida SE,Dipak Ranjan Behera,20-May-2025 11:57 AM,21-May-2025 11:30 AM,techsummary_535662.pdf (4597.38 KB),Dipak ranjan behera ACE,Internal,mayadhar parida SE omm prakash kumar DAO,Dipak Ranjan Behera,25-Jun-2025 04:58 PM,finsummary_535662.pdf (677.39 KB),11-Sep-2025,"INR 21,577,919",330.0,Dipak Ranjan Behera,11-Sep-2025 11:28 AM,NAMTIKIRIAOC.pdf (921.00 KB),awarded,Technical,Successfully downloaded of 188 numbers of bidders,Dipak Ranjan Behera,28-Apr-2025 04:48 PM,technical_535662.pdf,1,2892663,Abinash Sahoo,23-Apr-2025 03:15 PM,Rejected-Finance,defeated in transparent lottery,25-Jun-2025 04:58 PM,Finance,successfully downloaded of 183 nos of financial bid,Dipak Ranjan Behera,23-May-2025 08:05 PM,finance_535662.pdf,BOQ Comparative Chart,AOC
2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2892585,AJAYA KUMAR MISHRA,23-Apr-2025 02:12 PM,Rejected-Finance,defeated in transparent lottery,25-Jun-2025 04:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2892543,AMARESH PANDA,23-Apr-2025 01:46 PM,Rejected-Technical,Disqualified due to not furnishing of GST PAN NRC,20-May-2025 11:57 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2892228,AMAR KUMAR PATRA,23-Apr-2025 10:46 AM,Rejected-Finance,defeated in transparent lottery,25-Jun-2025 04:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2892547,AMIT KUMAR BARIK,23-Apr-2025 01:50 PM,Rejected-Finance,defeated in transparent lottery,25-Jun-2025 04:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2886786,ANANTA PRASAD MALIK,21-Apr-2025 07:14 PM,Rejected-Finance,defeated in transparent lottery,25-Jun-2025 04:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2887714,ANIL KUMAR BISWAL,18-Apr-2025 08:20 AM,Rejected-Finance,defeated in transparent lottery,25-Jun-2025 04:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2889969,ANIL KUMAR SAHOO,21-Apr-2025 12:29 PM,Rejected-Finance,defeated in transparent lottery,25-Jun-2025 04:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2883599,ANIL KUMAR SWAIN,14-Apr-2025 12:44 PM,Rejected-Finance,defeated in transparent lottery,25-Jun-2025 04:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2890595,ANNADA PRASANNA OJHA,21-Apr-2025 05:21 PM,Rejected-Finance,defeated in transparent lottery,25-Jun-2025 04:58 PM,,,,,,,AOC
