S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3000433.0,PRAKASH KUMAR NAHAK,INR,"88,988,949",AS PER AS ACCEPTANCE LETTER,Internal,AS PER AS ACCEPTANCE LETTER,Bikram Keshari Malla,25-Sep-2025 10:43 AM,finsummary_544795.pdf (387.49 KB),Technical,8 Nos. of bidders have been participated,Bikram Keshari Malla,17-Jul-2025 01:47 PM,,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_115013_3,07/OPHWC/2025-26,"Cluster for Constn. of 1. 24 nos. F type Qtrs., 2. 12 nos. E type Qtrs. and 3.Transit hostel at 1st IR Bn., Koraput",Finance,FINANCIAL BID OPEN AND COMPARATIVE GENERATED,Bikram Keshari Malla,30-Aug-2025 12:02 PM,,BOQ Comparative Chart,AS PER TC MINUTES,Internal,AS PER TC MINUTES,Srikanta Samal,26-Aug-2025 06:51 PM,30-Aug-2025 10:30 AM,techsummary_544795.pdf (373.56 KB),25-Sep-2025,"INR 88,988,949",450.0,Bikram Keshari Malla,25-Sep-2025 10:45 AM,WORKOTUY.pdf (778.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 22.09.2025,1,3000825,ARYA PRAKASH CHAMPATIRAY,16-Jul-2025 12:40 PM,Rejected-Finance,DUE TO L5 BIDDER,25-Sep-2025 10:43 AM,AOC,1.0,ICICI BANK,"11,800",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","Cluster for Constn. of 1. 24 nos. F type Qtrs., 2. 12 nos. E type Qtrs. and 3.Transit hostel at 1st IR Bn., Koraput",Building Work,Please refer Tender documents. ,NA ,"10,46,80,565",Civil Works - Buildings,NA ,Tender,90.0,450.0,Koraput,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,01-Jul-2025 06:55 PM,17-Jul-2025 10:30 AM,01-Jul-2025 06:55 PM,16-Jul-2025 05:00 PM,NA ,NA ,01-Jul-2025 06:55 PM,16-Jul-2025 05:00 PM,30-Aug-2025 10:30 AM,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,Orissa State Police Housing and Welfare Corporation Ltd,07/OPHWC/2025-26,2025_OSPHW_115013_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,46,800",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2998752,Biswa Bihari Pattanaik,16-Jul-2025 02:21 PM,Rejected-Finance,DUE TO L4 BIDDER,25-Sep-2025 10:43 AM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2999640,BKM CONSTRUCTION PVT.LTD,15-Jul-2025 07:00 PM,Rejected-Finance,DUE TO L6 BIDDER,25-Sep-2025 10:43 AM,AOC,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3001049,M/S BRILLIANT DEVELOPERS,16-Jul-2025 02:55 PM,Rejected-Finance,DUE TO L6 BIDDER,25-Sep-2025 10:43 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2996960,PRADEEP KUMAR PRADHAN,12-Jul-2025 10:26 AM,Rejected-Finance,DUE TO L3 BIDDER,25-Sep-2025 10:43 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3000433,PRAKASH KUMAR NAHAK,15-Jul-2025 10:06 PM,Accepted-AOC,QUALIFIED BIDDER,25-Sep-2025 10:45 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2998734,SAI SMRUTI INFRASTRUCTURE PVT. LTD.,16-Jul-2025 11:54 AM,Rejected-Finance,DUE TO L6 BIDDER,25-Sep-2025 10:43 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2999874,TRIBHUBAN DAS,16-Jul-2025 04:25 PM,Rejected-Finance,DUE TO L2 BIDDER,25-Sep-2025 10:43 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
