Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
"COLLECTOR, CUTTACK",Internal,"ADM, CUTTACK, RTO, CUTTACK, DSWO, CUTTACK, DLO, CUTTACK, CHIEF CSO CUM DM, OSCSC LTD., CUTTACK",K CHANDRA SEKHAR PATRA,18-Aug-2025 01:09 PM,20-Aug-2025 12:00 PM,techsummary_546482.pdf (1211.20 KB),Finance,All bidders are admitted to Financial Evaluation,K CHANDRA SEKHAR PATRA,20-Aug-2025 08:01 PM,,BOQ Comparative Chart,22-Sep-2025,"INR 5,378,699.76",608.0,K CHANDRA SEKHAR PATRA,22-Sep-2025 06:29 PM,2464TANGILIIMAATARINI.pdf (767.00 KB),"The Bidder Maa Tarini Suppliers, Prop. Pramila Nayak is awarded the contract to act as Level-II transport contractor of Tangi & Choudwar MPL Unit for the Year 2025-27",1,3019553,M/S.MAA TARINI SUPPLIERS,01-Aug-2025 07:53 PM,Accepted-AOC,The bidder is awarded the contract to act as L-II Transport Contractor for lifting of PDS Commodities of Tangi and Choudwar MPL Unit at the rate of Rs. 30.25 per Quintal.,22-Sep-2025 06:29 PM,1.0,3019553.0,M/S.MAA TARINI SUPPLIERS,INR,30.25,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Cuttack,2025_OSCSC_115741_1,2062-14TANGI,TENDER FOR SELECTION N APPOINTMENT OF LEVEL-II TRANSPORT CONTRACTOR OF TANGI N CHOUDWAR MPL UNIT FOR FY 25-27,Technical,All Bidders are admitted to Technical Evaluation.,K CHANDRA SEKHAR PATRA,04-Aug-2025 05:23 PM,,"COLLECTOR, CUTTACK",Internal,"ADM DEV, CUTTACK, RTO, CUTTACK, DLO, CUTTACK DSWO, CUTTACK CCSO CUM DM, OSCSC LTD., CUTTACK",K CHANDRA SEKHAR PATRA,20-Sep-2025 02:12 PM,finsummary_546482.pdf (1059.73 KB),AOC,19-Jul-2025 03:00 PM,04-Aug-2025 11:30 AM,19-Jul-2025 04:00 PM,02-Aug-2025 05:30 PM,NA ,NA ,19-Jul-2025 04:00 PM,02-Aug-2025 05:30 PM,20-Aug-2025 12:00 PM,"5,900",0.0,Nil,Nil,No,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Cuttack,2062-14TANGI,2025_OSCSC_115741_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,"OFFICE OF CCSO-CUM-DM, OSCSC LTD., CUTTACK","OFFICE OF CCSO-CUM-DM, OSCSC LTD., COLLECTORATE, CUTTACK",TENDER FOR SELECTION N APPOINTMENT OF LEVEL-II TRANSPORT CONTRACTOR OF TANGI N CHOUDWAR MPL UNIT FOR FY 25-27,TENDER FOR TRANSPORTING RICE FROM RRC -CUM- DSC TO FPS POINTS TANGI N CHOUDWAR MPL UNIT FOR THE FY 2025-27,PL REFER TO TENDER DOCUMENTS ,NA ,,Handling and Transportation,NA ,Tender,180.0,608.0,WITHIN CUTTACK DISTRICT,753002.0,"OFFICE OF CCSO-CUM-DM, OSCSC LTD., CUTTACK ","OFFICE OF CCSO-CUM-DM, OSCSC LTD., COLLECTORATE, CUTTACK  ",21-Jul-2025 11:30 AM ,"OFFICE OF CCSO-CUM-DM, OSCSC LTD., CUTTACK",No ,No,1,ICICI BANK,"2,68,935",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,NIT N DTCN FOR SELECTON N APPOINTMENT OF L-II TRANSPORTCONTRACTOR OF TANGI CHOUDWAR MPL FOR FY 25-27,AOC
,,,,,,,,,,,,,,,,,,,,2,3017063,Subhendu Sahu,01-Aug-2025 03:41 PM,Rejected-Finance,LOWER BIDDING RATE BY BIDDER BUT NOT WINNING IN LOTTERY,20-Sep-2025 02:12 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,2,Finance,.xls,BOQ FOR SELECTION N APPOINTMENT OF L-II TRANSPORT CONTRACTOR OF TANGI N CHOUDWAR MPL FOR FY 25-27,AOC
