Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
03-Sep-2025,"INR 3,671,257.96",120.0,Susanta Dung Dung,03-Sep-2025 09:54 AM,298_313_1.pdf (427.00 KB),As per estimated rate,Finance,Admitted,Sanjukta Kumari Raipatro,30-Oct-2024 03:47 PM,finance_509092.pdf,BOQ Comparative Chart,Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Susanta Dung Dung,03-Sep-2025 09:49 AM,techsummary_509092.pdf (455.85 KB),Municipal Bodies||Brahmapur Municipal Corporation,2024_ORULB_105443_313,BeMC (BAM)/ 298/ 2024-2025,Construction of CC Drain and Road at Subash Nagar 3rd line,1,2587374,Asish Kumar Nayak,22-Oct-2024 07:49 AM,Accepted-AOC,Accepted,03-Sep-2025 09:54 AM,Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Susanta Dung Dung,03-Sep-2025 09:52 AM,finsummary_509092.pdf (404.19 KB),1.0,2587374.0,Asish Kumar Nayak,INR,"3,781,396",AOC,1,ICICI BANK,Municipal Bodies||Brahmapur Municipal Corporation,BeMC (BAM)/ 298/ 2024-2025,2024_ORULB_105443_313,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,09-Oct-2024 03:00 PM,25-Oct-2024 11:30 AM,09-Oct-2024 03:00 PM,24-Oct-2024 05:00 PM,09-Oct-2024 03:00 PM ,15-Oct-2024 02:00 PM ,09-Oct-2024 03:00 PM,24-Oct-2024 05:00 PM,"7,080",0.0,Nil,Nil,No,"36,713",Yes,fixed,,Nil,Nil,"Commissioner,","Berhampur Municipal Corporation, Berhampur",Construction of CC Drain and Road at Subash Nagar 3rd line,Construction of CC Drain and Road at Subash Nagar 3rd line,Please refer tender documents ,NA ,"36,71,257",Civil Works - Others,NA ,Tender,120.0,120.0,"Berhampur Municipal Corporation, Berhampur",760002.0,NA ,NA ,NA ,Berhampur Municipal Corporation,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GST, AFFIDAVIT, BID COST, EMD AND REGISTRATION ETC AS PER DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,2,2587429,Susanta Kumar Mahapatra,23-Oct-2024 09:57 AM,Rejected-Finance,Rejected,03-Sep-2025 09:52 AM,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
