Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Executive Officer,"NAC Kuchinda,At/Po/Ps-Kuchinda,Dist-Sambalpur,Odisha","10,000",0.0,Executive Officer NAC Kuchinda,Kuchinda,No,Municipal Bodies||Kuchinda NAC,KCDA/NAC-2/2025-26,2025_ORULB_115896_1,Yes,Open Tender,EOI,Services,2.0,No,No,Offline,No,No,No,24-Jul-2025 11:00 AM,08-Aug-2025 11:00 AM,24-Jul-2025 11:00 AM,07-Aug-2025 05:30 PM,24-Jul-2025 11:00 AM ,07-Aug-2025 05:30 PM ,24-Jul-2025 11:00 AM,07-Aug-2025 05:30 PM,20-Sep-2025 10:00 AM,1.0,ORIGINAL BIDS DOCUMENTS CORRIGENDUM,Other,,"1,00,000",No,fixed,,Executive Officer NAC Kuchinda,Kuchinda,1.0,DD - Demand Draft,Provision Manpower for cleaning and Sanitation services in NAC Kuchinda,Manpower for cleaning and Sanitation services in NAC Kuchinda,As per DTCN ,NA ,0.0,Human Resources Supply,"Sweeper , Driver ",Rate Contract,180.0,730.0,NAC Kuchinda,768222.0,NA ,NA ,NA ,NAC KUCHINDA,No ,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,AOC,Pradyut Kumar Mohanty,Internal,Ok,Barun Kumar Sa,20-Sep-2025 12:31 PM,finsummary_546929.pdf (151.42 KB),Municipal Bodies||Kuchinda NAC,2025_ORULB_115896_1,KCDA/NAC-2/2025-26,Provision Manpower for cleaning and Sanitation services in NAC Kuchinda,Technical,Ok,Barun Kumar Sa,19-Sep-2025 01:39 PM,technical_546929.pdf,1.0,3026122.0,SRIRAM INTELLIGENCE SECURITIES PVT. LTD.,INR,"840,600",1,3024280,BHARAT SECURITY SERVICE,05-Aug-2025 11:38 AM,Rejected-Technical,Not Fulfill all eligibility Criteria,19-Sep-2025 07:43 PM,20-Sep-2025,"INR 840,600",730.0,Barun Kumar Sa,20-Sep-2025 12:38 PM,2744.pdf (604.00 KB),Work Order issued,Finance,ok,Barun Kumar Sa,20-Sep-2025 12:14 PM,finance_546929.pdf,Pradyut Kumar Mohanty,Internal,"MIS CP, JE,ME,EO NAC KUCHINDA",Barun Kumar Sa,19-Sep-2025 07:43 PM,20-Sep-2025 10:00 AM,techsummary_546929.pdf (1456.11 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Financial Bid,AOC,,,,,,,,,,,,,,,,,,,,,2,3024906,M/s. KALINGA WARRIORS SECURITY SERVICES,06-Aug-2025 07:02 PM,Rejected-Technical,Not Fulfill all eligibility Criteria,19-Sep-2025 07:43 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3022852,M/s. MAA TARINI SECURITY SERVICE,05-Aug-2025 11:23 AM,Rejected-Technical,Not Fulfill all eligibility Criteria,19-Sep-2025 07:43 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3023619,PRATYUSH,07-Aug-2025 11:28 AM,Rejected-Technical,Not Fulfill all eligibility Criteria,19-Sep-2025 07:43 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,TD- Term Deposit,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3019113,Quantum Global Infratech Limited,06-Aug-2025 05:08 PM,Rejected-AOC,L2,20-Sep-2025 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3026122,SRIRAM INTELLIGENCE SECURITIES PVT. LTD.,06-Aug-2025 06:41 PM,Accepted-AOC,L1,20-Sep-2025 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3023391,SURENDRA BARIK INFRASERVICE PRIVATE LIMITED,04-Aug-2025 05:11 PM,Rejected-AOC,L3,20-Sep-2025 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
