Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
SE,Internal,EE AND DAO,Rasmita Biswal,20-Aug-2025 11:34 AM,20-Aug-2025 11:35 AM,techsummary_545229.pdf (200.20 KB),Finance,summary,Chandini Suman Sahoo,20-Aug-2025 12:32 PM,finance_545229.pdf,BOQ Comparative Chart,23-Sep-2025,"INR 8,475,007",30.0,Monalisa Mahunta,23-Sep-2025 05:25 PM,kamalaaoc.pdf (292.00 KB),Agreement drawn.,1,3007795,ABHAYA KUMAR SAHOO,21-Jul-2025 09:23 PM,Rejected-AOC,"After Lottery, the bidder dis-qualified as per Lottery System.",23-Sep-2025 05:25 PM,1.0,3008219.0,JYOTI RANJAN DASH,INR,"8,475,007",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK-II,2025_CERWI_115167_1,04 OF 25-26,Construction of Flood Resilient road from Kamaladiha to Kaintira (PMGSY Pkg No. OR-07-ADB-70) Road under SDMF for the year 2025-26,Technical,Summary of Tender ID 2025_CERWI_115167_1,Chandini Suman Sahoo,23-Jul-2025 12:42 PM,,SE,Internal,EE AND DAO,Chandini Suman Sahoo,23-Sep-2025 05:16 PM,finsummary_545229.pdf (436.17 KB),AOC,08-Jul-2025 11:00 AM,23-Jul-2025 11:30 AM,08-Jul-2025 11:00 AM,22-Jul-2025 05:00 PM,08-Jul-2025 11:00 AM ,22-Jul-2025 02:00 PM ,08-Jul-2025 11:00 AM,22-Jul-2025 05:00 PM,20-Aug-2025 11:35 AM,Construction of Flood Resilient road from Kamaladiha to Kaintira (PMGSY Pkg No. OR-07-ADB-70) Road under SDMF for the year 2025-26,Construction of Flood Resilient road from Kamaladiha to Kaintira (PMGSY Pkg No. OR-07-ADB-70) Road under SDMF for the year 2025-26,NA ,NA ,"99,69,424",Miscellaneous Works,NA ,Tender,90.0,30.0,Cuttack,753004.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, CUTTACK",No ,No,"10,000",0.0,Nil,Nil,No,Divisional Officer,"RURAL WORKS DIVISION NO.II, CUTTACK","99,690",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK-II,04 OF 25-26,2025_CERWI_115167_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,registration certificate gst pan schedule aef and all other documenta as per dtcn,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,2,3008845,ASSUTOSH MALLICK,22-Jul-2025 04:00 PM,Rejected-AOC,"After Lottery, the bidder dis-qualified as per Lottery System.",23-Sep-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery and equipment as per schedule C,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,3,3008195,BALABHADRA ROUT,22-Jul-2025 01:33 PM,Rejected-AOC,"After Lottery, the bidder dis-qualified as per Lottery System.",23-Sep-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,AOC
,,,,,,,,,,,,,,,,,,,,4,2999723,BISAL KUMAR MOHARANA,22-Jul-2025 11:51 AM,Rejected-AOC,"After Lottery, the bidder dis-qualified as per Lottery System.",23-Sep-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3005366,DILIP KUMAR BARAL,20-Jul-2025 06:28 PM,Rejected-AOC,"After Lottery, the bidder dis-qualified as per Lottery System.",23-Sep-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3003371,HARIHAR MOHAPATRA,19-Jul-2025 05:50 PM,Rejected-AOC,"After Lottery, the bidder dis-qualified as per Lottery System.",23-Sep-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3005951,JAGANNATH HEMBRAM,22-Jul-2025 04:21 PM,Rejected-AOC,"After Lottery, the bidder dis-qualified as per Lottery System.",23-Sep-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3008668,JITENDRA KUMAR BEHERA,22-Jul-2025 02:36 PM,Rejected-AOC,"After Lottery, the bidder dis-qualified as per Lottery System.",23-Sep-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3008219,JYOTI RANJAN DASH,22-Jul-2025 12:19 PM,Accepted-AOC,"After Lottery, the bidder qualified as per Lottery System.",23-Sep-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3004651,KABINDRA DHAL,19-Jul-2025 09:01 PM,Rejected-AOC,"After Lottery, the bidder dis-qualified as per Lottery System.",23-Sep-2025 05:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
