EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"3,30,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate",CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD Online-02/2025-26,2025_CERWI_113019_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,01-May-2025 06:00 PM,14-May-2025 10:00 AM,01-May-2025 06:00 PM,13-May-2025 05:00 PM,01-May-2025 06:00 PM ,09-May-2025 02:00 PM ,01-May-2025 06:00 PM,13-May-2025 05:00 PM,16-Jun-2025 11:00 AM,Construction of road from Dakaripada to Tikarapada via Mahuliput road under MMSY-CUVDA in the Districts of Koraput for the year 2024-25.,Construction of road from Dakaripada to Tikarapada via Mahuliput road under MMSY-CUVDA in the Districts of Koraput for the year 2024-25.,N.A ,NA ,"3,29,20,000",Civil Works - Roads,NA ,Tender,90.0,272.0,KORAPUT,764001.0,NA ,NA ,NA ,"Chief Construction Engineer, R.W.Circle, Sunabeda",No ,No,1.0,CORRIGENDUM,Date,,"10,000",0.0,Nil,Nil,No,Chief Construction Engineer,"Rural Works Circle, Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput",AOC,08-Sep-2025,"INR 32,919,608.42",272.0,Prabhakara Behera,08-Sep-2025 08:46 PM,AOCDAKRIPADA.pdf (1705.00 KB),"Award of contract to M/s Shree Infra and Co., A Class Contractor through transparency lottery system",1,2914565,BATU PRAVEEN KUMAR,12-May-2025 10:24 PM,Rejected-AOC,REJECT,08-Sep-2025 08:46 PM,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Additional Chief Engineer, DAO, Estimator of Rural Works Division, Koraput Estimator R.W. Circle Sunabeda",Prabhakara Behera,11-Jun-2025 03:35 PM,16-Jun-2025 11:00 AM,techsummary_538169.pdf (1196.51 KB),Finance,CS,Prabhakara Behera,01-Aug-2025 01:42 PM,finance_538169.pdf,BOQ Comparative Chart,CE RW I||RWCIRCLE-SUNABEDA,2025_CERWI_113019_5,CCERWCSBD Online-02/2025-26,Construction of road from Dakaripada to Tikarapada via Mahuliput road under MMSY-CUVDA in the Districts of Koraput for the year 2024-25.,Technical,bidders name,Prabhakara Behera,11-Jun-2025 03:18 PM,technical_538169.pdf,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division, Koraput Estimator R.W. Circle Sunabeda",Prabhakara Behera,01-Aug-2025 01:51 PM,finsummary_538169.pdf (394.29 KB),1.0,2916106.0,M/s SHREE INFRA AND CO,INR,"27,984,959.12",AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2915394,BIKRAM KUMAR GUPTA,13-May-2025 02:34 PM,Rejected-AOC,REJECT,08-Sep-2025 08:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2913553,CHETAN BISOI,12-May-2025 05:47 PM,Rejected-AOC,REJECT,08-Sep-2025 08:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2912971,KAMAL HALDAR,12-May-2025 01:04 PM,Rejected-Finance,REJECT,01-Aug-2025 01:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2912273,M/S CHAKA DOLA CONSTRUCTIONS,11-May-2025 08:36 PM,Rejected-AOC,REJECT,08-Sep-2025 08:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2916106,M/s SHREE INFRA AND CO,13-May-2025 02:46 PM,Accepted-AOC,"Award of contract to Ms Shree Infra and Co., A Class Contractor through transparency lottery system",08-Sep-2025 08:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2913720,NARAYAN BISOI,12-May-2025 05:28 PM,Rejected-Finance,REJECT,01-Aug-2025 01:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2912810,P.RAMA RAO,12-May-2025 05:41 PM,Rejected-Finance,REJECT,01-Aug-2025 01:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2913142,Rajesh Kumar Jain,12-May-2025 01:07 PM,Rejected-AOC,REJECT,08-Sep-2025 08:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2914535,Sandeep Bisoi,13-May-2025 12:39 PM,Rejected-AOC,REJECT,08-Sep-2025 08:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
