S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
1,3010430,AMRUTA PRIYADARSHINI DHAL,23-Jul-2025 09:10 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,02-Sep-2025,"INR 1,186,972",120.0,Smitanjali Swain,01-Sep-2025 06:14 PM,AOC.pdf (1065.00 KB),DHANMANDAL CC ROAD,Finance,OPENING,Bedabandhu Mallick,26-Jul-2025 11:24 AM,,BOQ Comparative Chart,FAANDCAO,Internal,"SECRETARY, CGM, AE",Smitanjali Swain,01-Sep-2025 05:44 PM,finsummary_545270.pdf (1406.12 KB),FAANDCAO,Internal,"SECRETARY, CGM, AE",Smitanjali Swain,01-Sep-2025 04:41 PM,techsummary_545270.pdf (1406.12 KB),Odisha State Warehousing Corporation,2025_OSWC_115184_2,2592/OSWC/Civil/19/2025-26 dt 01.07.2025,"Construction of C.C. Road at backside of godown No. 1 at SWC, Dhanmandal",1.0,3010674.0,RATI RANJAN SAMAL,INR,"1,186,972",AOC,Odisha State Warehousing Corporation,2592/OSWC/Civil/19/2025-26 dt 01.07.2025,2025_OSWC_115184_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper Cost, Bid Security Declaration, PAN, GSTIN, Affidavits and Other documents as per DTCN",1.0,ICICI BANK,"7,080",Nil,Nil,No,"13,963",Yes,fixed,,Nil,Nil,"Managing Director, OSWC, Bhubaneswar","O/o the Odisha State Warehousing Corporation, Cuttack Road, Bhubaneswar","Construction of C.C. Road at backside of godown No. 1 at SWC, Dhanmandal","Construction of C.C. Road at backside of godown No. 1 at SWC, Dhanmandal",Please refer Tender documents. ,NA ,"13,96,273",Civil Works - Others,NA ,Tender,90.0,120.0,SWC DHANMANDAL,751006.0,NA ,NA ,NA ,O/o the Odisha State Warehousing Corporation,No ,No,07-Jul-2025 04:30 PM,25-Jul-2025 03:00 PM,07-Jul-2025 04:30 PM,24-Jul-2025 05:00 PM,NA ,NA ,07-Jul-2025 04:30 PM,24-Jul-2025 05:00 PM,AOC
2,3009673,ANIKET SAMANTARAY,23-Jul-2025 12:00 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,2999806,ASWINI KUMAR NAYAK,17-Jul-2025 03:30 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,3011119,BARON SPORTS AND LEISURE PRIVATE LIMITED,24-Jul-2025 04:51 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,3010946,DD Enterprisers,24-Jul-2025 03:09 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,3008567,DEBENDRA KUMAR PATI,24-Jul-2025 03:13 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,3010456,DIPAK PRADHAN,24-Jul-2025 12:15 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,3010817,HARIHAR BEHERA,24-Jul-2025 01:43 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,3002587,JYOTI RANJAN PATI,17-Jul-2025 05:36 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,3011031,LALATENDU KUMAR SAHOO,24-Jul-2025 04:01 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,01-Sep-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
