Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
B.Singh,Internal,"J. Parida, C. Nayak",BISWADEEP SINGH,23-Sep-2025 01:07 PM,techsummary_545919.pdf (251.83 KB),1.0,3010424.0,M/S Universal Security Service,INR,"1,101,149.92",CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||EE Keonjhar Irrigation Divn Keonjhar,2025_KIDK_115504_1,KIDN-02/2025-26,Engagement of manpower through service provider for smooth running of the Division period from of 01.06.2025 to 31.03.2026.,1,3007317,ACTIVE SECURITY AND INTELLIGENCE SEVICES,21-Jul-2025 04:00 PM,Rejected-AOC,Second Lowest,23-Sep-2025 02:00 PM,Finance,Technical and Financial bid opened for six bidders and admitted for evaluation.,BISWADEEP SINGH,25-Jul-2025 12:26 PM,,BOQ Comparative Chart,B.Singh,Internal,"J.Parida, C.Nayak",BISWADEEP SINGH,23-Sep-2025 01:33 PM,finsummary_545919.pdf (251.83 KB),23-Sep-2025,"INR 1,101,149.92",208.0,BISWADEEP SINGH,23-Sep-2025 01:59 PM,AOC02.pdf (325.00 KB),AOC,Engagement of manpower through service provider for smooth running of the Division period from of 01.06.2025 to 31.03.2026.,Manpower supply,Please refer Tender documents. ,NA ,"13,44,352",Human Resources Supply,NA ,Tender,90.0,208.0,"Keonjhar, Kanjhari dam site",758001.0,NA ,NA ,NA ,"O/o the EE, Keonjhar Irrigation Division,Keonjhar",No ,No,"13,443",No,fixed,,Nil,Nil,14-Jul-2025 10:00 AM,25-Jul-2025 11:30 AM,14-Jul-2025 10:00 AM,24-Jul-2025 05:00 PM,NA ,NA ,14-Jul-2025 10:00 AM,24-Jul-2025 05:00 PM,1.0,ICICI BANK,1.0,Corrigendum,Date,,"EE, Keonjhar Irrigation Division","EE, Keonjhar Irrigation Division,Kashipur, Keonjhar-758001",1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost,EMD,GST,PAN,RC,Affidavit, other document as per DTCN",CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||EE Keonjhar Irrigation Divn Keonjhar,KIDN-02/2025-26,2025_KIDK_115504_1,Yes,Open Tender,Item Rate,Services,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,3009267,CHANDRA SEKHAR MAHANTA,23-Jul-2025 07:40 PM,Rejected-Technical,Non Responsive,23-Sep-2025 01:07 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Corrigendum,Technical Bid,,,,,,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3011042,GANESH INFOTECH SYSTEM,24-Jul-2025 04:09 PM,Rejected-Technical,Non Responsive,23-Sep-2025 01:07 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3010497,M/s. Shantiram Agency,24-Jul-2025 09:59 AM,Rejected-Technical,Non Responsive,23-Sep-2025 01:07 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3010424,M/S Universal Security Service,23-Jul-2025 09:21 PM,Accepted-AOC,First Lowest,23-Sep-2025 02:00 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3004318,Satyam Security & Allied Services,19-Jul-2025 05:24 PM,Rejected-Technical,Non Responsive,23-Sep-2025 01:07 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
