Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,TENDER IS PROCESS FOR FINANCIAL EVALUATION.,Suresh Chandra Altia,21-May-2025 05:41 PM,,BOQ Comparative Chart,DGM HR,Internal,"GM FINANCE, DGM HR, MANAGER PROJECT AND DO, DY MANAGER MM AND CSS, INCHARGE MKTG",Jitendra Barada,21-May-2025 12:13 PM,21-May-2025 04:00 PM,techsummary_532073.pdf (298.22 KB),06-Sep-2025,"INR 27,068.66",365.0,Jitendra Barada,06-Sep-2025 11:01 AM,aockjr.pdf (796.00 KB),Work Order,1,2874413,G.MANJU SERVICES PRIVATE LIMITED,04-Apr-2025 01:44 PM,Accepted-AOC,Qualified in financial bid,06-Sep-2025 11:02 AM,1.0,2874413.0,G.MANJU SERVICES PRIVATE LIMITED,INR,"27,068.66",General Manager Fin,Internal,"GM FIN, DGM HR P AND I, MANAGER PROJ AND DO, DY. MANAGER CSS AND MM, PLANT MANAGER KJR DAIRY , INCHRAGE MKTG.",Jitendra Barada,06-Sep-2025 10:57 AM,finsummary_532073.pdf (154.81 KB),Odisha State Co. Milk Producers Federation Ltd.,2025_OMFED_111290_1,HRD/LC/2025/KJR/03,Labour Contractors for Mandays Basis and Job Basis,Technical,Tenders are process for Technical Evaluation.,Suresh Chandra Altia,07-Apr-2025 04:00 PM,,AOC,"1,00,000",No,fixed,,Nil,Nil,Labour Contractors for Mandays Basis and Job Basis,Labour Contractors for Mandays Basis and Job Basis,Please refer Tender documents. ,NA ,"1,80,00,000",Human Resources Supply,NA ,Tender,120.0,365.0,omfed coporate office,751007.0,omfed corporate office ,"D-2 Sahid Nagar, BBSR ",19-Mar-2025 03:00 PM ,"D-2 Sahid Nagar, BBSR",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, emd, gst, pan, certificate..etc",Odisha State Co. Milk Producers Federation Ltd.,HRD/LC/2025/KJR/03,2025_OMFED_111290_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,Managing Director,"D-2 Sahid Nagar, BBSR",06-Mar-2025 10:00 AM,07-Apr-2025 03:00 PM,06-Mar-2025 10:00 AM,04-Apr-2025 02:00 PM,NA ,NA ,06-Mar-2025 10:00 AM,04-Apr-2025 02:00 PM,21-May-2025 04:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,2,2873073,Green Circle Environment Pvt. Ltd.,04-Apr-2025 10:56 AM,Rejected-Finance,Not qualified in the financial bid.,06-Sep-2025 10:57 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,other document as per DTCN,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,2863777,M/S Anil Security Services,04-Apr-2025 01:48 PM,Rejected-Finance,Not qualified in the financial bid.,06-Sep-2025 10:57 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,2875338,WINNERS SECURITY SERVICES (ORISSA) PRIVATE LIMITED,03-Apr-2025 05:47 PM,Rejected-Finance,Not qualified in the financial bid.,06-Sep-2025 10:57 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
