Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
EE RW Electrical Division Sambalpur,Internal,"EE, DA, AEE ESTIMATOR, JE ESTIMATOR",Soumen Sahu,16-Aug-2025 01:48 PM,techsummary_545848.pdf (1104.14 KB),1,3008985,AKARSHAN JHA,22-Jul-2025 05:30 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:22 PM,13-Sep-2025,"INR 983,689",90.0,Soumen Sahu,19-Sep-2025 05:22 PM,work_order.pdf (603.00 KB),AOC,1.0,3011167.0,Jay Maa Engineering,INR,"983,689",Finance,24 nos of biddders participated.,Soumen Sahu,14-Aug-2025 05:28 PM,,BOQ Comparative Chart,EE RW Electrical Division Sambalpur,Internal,"EE, DA, AEE ESTIMATOR, JE ESTIMATOR",Soumen Sahu,16-Aug-2025 02:23 PM,finsummary_545848.pdf (1104.14 KB),CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Sambalpur,2025_CERWI_115450_3,EE/RWELECT/SBP/06/2025-26,Area lighting to Maa Ramchandi Pitha at Kosala under RWES Angul,AOC,EE RW Electrical Division Sambalpur,Sakhipara,"11,571",No,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost,GST,EMD,GST IN,PAN ,Affidavit, Valid MV Electrical Licence",15-Jul-2025 11:30 AM,28-Jul-2025 11:30 AM,15-Jul-2025 11:30 AM,25-Jul-2025 05:00 PM,NA ,NA ,15-Jul-2025 11:30 AM,25-Jul-2025 05:00 PM,Area lighting to Maa Ramchandi Pitha at Kosala under RWES Angul,Area lighting to Maa Ramchandi Pitha at Kosala under RWES Angul,Please refer Tender documents. ,NA ,"11,57,145",Electrical Works,NA ,Tender,90.0,60.0,Kosala,759130.0,NA ,NA ,NA ,RW Electrical Division Sambalpur,No ,No,1.0,ICICI BANK,CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Sambalpur,EE/RWELECT/SBP/06/2025-26,2025_CERWI_115450_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,3011718,Ampere india associates,25-Jul-2025 02:14 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
,,,,,,3,3011165,ANIL KUMAR SAHU,24-Jul-2025 06:00 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3011735,BHUBAN ENGINEERING PVT LTD,25-Jul-2025 03:55 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3010269,CHAKADOLA ELECTRICAL,23-Jul-2025 05:48 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3011503,DIVINE ENTERPRISES,25-Jul-2025 11:24 AM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3009331,ECO ELECTRIC POWER SOLUTIONS,22-Jul-2025 09:48 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3009223,JAYANTA KUMAR JENA,22-Jul-2025 08:20 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3011167,Jay Maa Engineering,24-Jul-2025 07:34 PM,Accepted-AOC,selected through transparent lottery sytem,19-Sep-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3011994,JBS ENTERPRISES,25-Jul-2025 04:18 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,11,3011631,MELUHA ELEKTRON,25-Jul-2025 12:24 PM,Rejected-Technical,"not submitted No relationship certificate in Schedule-A and information regarding current litigation, debarring/expelling of the tender or abandonment of the work by the tender in Schedule -E",16-Aug-2025 01:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,12,3010598,M/S GANGA ELECTRIC,24-Jul-2025 11:39 AM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,13,3011646,M/S GIRISH CHANDRA PATRA,25-Jul-2025 12:44 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,14,3002943,M/S RAJA ELECTRICAL,24-Jul-2025 08:40 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,15,3011865,M/S RAJENDRA SAHU,25-Jul-2025 02:30 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,16,3011891,Prallasa Kumar samal,25-Jul-2025 02:54 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,17,3011806,Ratnakar Rout,25-Jul-2025 02:06 PM,Rejected-AOC,not selected through transparent lottery sytem,19-Sep-2025 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
